form,kind,meaning,name,original,rating,sex,source
spelling,Variant,"""queen""",REXANA,Rexanne,meaning,female,English
spelling,Variant,"""maiden""",RHEANNA,Rhianna,meaning,female,English
"variant spelling",English,"""pearl""",RHETA,Rita,meaning,female,Spanish
form,Feminine,"""advice""",RHETTA,Rhett,meaning,female,English
"elaborated form",English,"""maiden""",RHIANNA,Rhian,meaning,female,Welsh
form,Latin,"""rose""",RHODA,"Rhodē",meaning,female,Greek
form,Feminine,"""powerful ruler""",RICHARDA,Richard,meaning,female,English
form,Feminine,"""powerful ruler""",RICHARDINE,Richard,meaning,female,English
form,Pet,"""powerful ruler""",RICHELLE,Richarda,meaning,female,English
form,Feminine,"""powerful ruler""",RICHENDRA,Richard,meaning,female,English
form,Feminine,"""powerful ruler""",RICKENA,Rick,meaning,female,English
form,Unisex,"""pomegranate""",RIMON,Rimmon,meaning,female,English
form,Short,"""of the sea.""Short form of various Anglicized forms of Irish Ríona, meaning ""pure.""Variant spelling of Hebrew unisex Rinnah, meaning ""shouting for joy""",RINA,"Latin Marina",meaning,female,Roman
form,Short,"""pearl""",RITA,Marguerita,meaning,female,Spanish
form,Anglicized,"""hot coal"" or ""pavement""",RIZPAH,Ritspah,meaning,female,Hebrew
"pet form",Unisex,"""bright fame""",ROBBIE,"Robert and Roberta",meaning,female,English
form,Feminine,"""bright fame.""Feminine form of Latin Robertus, meaning ""bright fame""",ROBERTA,Robert,meaning,female,English
"pet form",Unisex,"""bright fame""",ROBIN,"Robert and Roberta",meaning,female,English
form,Feminine,"""bright fame""",ROBINA,"unisex Robin",meaning,female,English
form,Feminine,"""bright fame""",ROBYNNE,"unisex Robin",meaning,female,English
spelling,Variant,"""wise ruler""",RONA,Rhona,meaning,female,English/Scottish
form,Feminine,"""wise ruler""",RONALDA,Ronald,meaning,female,English/Scottish
spelling,Variant,"""noisy""",RONDA,Rhonda,meaning,female,English
"short form",English,"""bringer of victory""",RONI,Veronica,meaning,female,Latin
form,Anglicized,"""little prosperous one""",RONIT,Rathnait,meaning,female,Irish
form,Pet,"""bringer of victory""",RONNETTE,Ronnie,meaning,female,English
"pet form",English,"""bringer of victory""",RONNIE,Veronica,meaning,female,Latin
form,Short,"""weak horse""",ROS,Rosalind,meaning,female,English
form,English,"""beautiful rose""",ROSABEL,Rosabella,meaning,female,Italian
spelling,Variant,"""weak horse""",ROSALEEN,Rosalyn,meaning,female,English
spelling,Variant,"""weak horse""",ROSALIN,Rosalyn,meaning,female,English
form,Latin,"""weak horse""",ROSALINA,Rosalyn,meaning,female,English
spelling,Variant,"""weak horse""",ROSALINE,Rosalyn,meaning,female,English
form,"Medieval English","""weak horse""",ROSALYN,Rosalind,meaning,female,Germanic
spelling,Variant,"""weak horse""",ROSALYNNE,Rosalyn,meaning,female,English
spelling,Variant,"""horse-protection""",ROSAMOND,Rosamund,meaning,female,German
spelling,Variant,"""rose of grace""",ROSANNAH,Rosanna,meaning,female,Italian
spelling,Variant,"""rose of grace""",ROSEANN,Rosanne,meaning,female,English
spelling,Variant,"""rose of grace""",ROSEANNE,Rosanne,meaning,female,English
spelling,Variant,"""weak horse""",ROSELYN,Rosalyn,meaning,female,English
form,Anglicized,"""little rose""",ROSHEEN,Róisín,meaning,female,Irish
form,Pet,"""rose""",ROSIE,Rose,meaning,female,English
spelling,Variant,"""weak horse""",ROSLYN,Rosalyn,meaning,female,English
spelling,Variant,"""rose""",ROSY,Rosie,meaning,female,English
spelling,Variant,"""rowan tree""",ROWANNE,Rowan,meaning,female,English
spelling,Variant,"""famous joy""",ROWINA,Rowena,"possibly meaning",female,Latin
form,Latin,"""dawn""",ROXANA,Roušanak,meaning,female,Persian
form,French,"""dawn""",ROXANE,Roxana,meaning,female,Latin
spelling,Variant,"""dawn""",ROXANNA,Roxana,meaning,female,Latin
spelling,Variant,"""dawn""",ROXANNE,Roxane,meaning,female,French
"pet form",English,"""dawn""",ROXIE,Roxanne,meaning,female,French
spelling,Variant,"""dawn""",ROXY,Roxie,meaning,female,English
form,Short,"""weak horse""",ROZ,Rosalind,meaning,female,English
spelling,Variant,"""rose of grace""",ROZANNE,Rosanne,meaning,female,English
spelling,Variant,"""ruby""",RUBIE,Ruby,meaning,female,English
form,Elaborated,"""ruby""",RUBINA,Ruby,meaning,female,English
spelling,Variant,"""red"" or ""ruby""",RUBYE,Ruby,meaning,female,English
form,Pet,"""appearance"" or ""a female friend""",RUTHIE,Ruth,meaning,female,English
form,Feminine,"""little queen""",RYANA,"Ryan (""little king"")",meaning,female,English
spelling,Variant,"""little queen""",RYANNE,Ryana,meaning,female,English
form,Feminine,"""rye meadow""",RYLEE,"unisex Riley",meaning,female,English
"short form",English,"""God is my oath""",SABELLA,Isabella,meaning,female,Latin
form,Anglicized,"""sweet""",SABINA,"Gaelic Sadhbh",meaning,female,Irish
"variant spelling",English,"""thorny cactus""",SABRYNA,Sabrina,"possibly meaning",female,Latin
"diminutive form","Old English","""noble lady, princess""",SADIE,Sarah,meaning,female,Hebrew
form,Pet,"""saffron (the spice)""",SAFFIE,Saffron,meaning,female,English
form,Short,"""noble lady, princess""",SAL,Sally,meaning,female,English
spelling,Variant,"""moon""",SALENA,Selina,meaning,female,English
spelling,Variant,"""moon""",SALINA,Selina,"possibly meaning",female,English
spelling,Variant,"""noble lady, princess""",SALLI,Sally,meaning,female,English
spelling,Variant,"""noble lady, princess""",SALLIE,Sally,meaning,female,English
form,Anglicized,"""peaceful""",SALOME,"Salōmē",meaning,female,Greek
"short form",Unisex,"""heard of God,"" ""his name is El,"" or ""name of God""",SAM,"Samantha and Samuel, both",meaning,female,English
form,Italian,"""heard of God,"" ""his name is El,"" or ""name of God""",SAMANTA,Samantha,meaning,female,English
form,Pet,"""heard of God,"" ""his name is El,"" or ""name of God""",SAMMI,Samantha,meaning,female,English
spelling,Variant,"""heard of God,"" ""his name is El,"" or ""name of God""",SAMMIE,"unisex Sammy",meaning,female,English
"pet form",Unisex,"""heard of God,"" ""his name is El,"" or ""name of God""",SAMMY,"Samantha and Samuel, both",meaning,female,English
"pet form",English,"""defender of mankind""",SANDIE,Alexandra,meaning,female,Latin
form,Short,"""defender of mankind""",SANDRA,Alessandra,meaning,female,Italian
form,Anglicized,"""noble lady, princess""",SARA,Sarra,meaning,female,Greek
"elaborated form",English,"""noble lady, princess""",SARIAH,Sarah,meaning,female,Hebrew
spelling,Variant,"""serene, tranquil""",SARINA,Serena,meaning,female,English
"diminutive form",Scottish,"""defender of mankind""",SAUNDRA,Alexandra,meaning,female,Latin
spelling,Variant,"""savannah""",SAVANNA,Savannah,meaning,female,English
form,Anglicized,"""city-person""",SCHEHERAZADE,Shahrazad,meaning,female,Persian
form,Feminine,"""God is gracious""",SEANNA,Sean,meaning,female,English
form,Anglicized,"""a rock""",SELA,Cela,meaning,female,Hebrew
form,Anglicized,"""a rock""",SELAH,Cela,meaning,female,Hebrew
form,Anglicized,"""God is gracious""",SEONA,"Gaelic Seònaid",meaning,female,Scottish
form,Feminine,"""seventh""",SEPTIMA,"Latin Septimus",meaning,female,Roman
"variant spelling",English,"""serene, tranquil""",SERINA,Serena,meaning,female,Latin
"variant spelling",English,"""serene, tranquil""",SERRENA,Serena,meaning,female,Latin
form,Pet,"""blind""",SESSY,Cecily,meaning,female,English
"variant spelling",Feminine,"""hawk-like""",SHAE,"unisex Shea, probably",meaning,female,English
form,Anglicized,"""God is gracious""",SHAN,Siân,meaning,female,Welsh
form,Anglicized,"""God is gracious""",SHANA,Siani,meaning,female,Welsh
form,Elaborated,"""God is gracious""",SHANENE,Shan,meaning,female,English
form,Elaborated,"""God is gracious""",SHANIA,Shan,meaning,female,English
form,Elaborated,"""God is gracious""",SHANICE,Shan,meaning,female,English
form,Elaborated,"""God is gracious""",SHANIKA,Shan,meaning,female,English
spelling,Variant,"""God is gracious""",SHANIQUA,Shanika,meaning,female,English
spelling,Variant,"""lily""",SHANNA,Shannah,meaning,female,English
spelling,Variant,"""old river"" or ""river of wisdom""",SHANNEN,"unisex Shannon",meaning,female,English
form,Pet,"""stony place""",SHANTAE,"Shantel or Shantelle",meaning,female,English
spelling,Variant,"""stony place""",SHANTEL,Chantel,meaning,female,English
form,Elaborated,"""stony place""",SHANTELLE,Shantel,meaning,female,English
"variant form",English,"""beautiful""",SHAQUILA,Shakila,meaning,female,Arabic
spelling,Variant,"""darling lake""",SHARALYN,Sherilyn,meaning,female,English
spelling,Variant,"""darling""",SHARI,Sherry,meaning,female,English
"variant form",English,"""cherry""",SHARISE,Cerise,meaning,female,French
spelling,Variant,"""man""",SHARLA,Charla,meaning,female,English
spelling,Variant,"""man""",SHARLEEN,Charlene,meaning,female,English
spelling,Variant,"""man""",SHARLENE,Sharleen,meaning,female,English
spelling,Variant,"""sing""",SHARMAIN,Sharmaine,meaning,female,English
spelling,Variant,"""sing""",SHARMAINE,Charmaine,meaning,female,English
form,Anglicized,"""plain, level ground""",SHARON,Sharown,meaning,female,Hebrew
form,Elaborated,"""plain, level ground""",SHARONA,Sharon,meaning,female,English
spelling,Variant,"""plain, level ground""",SHARRON,Sharon,meaning,female,English
spelling,Variant,"""darling beryl""",SHARYL,"Cheryl, probably",meaning,female,English
spelling,Variant,"""plain, level ground""",SHARYN,Sharon,meaning,female,English
form,Feminine,"""God is gracious""",SHAUNA,Shaun,meaning,female,English
form,Anglicized,"""God is gracious""",SHAVONNE,"Gaelic Siobhán",meaning,female,Irish
form,Feminine,"""God is gracious""",SHAWNA,Shawn,meaning,female,English
form,Elaborated,"""God is gracious""",SHAWNDA,Shawna,meaning,female,English
spelling,Variant,"""hawk-like""",SHAY,"unisex Shea","possibly meaning",female,English
spelling,Variant,"""hawk-like""",SHAYE,"unisex Shea","possibly meaning",female,English
spelling,Variant,"""blind""",SHAYLA,Sheila,meaning,female,English
form,Feminine,"""God is gracious""",SHAYNE,Shane,meaning,female,English
form,Anglicized,"""oath"" or ""seven""",SHEBAH,Shibah,meaning,female,Hebrew
form,Anglicized,"""blind""",SHEELAGH,"Gaelic Síle",meaning,female,Irish
form,Anglicized,"""God is gracious""",SHEENA,"Gaelic Síne",meaning,female,Irish
form,Anglicized,"""God is gracious""",SHEENAGH,"Gaelic Síne",meaning,female,Irish
form,Anglicized,"""blind""",SHEILA,"Gaelic Síle",meaning,female,Irish
spelling,Variant,"""blind""",SHELAGH,Sheelagh,meaning,female,English
"variant form",English,"""moon""",SHELENA,Selena,meaning,female,Latin
form,Variant,"""blind""",SHELIA,Sheila,meaning,female,English
form,Short,"""clearing near a ledge/slope""",SHELL,"unisex Shelley",meaning,female,English
form,Anglicized,"""peaceful""",SHELOMITH,Shelomiyth,meaning,female,Hebrew
spelling,Variant,"""God is gracious""",SHENA,Sheena,meaning,female,English
spelling,Variant,"""God is gracious""",SHEONA,Seona,meaning,female,English
form,Anglicized,"""kinswoman""",SHERAH,She'era,meaning,female,Hebrew
spelling,Variant,"""darling""",SHEREE,Sherry,meaning,female,English
spelling,Variant,"""darling""",SHERI,Sherry,meaning,female,English
spelling,Variant,"""darling""",SHERIE,Sherry,meaning,female,English
spelling,Variant,"""darling beryl""",SHERILL,Cheryl,"possibly meaning",female,English
spelling,Variant,"""darling lake""",SHERILYN,Cherilyn,meaning,female,English
form,"Modern English","""cherry""",SHERISSE,Cerise,meaning,female,French
spelling,Variant,"""bright clearing""",SHERLEY,Shirley,meaning,female,English
spelling,Variant,"""darling""",SHERRI,Sherrie,meaning,female,English
spelling,Variant,"""darling""",SHERRIE,Sherry,meaning,female,English
spelling,Variant,"""darling""",SHERRY,Cherie,meaning,female,English
spelling,Variant,"""darling beryl""",SHERYL,Cheryl,"possibly meaning",female,English
spelling,Variant,"""darling beryl""",SHERYLL,Cheryl,"possibly meaning",female,English
form,Anglicized,"""God is gracious""",SHEVAUN,"Gaelic Siobhán",meaning,female,Irish
spelling,Variant,"""God is gracious""",SHEVON,Shevaun,meaning,female,English
spelling,Variant,"""bright clearing""",SHIRLEE,Shirley,meaning,female,English
form,Anglicized,"""God is gracious""",SHONA,"Gaelic Seònaid",meaning,female,Scottish
spelling,Variant,"""God is gracious""",SHONDA,Shawnda,meaning,female,English
form,Short,"""peaceful""",SHULAMIT,Shulamite,meaning,female,English
form,Anglicized,"""peaceful""",SHULAMITE,Shuwlammiyth,meaning,female,Hebrew
spelling,Variant,"""peaceful""",SHULAMMITE,Shulamite,meaning,female,English
form,Variant,"""blind""",SHYLA,Sheila,meaning,female,English
form,Short,"""prophetess."" The sibyls are first mentioned by Heraclitus in the 5th century BC. ""The Sibyl, with frenzied mouth uttering things not to be laughed at, unadorned and unperfumed, yet reaches to a thousand years with her voice by aid of the god""",SIBYL,Sibylla,meaning,female,Greek
spelling,Variant,"""reddish-orange""",SIENA,Sienna,meaning,female,English
form,Feminine,"""from the forest""",SILVIA,"Latin Silvius",meaning,female,Roman
spelling,Variant,"""woman from Kynthos""",SINDY,Cindy,meaning,female,English
spelling,Variant,"""blind""",SISSIE,Sissy,meaning,female,English
form,Pet,"""blind""",SISSY,Cecily,meaning,female,English
form,Anglicized,"""sweet""",SIVE,"Gaelic Sadhbh",meaning,female,Irish
spelling,Variant,"""protection, shelter""",SKUYLER,"unisex Skyler",meaning,female,English
spelling,Variant,"""cloud"" or ""sky""",SKYE,"unisex Sky",meaning,female,English
spelling,Variant,"""protection, shelter""",SKYLAR,"unisex Schuyler",meaning,female,English
spelling,Variant,"""protection, shelter""",SKYLER,"unisex Skylar",meaning,female,English
spelling,Variant,"""little raider""",SLOAN,"unisex Sloane",meaning,female,English
spelling,Variant,"""wisdom""",SOFIA,Sophia,meaning,female,Greek
spelling,Variant,"""summer""",SOMMER,Summer,meaning,female,English
"variant form",English,"""defender of mankind""",SONDRA,Sandra,meaning,female,Italian
form,French,"""wisdom""",SOPHIE,Sophia,meaning,female,Greek
"variant spelling",English,"""wisdom""",SOPHY,Sophie,meaning,female,French
"variant spelling",Feminine,"""resurrection""",STACEE,"unisex Stacey",meaning,female,English
"variant spelling",Feminine,"""resurrection""",STACI,"unisex Stacey",meaning,female,English
form,Short,"""fruitful""",STACIA,Eustacia,meaning,female,English
"variant spelling",Feminine,"""resurrection""",STACIE,"unisex Stacey",meaning,female,English
spelling,Variant,"""resurrection""",STACY,"unisex Stacey",meaning,female,English
form,Elaborated,"""star""",STARLA,Star,meaning,female,English
spelling,Variant,"""star""",STARR,Star,meaning,female,English
spelling,Variant,"""crown""",STEF,"unisex Steph",meaning,female,English
spelling,Variant,"""crown""",STEFANIE,Stephanie,meaning,female,English
form,Pet,"""crown""",STEFFIE,Stefanie,meaning,female,English
"short form",Unisex,"""crown""",STEPH,"Stephen and Stephanie, both",meaning,female,English
"variant spelling",Modern,"""crown""",STEPHANI,Stephanie,meaning,female,English
form,Feminine,"""crown""",STEPHANIA,Stephanus,meaning,female,Latin
form,Feminine,"""crown""",STEPHANIE,Stephen,meaning,female,English
"variant spelling",Modern,"""crown""",STEPHANY,Stephanie,meaning,female,English
form,Feminine,"""crown""",STEPHENIE,Stephen,meaning,female,English
form,Feminine,"""crown""",STEVANIA,Steven,meaning,female,English
"pet form",Unisex,"""crown""",STEVIE,"Steven and Stevania, both",meaning,female,English
spelling,Variant,"""stormy""",STORMIE,Stormy,meaning,female,English
form,Short,"""lily""",SUE,Susan,meaning,female,English
form,Pet,"""lily""",SUKIE,Susan,meaning,female,English
form,Short,"""lily""",SUSAN,Susannah,meaning,female,English
spelling,Variant,"""lily""",SUSANA,Susanna,meaning,female,Latin
form,Latin,"""lily""",SUSANNA,Sousánna,meaning,female,Greek
form,English,"""lily""",SUSANNAH,Susanna,meaning,female,Latin
form,Pet,"""lily""",SUSE,Susannah,meaning,female,English
form,Pet,"""lily""",SUSIE,Susannah,meaning,female,English
spelling,Variant,"""lily""",SUZAN,Susan,meaning,female,English
spelling,Variant,"""lily""",SUZANNA,Susannah,meaning,female,English
form,French,"""lily""",SUZANNE,Susanna,meaning,female,Latin
form,Pet,"""lily""",SUZETTE,Suzanne,meaning,female,French
spelling,Variant,"""lily""",SUZIE,Susie,meaning,female,English
spelling,Variant,"""lily""",SUZY,Suzie,meaning,female,English
form,English,"""prophetess""",SYBELLA,Sibylla,meaning,female,Greek
form,English,"""prophetess""",SYBIL,Sibyl,meaning,female,Greek
form,English,"""prophetess""",SYBILLA,Sibylla,meaning,female,Greek
form,Short,"""St Denis""",SYD,"unisex Sydney",meaning,female,English
form,Feminine,"""St Denis""",SYDNE,"unisex Sydney",meaning,female,English
spelling,Variant,"""St Denis""",SYDNEY,"unisex Sidney",meaning,female,English
form,Feminine,"""St Denis""",SYDNIE,"unisex Sydney",meaning,female,English
spelling,Variant,"""from the forest""",SYLVIA,"Latin Silvia",meaning,female,Roman
"variant spelling",English,"""female gazelle""",TABATHA,Tabitha,meaning,female,Greek
"pet form",English,"""female gazelle""",TABBY,Tabitha,meaning,female,Greek
spelling,Variant,"""light brown, tawny""",TAHNEE,Tawny,meaning,female,English
"elaborated form","Modern English","""God is gracious""",TAJUANA,Juana,meaning,female,Spanish
"variant spelling",English,"""damsel, maiden""",TALETTA,Talitha,meaning,female,Aramaic
form,Anglicized,"""princess of abundance""",TALLULA,"Gaelic Tuilelaith",meaning,female,Irish
spelling,Variant,"""princess of abundance""",TALLULAH,Tallula,meaning,female,English
spelling,Variant,"""princess of abundance""",TALULLA,Tallula,meaning,female,English
spelling,Variant,"""princess of abundance""",TALULLAH,Tallula,meaning,female,English
spelling,Variant,"""friendly""",TAMEKA,Tamika,"possibly meaning",female,English
spelling,Variant,"""palm tree""",TAMI,Tammy,meaning,female,English
"variant spelling",English,"""palm tree""",TAMMARA,Tamara,meaning,female,Russian
spelling,Variant,"""palm tree""",TAMMIE,Tammy,meaning,female,English
"pet form",English,"""palm tree""",TAMMY,Tamara,meaning,female,Russian
"contracted form",English,"""palm tree""",TAMRA,Tamara,meaning,female,Russian
"variant spelling",English,"""twin""",TAMSEN,Tamsin,meaning,female,Cornish
form,English,"""twin""",TAMSON,Tamsin,meaning,female,Cornish
form,English,"""twin""",TAMSYN,Tamsin,meaning,female,Cornish
form,English,"""twin""",TAMZEN,Tamsin,meaning,female,Cornish
"pet form",English,"""father""",TANIA,"Tatiana, probably",meaning,female,Latin
spelling,Variant,"""tansy flower"" and ""immortal""",TANZI,Tansy,meaning,female,English
spelling,Variant,"""tansy flower"" and ""immortal""",TANZY,Tansy,meaning,female,English
"feminine form",English,"""delay"" and ""station."" In the bible, this is the name of a place in the wilderness where the Israelites stopped on their Exodus. Variant spelling of English Tara, meaning ""hill""",TARAH,Terach,meaning,female,Hebrew
form,Elaborated,"""hill""",TARINA,Tara,meaning,female,English
spelling,Variant,"""light brown, tawny""",TAWNEE,Tawny,meaning,female,English
spelling,Variant,"""light brown, tawny""",TAWNIE,Tawny,meaning,female,English
spelling,Variant,"""cutter of cloth, tailor""",TAYLER,"unisex Taylor",meaning,female,English
spelling,Variant,"""blue-green"" or ""teal duck""",TEALE,Teal,meaning,female,English
"unisex form",English,"""delay"" and ""station""",TERAH,Terach,meaning,female,Hebrew
spelling,Variant,"""harvester""",TERESA,Theresa,meaning,female,Spanish
"pet form",English,"""harvester""",TERI,Teresa,meaning,female,Spanish
spelling,Variant,"""harvester""",TERRI,Terrie,meaning,female,English
"pet form",English,"""harvester""",TERRIE,Teresa,meaning,female,Spanish
spelling,Variant,"""harvester""",TERRY,Terrie,meaning,female,English
form,Short,"""harvester""",TESS,Tessa,meaning,female,English
"pet form",English,"""harvester""",TESSA,Teresa,meaning,female,Spanish
"pet form",English,"""harvester""",TESSIE,Teresa,meaning,female,Spanish
form,Pet,"""God is my oath""",TETTY,Elizabeth,meaning,female,English
form,Pet,"""gift of God""",THEA,Theodora,meaning,female,English
form,Pet,"""gift of God""",THEDA,Theodora,meaning,female,English
form,Contracted,"""harvester""",THERESA,Therasia,meaning,female,Spanish
form,Abbreviated,"""twin""",THOMASIN,Thomasina,meaning,female,English
"feminine form",Medieval,"""twin""",THOMASINA,Thomas,meaning,female,English
form,Feminine,"""twin""",THOMASINE,Thomas,meaning,female,English
form,Anglicized,"""strength""",THRUD,"Norse Þrúðr",meaning,female,Old
spelling,Variant,"""pleasantness""",THYRZA,Tirzah,meaning,female,English
"short form",English,"""believer"" or ""follower of Christ""",TIANA,Christiana,meaning,female,Latin
spelling,Variant,"""believer"" or ""follower of Christ""",TIANNA,Tiana,meaning,female,English
"pet form",English,"""gazelle""",TIBBY,Tabitha,meaning,female,Greek
"variant spelling",Modern,"""manifestation of God""",TIFFANI,Tiffany,meaning,female,English
form,"Medieval English","""manifestation of God""",TIFFANY,Theophania,meaning,female,Greek
"variant spelling",Modern,"""manifestation of God""",TIFFINY,Tiffany,meaning,female,English
spelling,Variant,"""hope""",TIKVA,"unisex Tikvah",meaning,female,English
form,Anglicized,"""hope""",TIKVAH,"unisex Tiqvah",meaning,female,Hebrew
form,Short,"""mighty in battle""",TILDA,Matilda,meaning,female,English
form,Short,"""mighty in battle""",TILL,Tilly,meaning,female,English
spelling,Variant,"""mighty in battle""",TILLIE,Tilly,meaning,female,English
form,Pet,"""mighty in battle""",TILLY,Matilda,meaning,female,English
form,Feminine,"""to honor God.""Feminine form of Greek Timotheos, meaning ""to honor God.""Feminine form of Latin Timotheus, meaning ""to honor God""",TIMOTHEA,Timothy,meaning,female,English
spelling,Variant,"""manifestation of God""",TIPHANIE,Tiffany,meaning,female,English
form,Anglicized,"""pleasantness""",TIRZAH,Tirtsah,meaning,female,Hebrew
form,Short,"""happiness""",TISHA,Latisha,meaning,female,English
form,Pet,"""happiness""",TITTY,Letitia,meaning,female,English
"pet form",English,"""invaluable""",TONI,Antonia,"possibly meaning",female,Latin
equivalent,English,"""invaluable""",TONYA,"Tonia, a short form of Latin Antonia","possibly meaning",female,Italian/Spanish
spelling,Variant,"""topsail""",TOPSEY,Topsy,meaning,female,English
spelling,Variant,"""topsail""",TOPSIE,Topsy,meaning,female,English
"short form",English,"""conqueror"" or ""victory""",TORI,Victoria,meaning,female,Latin
"short form",English,"""conqueror"" or ""victory""",TORIA,Victoria,meaning,female,Latin
"pet form",English,"""man""",TOTTIE,Charlotte,meaning,female,French
spelling,Variant,"""man""",TOTTY,Tottie,meaning,female,English
form,Short,"""place of Thracius""",TRACE,"unisex Tracy",meaning,female,English
"variant spelling",Feminine,"""place of Thracius""",TRACEE,"unisex Tracy",meaning,female,English
spelling,Variant,"""place of Thracius""",TRACEY,"unisex Tracy",meaning,female,English
"variant spelling",Feminine,"""place of Thracius""",TRACI,"unisex Tracy",meaning,female,English
"variant spelling",Feminine,"""place of Thracius""",TRACIE,"unisex Tracy",meaning,female,English
spelling,Variant,"""patrician, of noble descent""",TRECIA,Tricia,meaning,female,English
form,Variant,"""patrician, of noble descent""",TRESHA,Tricia,meaning,female,English
"short form",English,"""patrician, of noble descent""",TRICIA,Patricia,meaning,female,Latin
form,Short,"""pure""",TRINA,Catrina,meaning,female,English
form,Short,"""patrician, of noble descent""",TRISH,Trisha,meaning,female,English
spelling,Variant,"""patrician, of noble descent""",TRISHA,Tricia,meaning,female,English
"feminine form",English,"""riot, tumult""",TRISTA,"Tristan, probably",meaning,female,French
form,Short,"""voyager (through life)""",TRIX,Beatrix,meaning,female,English
form,Pet,"""voyager (through life)""",TRIXIE,Trix,meaning,female,English
spelling,Variant,"""spear strength""",TRUDI,Trudy,meaning,female,English
spelling,Variant,"""spear strength""",TRUDIE,Trudy,meaning,female,English
"pet form",English,"""spear strength""",TRUDY,Gertrude,meaning,female,German
form,Pet,"""wolf power""",ULA,Ulrica,meaning,female,English
form,Feminine,"""wolf power""",ULRICA,"English Ulric",meaning,female,Middle
form,Anglicized,"""famine, hunger""",UNA,"Gaelic Úna, probably",meaning,female,Irish
"variant spelling",English,"""good victory""",UNICE,Eunice,meaning,female,Latin
form,Feminine,"""of the city""",URBANA,Urban,meaning,female,English
spelling,Variant,"""of the city""",URBANNA,Urbana,meaning,female,English
form,Feminine,"""flame of God"" or ""light of the Lord""",URIELA,Uriel,meaning,female,English
spelling,Variant,"""flame of God"" or ""light of the Lord""",URIELLA,Uriela,meaning,female,English
"variant spelling",English,"""little she-bear""",URSELLA,Ursula,meaning,female,Latin
"short form",Unisex,"""healthy, strong""",VAL,"Valentine and Latin Valentina, both",meaning,female,English
"variant spelling",English,"""to be healthy, to be strong""",VALARIE,"Latin Valerie",meaning,female,Roman
"variant spelling",English,"""to be healthy, to be strong""",VALARY,"Latin Valerie",meaning,female,Roman
form,Feminine,"""healthy, strong""",VALENTINE,Valentin,meaning,female,French
form,English,"""to be healthy, to be strong""",VALERIE,Valérie,meaning,female,French
spelling,Variant,"""to be healthy, to be strong""",VALORIE,Valerie,meaning,female,English
form,Short,"""elf friend""",VENA,"English Alvena",meaning,female,Middle
"variant spelling",English,"""to fear, to respect""",VERINA,Verena,"possibly meaning",female,Swiss/German
form,Feminine,"""place of alder trees""",VERNA,Vernon,meaning,female,English
form,Latin,"""bringer of victory."" From an early date, it was influenced by the Church Latin phrase veraiconia, ""true image""",VERONICA,"Greek Berenike",meaning,female,Macedonian
form,Anglicized,"""present""",VERTHANDI,"Norse Verðandi",meaning,female,Old
form,Short,"""violet color"" and ""violet flower""",VI,Violet,meaning,female,English
"contracted form",English,"""alive; animated; lively""",VIANNE,Viviane,meaning,female,French
spelling,Variant,"""conqueror"" or ""victory""",VICKI,Vickie,meaning,female,English
"pet form",English,"""conqueror"" or ""victory""",VICKIE,Victoria,meaning,female,Latin
"pet form",English,"""conqueror"" or ""victory""",VICKY,Victoria,meaning,female,Latin
form,Short,"""beloved""",VINA,Davina,meaning,female,English
spelling,Variant,"""maiden, virgin""",VIRGEE,Virgie,meaning,female,English
"pet form",English,"""maiden, virgin""",VIRGIE,Virginia,meaning,female,Latin
form,Feminine,"""maiden, virgin""",VIRGINIA,"Latin Virginius",meaning,female,Roman
form,English,"""alive; animated; lively""",VIVIAN,Viviane,meaning,female,French
spelling,Variant,"""alive; animated; lively""",VIVIEN,Vivian,meaning,female,English
spelling,Variant,"""alive, animated, lively""",VIVYAN,Vivian,meaning,female,English
form,Pet,"""yew tree""",VONNIE,Evonne,meaning,female,English
form,Variant,"""friend""",WENDA,Wendy,meaning,female,English
spelling,Variant,"""friend""",WENDI,Wendy,meaning,female,English
"variant spelling",English,"""firstborn daughter""",WENONA,"American Dakota Winona",meaning,female,Native
spelling,Variant,"""firstborn daughter""",WENONAH,Wenona,meaning,female,English
form,Feminine,"""desires peace""",WILFREDA,"English Wilfred",meaning,female,Middle
form,Feminine,"""will-helmet""",WILLA,Will,meaning,female,English
form,Feminine,"""will-helmet""",WILMA,William,meaning,female,English
form,Short,"""holy reconciliation""",WIN,"Winfred and Winifred, both",meaning,female,English
form,Anglicized,"""holy reconciliation""",WINIFRED,Gwenfrewi,meaning,female,Welsh
form,Pet,"""holy reconciliation""",WINNIE,Winifred,meaning,female,English
form,Elaborated,"""holy reconciliation""",WYNNE,Win,meaning,female,English
"variant spelling",English,"""firstborn daughter""",WYNONNA,"American Dakota Winona",meaning,female,Native
spelling,Variant,"""winter""",WYNTER,Winter,meaning,female,English
form,Feminine,"""foreigner; stranger""",XENA,Xenon,meaning,female,Greek
form,Elaborated,"""forest-dweller""",XYLINA,Xylia,meaning,female,English
"pet form",Unisex,"""God is gracious""",YANNIC,Yann,meaning,female,Breton
spelling,Variant,"""God is gracious""",YANNICK,"unisex Yannic",meaning,female,Breton
"variant form",English,"""alive""",YIESHA,Aisha,meaning,female,Arabic
"variant form",English,"""alive""",YIESHAH,Aisha,meaning,female,Arabic
form,English,"""violet flower""",YOLANDA,Yolande,meaning,female,French
spelling,Variant,"""violet flower""",YOLONDA,Yolanda,meaning,female,English
