"id","name","derivation","form","kind","meaning","rating","original","sex","source"
"2413","Lauren","Unisex form of English Laurence, meaning "of Laurentum"","form","Unisex",""of Laurentum"","Laurence","meaning","male","English"
"2414","Laurena","Variant spelling of English Lorena, meaning "of Laurentum"","spelling","Variant",""of Laurentum"","Lorena","meaning","female","English"
"2415","Laurence","English form of French Laurent, meaning "of Laurentum"","form","English",""of Laurentum"","Laurent","meaning","male","French"
"2416","Laurencia","Feminine form of English Laurence, meaning "of Laurentum"","form","Feminine",""of Laurentum"","Laurence","meaning","female","English"
"2417","Laurene","Variant spelling of English Lauren, meaning "of Laurentum"","spelling","Variant",""of Laurentum"","Lauren","meaning","female","English"
"2419","Laurie","Unisex pet form of English Lauren and Laurence, both, meaning "of Laurentum"","pet form","Unisex",""of Laurentum"","Lauren and Laurence, both","meaning","male","English"
"2418","Laurie","Unisex pet form of English Lauren and Laurence, both, meaning "of Laurentum"","pet form","Unisex",""of Laurentum"","Lauren and Laurence, both","meaning","female","English"
"2420","Laurinda","English elaborated form of Latin Laura, meaning "laurel"","elaborated form","English",""laurel"","Laura","meaning","female","Latin"
"2421","Laurine","English pet form of Latin Laura, meaning "laurel"","pet form","English",""laurel"","Laura","meaning","female","Latin"
"2422","Laurissa","English pet form of Latin Laura, meaning "laurel"","pet form","English",""laurel"","Laura","meaning","female","Latin"
"2423","Lauryn","Variant spelling of English Lauren, meaning "of Laurentum"","spelling","Variant",""of Laurentum"","Lauren","meaning","female","English"
"2425","Lavern","Variant spelling of English Laverne, meaning "the alder (tree)"","spelling","Variant",""the alder (tree)"","Laverne","meaning","male","English"
"2424","Lavern","Variant spelling of English Laverne, possibly meaning "spring-like; to be verdant"","spelling","Variant",""spring-like; to be verdant"","Laverne","possibly meaning","female","English"
"2426","Laverne","English form of Roman Latin Laverna, possibly meaning "spring-like; to be verdant"","form","English",""spring-like; to be verdant"","Latin Laverna","possibly meaning","female","Roman"
"2427","Lavone","Variant spelling of English Lavonne, meaning "yew tree"","spelling","Variant",""yew tree"","Lavonne","meaning","female","English"
"2428","Lavonne","Modern English elaborated form of French Yvonne, meaning "yew tree"","elaborated form","Modern English",""yew tree"","Yvonne","meaning","female","French"
"2429","Law","Middle English short form of English Lawrence, meaning "of Laurentum"","short form","Middle English",""of Laurentum"","Lawrence","meaning","male","English"
"2430","Lawanda","Modern English elaborated form of German Wanda, meaning "a Wend; a wanderer"","elaborated form","Modern English",""a Wend; a wanderer"","Wanda","meaning","female","German"
"2431","Lawrence","Variant spelling of English Laurence, meaning "of Laurentum"","spelling","Variant",""of Laurentum"","Laurence","meaning","male","English"
"2432","Lawrie","Pet form of English Lawrence, meaning "of Laurentum"","form","Pet",""of Laurentum"","Lawrence","meaning","male","English"
"2433","Layne","Variant spelling of English Lane, meaning "lives by the lane"","spelling","Variant",""lives by the lane"","Lane","meaning","male","English"
"2434","Layton","Variant spelling of English unisex Leighton, meaning "leek garden"","spelling","Variant",""leek garden"","unisex Leighton","meaning","female","English"
"2435","Layton","Variant spelling of English unisex Leighton, meaning "leek garden"","spelling","Variant",""leek garden"","unisex Leighton","meaning","male","English"
"2436","Laz","Pet form of English Larry, meaning "of Laurentum"","form","Pet",""of Laurentum"","Larry","meaning","male","English"
"2437","Lea","Old English name, meaning "meadow"","name","Old English",""meadow"","-","meaning","female","-"
"2438","Leah","Variant spelling of Old English Lea, meaning "meadow"","spelling","Variant",""meadow"","English Lea","meaning","female","Old"
"2439","Leanora","Short form of Latin Eleanora, meaning "foreign; the other"","form","Short",""foreign; the other"","Eleanora","meaning","female","Latin"
"2440","Leda","Greek name, meaning "woman"","name","Greek",""woman"","-","meaning","female","-"
"2441","Leeroy","Variant spelling of English Leroy, meaning "the king"","spelling","Variant",""the king"","Leroy","meaning","male","English"
"2442","Leesa","Variant spelling of English Lisa, meaning "God is my oath"","spelling","Variant",""God is my oath"","Lisa","meaning","female","English"
"2443","Lehi","Anglicized form of Hebrew Lechiy, meaning "cheek" or "jaw"","form","Anglicized",""cheek" or "jaw"","Lechiy","meaning","male","Hebrew"
"2444","Leia","English variant spelling of Hebrew Leah, meaning "weary"","variant spelling","English",""weary"","Leah","meaning","female","Hebrew"
"2446","Leigh","Variant spelling of English unisex Lee, meaning "meadow"","spelling","Variant",""meadow"","unisex Lee","meaning","male","English"
"2445","Leigh","Variant spelling of English unisex Lee, meaning "meadow"","spelling","Variant",""meadow"","unisex Lee","meaning","female","English"
"2447","Lem","Short form of English Lemuel, meaning "by God" or "for God"","form","Short",""by God" or "for God"","Lemuel","meaning","male","English"
"2448","Lemuel","Anglicized form of Hebrew Lemuwel, meaning "by God" or "for God"","form","Anglicized",""by God" or "for God"","Lemuwel","meaning","male","Hebrew"
"2449","Len","Short form of English Leonard, meaning "lion-strong"","form","Short",""lion-strong"","Leonard","meaning","male","English"
"2450","Lena","Pet form of English Eleanor, meaning "foreign; the other"","form","Pet",""foreign; the other"","Eleanor","meaning","female","English"
"2451","Lenard","Variant spelling of English Leonard, meaning "lion-strong"","spelling","Variant",""lion-strong"","Leonard","meaning","male","English"
"2452","Lennard","Variant spelling of English Leonard, meaning "lion-strong"","spelling","Variant",""lion-strong"","Leonard","meaning","male","English"
"2453","Lennie","Pet form of English Leonard, meaning "lion-strong"","form","Pet",""lion-strong"","Leonard","meaning","male","English"
"2454","Lenny","Pet form of English Leonard, meaning "lion-strong"","form","Pet",""lion-strong"","Leonard","meaning","male","English"
"2455","Lenora","Pet form of Latin Eleanora, meaning "foreign; the other"","form","Pet",""foreign; the other"","Eleanora","meaning","female","Latin"
"2456","Lenore","Variant spelling of Latin Lenora, meaning "foreign; the other"","spelling","Variant",""foreign; the other"","Lenora","meaning","female","Latin"
"2457","Leo","Short form of English Leonard, meaning "lion-strong"","form","Short",""lion-strong"","Leonard","meaning","male","English"
"2458","Leola","English feminine form of Latin Leo, meaning "lion"","feminine form","English",""lion"","Leo","meaning","female","Latin"
"2459","Leolin","English variant form of Welsh Llywelyn, meaning "oath of Belenus"","variant form","English",""oath of Belenus"","Llywelyn","meaning","male","Welsh"
"2460","Leona","Feminine form of Latin Leo, meaning "lion"","form","Feminine",""lion"","Leo","meaning","female","Latin"
"2461","Leonard","English form of French LÃ©onard, meaning "lion-strong"","form","English",""lion-strong"","LÃ©onard","meaning","male","French"
"2462","Leone","English variant spelling of Latin Leona, meaning "lion"","variant spelling","English",""lion"","Leona","meaning","female","Latin"
"2463","Leonora","Short form of Italian Eleanora, meaning "foreign; the other"","form","Short",""foreign; the other"","Eleanora","meaning","female","Italian"
"2464","Leonore","Short form of German Eleonore, meaning "foreign; the other"","form","Short",""foreign; the other"","Eleonore","meaning","female","German"
"2465","Leontyne","English form of French LÃ©ontine, meaning "lion-like"","form","English",""lion-like"","LÃ©ontine","meaning","female","French"
"2466","Leopold","English form of French LÃ©opold, meaning "people-bold"","form","English",""people-bold"","LÃ©opold","meaning","male","French"
"2467","Leroi","English variant spelling of French Leroy, meaning "the king"","variant spelling","English",""the king"","Leroy","meaning","male","French"
"2468","Les","Short form of English unisex Lesley, meaning "garden of hollies"","form","Short",""garden of hollies"","unisex Lesley","meaning","female","English"
"2469","Les","Short form of English unisex Lesley, meaning "garden of hollies"","form","Short",""garden of hollies"","unisex Lesley","meaning","male","English"
"2470","Lesia","Elaborated form of English Lisa, meaning "God is my oath"","form","Elaborated",""God is my oath"","Lisa","meaning","female","English"
"2471","Lesleigh","Feminine form of English unisex Lesley, meaning "garden of hollies"","form","Feminine",""garden of hollies"","unisex Lesley","meaning","female","English"
"2472","Lesley","Anglicized form of Scottish unisex Leslie, meaning "garden of hollies"","form","Anglicized",""garden of hollies"","unisex Leslie","meaning","female","Scottish"
"2473","Lesley","Anglicized form of Scottish unisex Leslie, meaning "garden of hollies"","form","Anglicized",""garden of hollies"","unisex Leslie","meaning","male","Scottish"
"2474","Lesly","Variant spelling of English unisex Lesley, meaning "garden of hollies"","spelling","Variant",""garden of hollies"","unisex Lesley","meaning","female","English"
"2475","Lesly","Variant spelling of English unisex Lesley, meaning "garden of hollies"","spelling","Variant",""garden of hollies"","unisex Lesley","meaning","male","English"
"2476","Lessie","Feminine pet form of Scottish unisex Leslie, meaning "garden of hollies"","pet form","Feminine",""garden of hollies"","unisex Leslie","meaning","female","Scottish"
"2477","Letha","Short form of English Aletha, meaning "truth"","form","Short",""truth"","Aletha","meaning","female","English"
"2478","Letitia","English form of Latin LÃ¦titia, meaning "happiness"","form","English",""happiness"","LÃ¦titia","meaning","female","Latin"
"2479","Lettice","Middle English form of Latin LÃ¦titia, meaning "happiness"","form","Middle English",""happiness"","LÃ¦titia","meaning","female","Latin"
"2480","Lettie","Pet form of Middle English Lettice, meaning "happiness"","form","Pet",""happiness"","English Lettice","meaning","female","Middle"
"2481","Letty","Variant spelling of English Lettie, meaning "happiness"","spelling","Variant",""happiness"","Lettie","meaning","female","English"
"2482","Lev","English short form of English Levi, meaning "adhesion, joined to" or "crown, garland"","short form","English",""adhesion, joined to" or "crown, garland"","Levi","meaning","male","English"
"2483","Lew","Short form of English Lewis, meaning "famous warrior"","form","Short",""famous warrior"","Lewis","meaning","male","English"
"2484","Lewella","Variant spelling of English Louella, meaning "famous warrior"","spelling","Variant",""famous warrior"","Louella","meaning","female","English"
"2485","Lewis","English form of French Louis, meaning "famous warrior"","form","English",""famous warrior"","Louis","meaning","male","French"
"2486","Lex","Short form of English unisex Alex, meaning "defender of mankind"","form","Short",""defender of mankind"","unisex Alex","meaning","female","English"
"2487","Lex","Short form of English unisex Alex, meaning "defender of mankind"","form","Short",""defender of mankind"","unisex Alex","meaning","male","English"
"2488","Lexa","English pet form of Latin Alexandra, meaning "defender of mankind"","pet form","English",""defender of mankind"","Alexandra","meaning","female","Latin"
"2489","Lexi","Variant spelling of English Lexy, meaning "defender of mankind"","spelling","Variant",""defender of mankind"","Lexy","meaning","female","English"
"2490","Lexia","English short form of Latin Alexia, meaning "defender"","short form","English",""defender"","Alexia","meaning","female","Latin"
"2491","Lexie","Variant spelling of English Lexy, meaning "defender of mankind"","spelling","Variant",""defender of mankind"","Lexy","meaning","female","English"
"2492","Lexine","Elaborated form of English Lexy, meaning "defender of mankind"","form","Elaborated",""defender of mankind"","Lexy","meaning","female","English"
"2493","Lexus","Short form of Latin unisex Alexus, meaning "defender"","form","Short",""defender"","unisex Alexus","meaning","female","Latin"
"2494","Lexy","English pet form of Latin Alexandra, meaning "defender of mankind"","pet form","English",""defender of mankind"","Alexandra","meaning","female","Latin"
"2495","Leyton","Variant spelling of English Layton, meaning "leek garden"","spelling","Variant",""leek garden"","Layton","meaning","male","English"
"2496","Liana","Short form of Latin Eliana, meaning "sun"","form","Short",""sun"","Eliana","meaning","female","Latin"
"2497","Liane","Short form of French Ãliane, meaning "sun"","form","Short",""sun"","Ãliane","meaning","female","French"
"2498","Libbie","Variant spelling of English Libby, meaning "God is my oath"","spelling","Variant",""God is my oath"","Libby","meaning","female","English"
"2499","Libby","Pet form of English Elizabeth, meaning "God is my oath"","form","Pet",""God is my oath"","Elizabeth","meaning","female","English"
"2500","Liddy","English pet form of Greek Lydia, meaning "of Lydia"","pet form","English",""of Lydia"","Lydia","meaning","female","Greek"
"2501","Lili","Variant spelling of English Lily, meaning "lily"","spelling","Variant",""lily"","Lily","meaning","female","English"
"2502","Lilianne","Elaborated form of English Lilian, meaning "lily"","form","Elaborated",""lily"","Lilian","meaning","female","English"
"2503","Lilias","Scottish form of Latin Liliana, meaning "lily"","form","Scottish",""lily"","Liliana","meaning","female","Latin"
"2504","Lilita","Pet form of English Lily, meaning "lily"","form","Pet",""lily"","Lily","meaning","female","English"
"2505","Lilith","Hebrew form of Sumerian Lilitu, meaning "of the night." In mythology, this is the name of a Mesopotamian storm demon associated with the wind and thought to bear disease and death. In ancient Semitic folklore, it is the name of a night demon. The oldest story considers Lilith to be Adam's first wife. In the bible, this is simply a word for a "screech owl"","form","Hebrew",""of the night." In mythology, this is the name of a Mesopotamian storm demon associated with the wind and thought to bear disease and death. In ancient Semitic folklore, it is the name of a night demon. The oldest story considers Lilith to be Adam's first wife. In the bible, this is simply a word for a "screech owl"","Lilitu","meaning","female","Sumerian"
"2506","Lilli","Variant spelling of English Lily, meaning "lily"","spelling","Variant",""lily"","Lily","meaning","female","English"
"2507","Lillia","Short form of English Lillian, meaning "lily"","form","Short",""lily"","Lillian","meaning","female","English"
"2508","Lillian","Variant spelling of English Lilian, meaning "lily"","spelling","Variant",""lily"","Lilian","meaning","female","English"
"2509","Lillie","Variant spelling of English Lily, meaning "lily"","spelling","Variant",""lily"","Lily","meaning","female","English"
"2510","Lilly","Variant spelling of English Lily, meaning "lily"","spelling","Variant",""lily"","Lily","meaning","female","English"
"2511","Linden","Variant spelling of English Lyndon, meaning "lime tree hill." Or from the vocabulary word, linden, meaning "lime tree"","spelling","Variant",""lime tree hill." Or from the vocabulary word, linden, meaning "lime tree"","Lyndon","meaning","male","English"
"2512","Lindon","Variant spelling of English Lyndon, meaning "lime tree hill"","spelling","Variant",""lime tree hill"","Lyndon","meaning","male","English"
"2514","Lindsey","Variant spelling of English unisex Lindsay, meaning "Lincoln's wetlands"","spelling","Variant",""Lincoln's wetlands"","unisex Lindsay","meaning","male","English"
"2513","Lindsey","Variant spelling of English unisex Lindsay, meaning "Lincoln's wetlands"","spelling","Variant",""Lincoln's wetlands"","unisex Lindsay","meaning","female","English"
"2515","Lindsie","Variant spelling of English unisex Lindsay, meaning "Lincoln's wetlands"","spelling","Variant",""Lincoln's wetlands"","unisex Lindsay","meaning","female","English"
"2516","Lindy","Pet form of English Linda, meaning "serpent"","form","Pet",""serpent"","Linda","meaning","female","English"
"2517","Linette","Variant spelling of English Lynette, meaning "little lake"","spelling","Variant",""little lake"","Lynette","meaning","female","English"
"2518","Linn","English short form of Latin Linnaea, meaning "twin flower"","short form","English",""twin flower"","Linnaea","meaning","female","Latin"
"2519","Linnet","Variant spelling of English Linette, meaning "little lake"","spelling","Variant",""little lake"","Linette","meaning","female","English"
"2520","Linnette","Variant spelling of English Linette, meaning "little lake"","spelling","Variant",""little lake"","Linette","meaning","female","English"
"2521","Linnie","Pet form of English Linda, meaning "serpent"","form","Pet",""serpent"","Linda","meaning","female","English"
"2522","Linsay","Variant spelling of English Linsey, meaning "Lincoln's wetlands"","spelling","Variant",""Lincoln's wetlands"","Linsey","meaning","female","English"
"2523","Linsey","Feminine form of English unisex Lindsay, meaning "Lincoln's wetlands"","form","Feminine",""Lincoln's wetlands"","unisex Lindsay","meaning","female","English"
"2524","Linsy","Variant spelling of English Linsey, meaning "Lincoln's wetlands"","spelling","Variant",""Lincoln's wetlands"","Linsey","meaning","female","English"
"2525","Linus","Latin form of Greek Linos, meaning either "a cry of grief" or "flax, linen"","form","Latin",""a cry of grief" or "flax, linen"","Linos","meaning either","male","Greek"
"2526","Linzi","Variant spelling of English Linsey, meaning "Lincoln's wetlands"","spelling","Variant",""Lincoln's wetlands"","Linsey","meaning","female","English"
"2527","Lis","Short form of English Elisabeth, meaning "God is my oath"","form","Short",""God is my oath"","Elisabeth","meaning","female","English"
"2528","Lisa","Variant spelling of English Liza, meaning "God is my oath"","spelling","Variant",""God is my oath"","Liza","meaning","female","English"
"2529","Lisbeth","Contracted form of English Elisabeth, meaning "God is my oath"","form","Contracted",""God is my oath"","Elisabeth","meaning","female","English"
"2530","Lissa","English short form of Greek Melissa, meaning "honey-sap"","short form","English",""honey-sap"","Melissa","meaning","female","Greek"
"2531","Livia","Short form of English Olivia, probably, meaning "elf army"","form","Short",""elf army"","Olivia, probably","meaning","female","English"
"2532","Livvy","Pet form of English Olivia, probably, meaning "elf army"","form","Pet",""elf army"","Olivia, probably","meaning","female","English"
"2533","Livy","English form of Roman Latin Livius, possibly meaning "bluish"","form","English",""bluish"","Latin Livius","possibly meaning","male","Roman"
"2534","Liz","Short form of English Elizabeth, meaning "God is my oath"","form","Short",""God is my oath"","Elizabeth","meaning","female","English"
"2535","Liza","Short form of English Elizabeth, meaning "God is my oath"","form","Short",""God is my oath"","Elizabeth","meaning","female","English"
"2536","Lizbeth","Short form of English Elizabeth, meaning "God is my oath"","form","Short",""God is my oath"","Elizabeth","meaning","female","English"
"2537","Lizette","English form of French Lisette, meaning "God is my oath"","form","English",""God is my oath"","Lisette","meaning","female","French"
"2538","Lizzie","Pet form of English Elizabeth, meaning "God is my oath"","form","Pet",""God is my oath"","Elizabeth","meaning","female","English"
"2539","Lizzy","Variant spelling of English Lizzie, meaning "God is my oath"","spelling","Variant",""God is my oath"","Lizzie","meaning","female","English"
"2540","Lola","Pet form of Spanish Dolores, meaning "sorrows"","form","Pet",""sorrows"","Dolores","meaning","female","Spanish"
"2541","Lon","English short form of Spanish Alonso, meaning "noble and ready"","short form","English",""noble and ready"","Alonso","meaning","male","Spanish"
"2542","Lonnie","Pet form of English Alonzo, meaning "noble and ready"","form","Pet",""noble and ready"","Alonzo","meaning","male","English"
"2543","Lonny","Variant spelling of English Lonnie, meaning "noble and ready"","spelling","Variant",""noble and ready"","Lonnie","meaning","male","English"
"2544","Lora","Latin name, meaning "sorrowful"","name","Latin",""sorrowful"","-","meaning","female","-"
"2545","Loraine","English variant spelling of French Lorraine, meaning "land of the people of Lothar"","variant spelling","English",""land of the people of Lothar"","Lorraine","meaning","female","French"
"2546","Lorainne","English variant spelling of French Lorraine, meaning "land of the people of Lothar"","variant spelling","English",""land of the people of Lothar"","Lorraine","meaning","female","French"
"2547","Lorayne","English variant spelling of French Lorraine, meaning "land of the people of Lothar"","variant spelling","English",""land of the people of Lothar"","Lorraine","meaning","female","French"
"2548","Lorelle","Variant spelling of English Laurel, meaning "laurel"","spelling","Variant",""laurel"","Laurel","meaning","female","English"
"2550","Loren","Variant spelling of English unisex Lauren, meaning "of Laurentum"","spelling","Variant",""of Laurentum"","unisex Lauren","meaning","male","English"
"2549","Loren","Variant spelling of English unisex Lauren, meaning "of Laurentum"","spelling","Variant",""of Laurentum"","unisex Lauren","meaning","female","English"
"2551","Lorena","Elaborated form of English Loren, meaning "of Laurentum"","form","Elaborated",""of Laurentum"","Loren","meaning","female","English"
"2552","Lorene","Variant spelling of English Loreen, meaning "little laurel tree"","spelling","Variant",""little laurel tree"","Loreen","meaning","female","English"
"2553","Loretta","English form of Italian Lauretta, meaning "little laurel tree"","form","English",""little laurel tree"","Lauretta","meaning","female","Italian"
"2554","Lorette","English form of French Laurette, meaning "little laurel tree"","form","English",""little laurel tree"","Laurette","meaning","female","French"
"2555","Lori","Variant spelling of English Lorri, meaning "land of the people of Lothar"","spelling","Variant",""land of the people of Lothar"","Lorri","meaning","female","English"
"2556","Lorie","Variant spelling of English Lorrie, meaning "land of the people of Lothar"","spelling","Variant",""land of the people of Lothar"","Lorrie","meaning","female","English"
"2557","Lorin","Variant spelling of English unisex Loren, meaning "of Laurentum"","spelling","Variant",""of Laurentum"","unisex Loren","meaning","female","English"
"2558","Lorin","Variant spelling of English unisex Loren, meaning "of Laurentum"","spelling","Variant",""of Laurentum"","unisex Loren","meaning","male","English"
"2559","Lorina","Diminutive form of Latin Lora ("sorrowful"), meaning "little sorrowful one"","form","Diminutive",""little sorrowful one"","Lora ("sorrowful")","meaning","female","Latin"
"2560","Lorri","English pet form of French Lorraine, meaning "land of the people of Lothar"","pet form","English",""land of the people of Lothar"","Lorraine","meaning","female","French"
"2561","Lorrie","Variant spelling of English Lorri, meaning "land of the people of Lothar"","spelling","Variant",""land of the people of Lothar"","Lorri","meaning","female","English"
"2562","Lorrin","Variant spelling of English Lorin, meaning "of Laurentum"","spelling","Variant",""of Laurentum"","Lorin","meaning","male","English"
"2563","Lottie","Pet form of French Charlotte, meaning "man"","form","Pet",""man"","Charlotte","meaning","female","French"
"2564","Louella","Feminine pet form of English unisex Lou, meaning "famous warrior"","pet form","Feminine",""famous warrior"","unisex Lou","meaning","female","English"
"2565","Louie","Pet form of French Louis, meaning "famous warrior"","form","Pet",""famous warrior"","Louis","meaning","male","French"
"2566","Louis","Middle French form of Old French Loois, meaning "famous warrior"","form","Middle French",""famous warrior"","French Loois","meaning","male","Old"
"2567","Louisa","Latin form of French Louise, meaning "famous warrior"","form","Latin",""famous warrior"","Louise","meaning","female","French"
"2568","Louise","Feminine form of French Louis, meaning "famous warrior"","form","Feminine",""famous warrior"","Louis","meaning","female","French"
"2569","Louiza","English variant spelling of Latin Louisa, meaning "famous warrior"","variant spelling","English",""famous warrior"","Louisa","meaning","female","Latin"
"2570","Lovel","Variant spelling of English Lovell, meaning "little wolf"","spelling","Variant",""little wolf"","Lovell","meaning","male","English"
"2571","Loyd","Variant spelling of Welsh Lloyd, meaning "gray-haired"","spelling","Variant",""gray-haired"","Lloyd","meaning","male","Welsh"
"2572","Luanne","Variant spelling of English Louanna, meaning "famous warrior" and "favor; grace"","spelling","Variant",""famous warrior" and "favor; grace"","Louanna","meaning","female","English"
"2573","Lucas","Contracted form of Latin Lucanus, meaning "from Lucania," a region of southern Italy. Lucania probably comes from the word lux, meaning "light"","form","Contracted",""from Lucania," a region of southern Italy. Lucania probably comes from the word lux, meaning "light"","Lucanus","meaning","male","Latin"
"2574","Lucile","English variant spelling of French Lucille, meaning "little light"","variant spelling","English",""little light"","Lucille","meaning","female","French"
"2575","Lucille","French form of Roman Latin Lucilla, meaning "little light"","form","French",""little light"","Latin Lucilla","meaning","female","Roman"
"2576","Lucky","Pet form of English Luke, meaning "from Lucania." In some cases it may come directly from the vocabulary word, meaning simply "lucky"","form","Pet",""from Lucania." In some cases it may come directly from the vocabulary word, meaning simply "lucky"","Luke","meaning","male","English"
"2577","Lucy","English form of French Lucie, meaning "light"","form","English",""light"","Lucie","meaning","female","French"
"2578","Luella","Variant spelling of English Louella, meaning "famous warrior"","spelling","Variant",""famous warrior"","Louella","meaning","female","English"
"2579","Luke","Anglicized form of Greek Loukas (Latin Lucas), meaning "from Lucania," a region of southern Italy. Lucania probably comes from the word lux, meaning "light"","form","Anglicized",""from Lucania," a region of southern Italy. Lucania probably comes from the word lux, meaning "light"","Loukas (Latin Lucas)","meaning","male","Greek"
"2580","Lunet","Middle English form of French Lunete, meaning "idol, image"","form","Middle English",""idol, image"","Lunete","meaning","female","French"
"2581","Luvinia","English variant spelling of Latin Lavinia, possibly meaning "purity"","variant spelling","English",""purity"","Lavinia","possibly meaning","female","Latin"
"2582","Lyda","English contracted form of Greek Lydia, meaning "of Lydia"","contracted form","English",""of Lydia"","Lydia","meaning","female","Greek"
"2583","Lydia","Greek name, meaning "of Lydia"","name","Greek",""of Lydia"","-","meaning","female","-"
"2584","Lynda","Variant spelling of English Linda, meaning "serpent"","spelling","Variant",""serpent"","Linda","meaning","female","English"
"2585","Lyndi","Pet form of English Lynda, meaning "serpent"","form","Pet",""serpent"","Lynda","meaning","female","English"
"2586","Lyndsay","Feminine form of English unisex Lindsay, meaning "Lincoln's wetlands"","form","Feminine",""Lincoln's wetlands"","unisex Lindsay","meaning","female","English"
"2587","Lyndsea","Feminine form of English unisex Lindsay, meaning "Lincoln's wetlands"","form","Feminine",""Lincoln's wetlands"","unisex Lindsay","meaning","female","English"
"2588","Lyndsey","Feminine form of English unisex Lindsay, meaning "Lincoln's wetlands"","form","Feminine",""Lincoln's wetlands"","unisex Lindsay","meaning","female","English"
"2589","Lynet","Variant spelling of English Lynette, meaning "little lake"","spelling","Variant",""little lake"","Lynette","meaning","female","English"
"2590","Lynette","English diminutive form of Welsh Lyn ("lake"), meaning "little lake"","diminutive form","English",""little lake"","Lyn ("lake")","meaning","female","Welsh"
"2591","Lynna","English elaborated form of Welsh Lynn, meaning "lake"","elaborated form","English",""lake"","Lynn","meaning","female","Welsh"
"2592","Lynne","Variant spelling of Welsh Lynn, meaning "lake"","spelling","Variant",""lake"","Lynn","meaning","female","Welsh"
"2593","Lynnette","Variant spelling of English Lynette, meaning "little lake"","spelling","Variant",""little lake"","Lynette","meaning","female","English"
"2594","Lynsay","Feminine form of English unisex Lindsay, meaning "Lincoln's wetlands"","form","Feminine",""Lincoln's wetlands"","unisex Lindsay","meaning","female","English"
"2595","Lynsey","Feminine form of English unisex Lindsay, meaning "Lincoln's wetlands"","form","Feminine",""Lincoln's wetlands"","unisex Lindsay","meaning","female","English"
"2596","Lynton","Variant spelling of English Linton, meaning "cotton/flax settlement"","spelling","Variant",""cotton/flax settlement"","Linton","meaning","male","English"
"2597","Lys","Short form of English Lysandra, meaning "freer; liberator"","form","Short",""freer; liberator"","Lysandra","meaning","female","English"
"2598","Lysander","Latin form of Greek Lysandros, meaning "freer; liberator"","form","Latin",""freer; liberator"","Lysandros","meaning","male","Greek"
"2599","Lysandra","Feminine form of English Lysander, meaning "freer; liberator"","form","Feminine",""freer; liberator"","Lysander","meaning","female","English"
"2600","Lysette","English form of French Lisette, meaning "God is my oath"","form","English",""God is my oath"","Lisette","meaning","female","French"
"2601","Lyssa","Short form of English Alyssa, meaning either "noble sort" or "alyssum flower"","form","Short",""noble sort" or "alyssum flower"","Alyssa","meaning either","female","English"
"2602","Maachah","Anglicized form of Hebrew unisex Maakah, meaning "to press, to squeeze," i.e. "oppression"","form","Anglicized",""to press, to squeeze," i.e. "oppression"","unisex Maakah","meaning","female","Hebrew"
"2603","Maachah","Anglicized form of Hebrew unisex Maakah, meaning "to press, to squeeze," i.e. "oppression"","form","Anglicized",""to press, to squeeze," i.e. "oppression"","unisex Maakah","meaning","male","Hebrew"
"2604","Mabel","Medieval short form of English Amabel, meaning "lovable"","short form","Medieval",""lovable"","Amabel","meaning","female","English"
"2605","Mabella","Pet form of English Mabel, meaning "lovable"","form","Pet",""lovable"","Mabel","meaning","female","English"
"2606","Mable","Variant spelling of English Mabel, meaning "lovable"","spelling","Variant",""lovable"","Mabel","meaning","female","English"
"2608","Macie","Variant spelling of English unisex Macey, meaning "gift of God"","spelling","Variant",""gift of God"","unisex Macey","meaning","male","English"
"2607","Macie","Variant spelling of English unisex Macey, meaning "gift of God"","spelling","Variant",""gift of God"","unisex Macey","meaning","female","English"
"2610","Macy","Variant spelling of English unisex Macey, meaning "gift of God"","spelling","Variant",""gift of God"","unisex Macey","meaning","male","English"
"2609","Macy","Variant spelling of English unisex Macey, meaning "gift of God"","spelling","Variant",""gift of God"","unisex Macey","meaning","female","English"
"2611","Madai","Anglicized form of Hebrew Maday, meaning "middle" or "middle land"","form","Anglicized",""middle" or "middle land"","Maday","meaning","male","Hebrew"
"2612","Madalyn","English variant spelling of French Madeline, meaning "of Magdala"","variant spelling","English",""of Magdala"","Madeline","meaning","female","French"
"2613","Maddie","Pet form of French Madeline, meaning "of Magdala"","form","Pet",""of Magdala"","Madeline","meaning","female","French"
"2614","Maddison","Variant spelling of English unisex Madison, meaning "son of Madde"","spelling","Variant",""son of Madde"","unisex Madison","meaning","female","English"
"2615","Maddison","Variant spelling of English unisex Madison, meaning "son of Madde"","spelling","Variant",""son of Madde"","unisex Madison","meaning","male","English"
"2616","Madeline","Variant spelling of French Madeleine, meaning "of Magdala"","spelling","Variant",""of Magdala"","Madeleine","meaning","female","French"
"2617","Madelyn","English variant spelling of French Madeline, meaning "of Magdala"","variant spelling","English",""of Magdala"","Madeline","meaning","female","French"
"2618","Madge","Pet form of English Margaret, meaning "pearl"","form","Pet",""pearl"","Margaret","meaning","female","English"
"2619","Madisyn","Feminine variant spelling of English unisex Madison, meaning "son of Madde"","variant spelling","Feminine",""son of Madde"","unisex Madison","meaning","female","English"
"2620","Madlyn","Contracted form of English Madelyn, meaning "of Magdala"","form","Contracted",""of Magdala"","Madelyn","meaning","female","English"
"2621","Madoline","English variant spelling of French Madeline, meaning "of Magdala"","variant spelling","English",""of Magdala"","Madeline","meaning","female","French"
