Symbol|Security Name|Market Category|Test Issue|Financial Status|Round Lot Size
EMFN|iShares MSCI Emerging Markets Financials Sector Index Fund|G|N|N|100
EMIF|iShares S&P Emerging Markets Infrastructure Index Fund|G|N|N|100
EMITF|Elbit Imaging Ltd. - Ordinary Shares|Q|N|N|100
EMKR|EMCORE Corporation - Common Stock|G|N|N|100
EML|Eastern Company (The) - Common Stock|G|N|N|100
EMMS|Emmis Communications Corporation - Class A Common Stock|Q|N|D|100
EMMSP|Emmis Communications Corporation - 6.25% Series A Cumulative Convertible Preferred Stock|Q|N|N|100
EMMT|iShares MSCI Emerging Markets Materials Sector Index Fund|G|N|N|100
ENDP|Endo Pharmaceuticals Holdings Inc. - Common Stock|Q|N|N|100
ENER|Energy Conversion Devices, Inc. - Common Stock|Q|N|N|100
ENG|ENGlobal Corporation - Common Stock|G|N|N|100
ENMD|EntreMed, Inc. - Common Stock|S|N|D|100
ENOC|EnerNOC, Inc. - Common Stock|Q|N|N|100
ENSG|The Ensign Group, Inc. - Common Stock|Q|N|N|100
ENTG|Entegris, Inc. - Common Stock|Q|N|N|100
ENTR|Entropic Communications, Inc. - Common Stock|Q|N|N|100
ENZN|Enzon Pharmaceuticals, Inc. - Common Stock|Q|N|N|100
EONC|eOn Communications Corporation - Common Stock|S|N|N|100
EOSPN|EOS Preferred Corporation - Series D Non-Cumulative Exchangeable Preferred Stock|G|N|N|100
EPAX|Ambassadors Group, Inc. - Common Stock|Q|N|N|100
EPAY|Bottomline Technologies, Inc. - Common Stock|Q|N|N|100
EPHC|Epoch Holding Corporation - Common Stock|Q|N|N|100
EPIQ|EPIQ Systems, Inc. - Common Stock|Q|N|N|100
EPOC|Epocrates, Inc. - Common Stock|Q|N|D|100
EQIX|Equinix, Inc. - Common Stock|Q|N|N|100
ERIC|LM Ericsson Telephone Company - ADS each representing 1 underlying Class B share|Q|N|N|100
ERIE|Erie Indemnity Company - Class A Common Stock|Q|N|N|100
ERII|Energy Recovery, Inc. - Common Stock|Q|N|N|100
EROC|Eagle Rock Energy Partners, L.P. - Common Units Representing Limited Partner Interests|Q|N|N|100
EROCW|Eagle Rock Energy Partners, L.P. - Warrants 05/15/2012|Q|N|N|100
ERT|eResearch Technology Inc. - Common Stock|Q|N|N|100
ESBF|ESB Financial Corporation - Common Stock|Q|N|N|100
ESBK|The Elmira Savings Bank, FSB - Common Stock|S|N|N|100
ESCA|Escalade, Incorporated - Common Stock|G|N|N|100
ESEA|Euroseas Ltd. - Common Stock|Q|N|N|100
ESGR|Enstar Group Limited - Ordinary Shares|Q|N|N|100
ESIC|EasyLink Services International Corporation - Class A Common Stock|S|N|N|100
ESIO|Electro Scientific Industries, Inc. - Common Stock|Q|N|N|100
ESLT|Elbit Systems Ltd. - Ordinary Shares|Q|N|N|100
ESMC|Escalon Medical Corp. - Common Stock|S|N|N|100
ESRX|Express Scripts, Inc. - Class A Common Stock|Q|N|N|100
ESSA|ESSA Bancorp, Inc. - common stock|Q|N|N|100
ESSX|Essex Rental Corporation - Common Stock|S|N|N|100
ESYS|Elecsys Corporation - Common Stock|S|N|N|100
ETFC|E*TRADE Financial Corporation - Common Stock|Q|N|N|100
ETRM|EnteroMedics Inc. - Common Stock|S|N|N|100
EUFN|iShares MSCI Europe Financials Sector Index Fund|G|N|N|100
EVAL|iShares MSCI Emerging Markets Value Index Fund|G|N|N|100
EVBS|Eastern Virginia Bankshares, Inc. - Common Stock|Q|N|N|100
EVEP|EV Energy Partners, L.P. - common units representing limited partnership interest|Q|N|N|100
EVOL|Evolving Systems, Inc. - Common Stock|S|N|N|100
EWBC|East West Bancorp, Inc. - Common Stock|Q|N|N|100
EXAC|Exactech, Inc. - Common Stock|Q|N|N|100
EXAR|Exar Corporation - Common Stock|Q|N|N|100
EXAS|Exact Sciences Corporation - Common Stock|S|N|N|100
EXEL|Exelixis, Inc. - Common Stock|Q|N|N|100
EXFO|EXFO Inc - Subordinate Voting Shares|Q|N|N|100
EXLP|Exterran Partners, L.P. - Common Units representing Limited Partner Interests|Q|N|N|100
EXLS|ExlService Holdings, Inc. - Common Stock|Q|N|N|100
EXPD|Expeditors International of Washington, Inc. - Common Stock|Q|N|N|100
EXPE|Expedia, Inc. - Common Stock|Q|N|N|100
EXPO|Exponent, Inc. - Common Stock|Q|N|N|100
EXTR|Extreme Networks, Inc. - Common Stock|Q|N|N|100
EXXI|Energy XXI (Bermuda) Limited - Common Stock|Q|N|N|100
EZCH|EZchip Semiconductor Limited - Ordinary Shares|Q|N|N|100
EZPW|EZCORP, Inc. - Class A Non-Voting Common Stock|Q|N|N|100
FABK|First Advantage Bancorp - Common Stock|G|N|N|100
FACE|Physicians Formula Holdings, Inc. - Common Stock|Q|N|N|100
FALC|FalconStor Software, Inc. - Common Stock|G|N|N|100
FARM|Farmer Brothers Company - Common Stock|G|N|N|100
FARO|FARO Technologies, Inc. - Common Stock|Q|N|N|100
FAST|Fastenal Company - Common Stock|Q|N|N|100
FBIZ|First Business Financial Services, Inc. - Common Stock|G|N|N|100
FBMI|Firstbank Corporation - Common Stock|Q|N|N|100
FBMS|The First Bancshares, Inc. - Common Stock|G|N|N|100
FBNC|First Bancorp - Common Stock|Q|N|N|100
FBNK|First Connecticut Bancorp, Inc. - Common Stock|G|N|N|100
FBRC|FBR & Co - Common Stock|Q|N|N|100
FBSI|First Bancshares, Inc. - Common Stock|G|N|N|100
FBSS|Fauquier Bankshares, Inc. - Common Stock|S|N|N|100
FCAL|First California Financial Group, Inc. - Common Stock|G|N|N|100
FCAP|First Capital, Inc. - Common Stock|S|N|N|100
FCBC|First Community Bancshares, Inc. - Common Stock|Q|N|N|100
FCCO|First Community Corporation - Common Stock|S|N|N|100
FCCY|1st Constitution Bancorp (NJ) - Common Stock|G|N|N|100
FCEL|FuelCell Energy, Inc. - Common Stock|G|N|N|100
FCFC|FirstCity Financial Corporation - Common Stock|Q|N|N|100
FCFS|First Cash Financial Services, Inc. - Common Stock|Q|N|N|100
FCHI|iShares FTSE China (HK Listed) Index Fund|G|N|N|100
FCLF|First Clover Leaf Financial Corp. - Common Stock|S|N|N|100
FCNCA|First Citizens BancShares, Inc. - Class A Common Stock|Q|N|N|100
FCTY|1st Century Bancshares, Inc - Common Stock|S|N|N|100
FCVA|First Capital Bancorp, Inc. (VA) - Common Stock|S|N|N|100
FCZA|First Citizens Banc Corp. - Common Stock|S|N|N|100
FDEF|First Defiance Financial Corp. - Common Stock|Q|N|N|100
FDML|Federal-Mogul Corporation - Class A Common Stock|Q|N|N|100
FDUS|Fidus Investment Corporation - Common Stock|Q|N|N|100
FEFN|iShares MSCI Far East Financials Sector Index Fund|G|N|N|100
FEIC|FEI Company - Common Stock|Q|N|N|100
FEIM|Frequency Electronics, Inc. - Common Stock|G|N|N|100
FELE|Franklin Electric Co., Inc. - Common Stock|Q|N|N|100
FES|Forbes Energy Services Ltd - Ordinary shares (Bermuda)|G|N|N|100
FFBC|First Financial Bancorp. - Common Stock|Q|N|N|100
FFBCW|First Financial Bancorp. - Warrant 12/23/2018|Q|N|N|100
FFBH|First Federal Bancshares of Arkansas, Inc. - Common Stock|G|N|N|100
FFCH|First Financial Holdings, Inc. - Common Stock|Q|N|N|100
FFCO|FedFirst Financial Corporation - Common Stock|S|N|N|100
FFDF|FFD Financial Corporation - Common Stock|S|N|N|100
FFEX|Frozen Food Express Industries, Inc. - Common Stock|Q|N|N|100
FFFD|North Central Bancshares, Inc. - Common Stock|G|N|N|100
FFHL|Fuwei Films (Holdings) Co., Ltd. - ORDINARY SHARES|G|N|N|100
FFIC|Flushing Financial Corporation - Common Stock|Q|N|N|100
FFIN|First Financial Bankshares, Inc. - Common Stock|Q|N|N|100
FFIV|F5 Networks, Inc. - Common Stock|Q|N|N|100
FFKT|Farmers Capital Bank Corporation - Common Stock|Q|N|N|100
FFKY|First Financial Service Corporation - Common Stock|G|N|N|100
FFN|FriendFinder Networks Inc. - Common Stock|G|N|N|100
FFNM|First Federal of Northern Michigan Bancorp, Inc. - Common Stock|S|N|N|100
FFNW|First Financial Northwest, Inc. - Common Stock|Q|N|N|100
FHCO|Female Health Company (The) - Common Stock|S|N|N|100
FIBK|First Interstate BancSystem, Inc. - Class A Common Stock|Q|N|N|100
FINL|The Finish Line, Inc. - Class A Common Stock|Q|N|N|100
FIRE|Sourcefire, Inc. - Common Stock|Q|N|N|100
FISI|Financial Institutions, Inc. - Common Stock|Q|N|N|100
FISV|Fiserv, Inc. - Common Stock|Q|N|N|100
FITB|Fifth Third Bancorp - Common Stock|Q|N|N|100
FITBP|Fifth Third Bancorp - Depositary Shares representing 1/250th of 8.5% Series G Non-Cum Perp Conv Preferred Stock|Q|N|N|100
FIZZ|National Beverage Corp. - Common Stock|Q|N|N|100
FLDM|Fluidigm Corporation - Common Stock|Q|N|N|100
FLEX|Flextronics International Ltd. - Ordinary Shares|Q|N|N|100
FLIC|The First of Long Island Corporation - Common Stock|S|N|N|100
FLIR|FLIR Systems, Inc. - Common Stock|Q|N|N|100
FLML|Flamel Technologies S.A. - American Depositary Shares each representing one Ordinary Share|G|N|N|100
FLOW|Flow International Corporation - Common Stock|Q|N|N|100
FLWS|1-800 FLOWERS.COM, Inc. - Class A Common Stock|Q|N|N|100
FLXS|Flexsteel Industries, Inc. - Common Stock|G|N|N|100
FMBI|First Midwest Bancorp, Inc. - Common Stock|Q|N|N|100
FMCN|Focus Media Holding Limited - American depositary shares, each of which represents five ordinary shares|Q|N|N|100
FMER|FirstMerit Corporation - Common Stock|Q|N|N|100
FMFC|First M & F Corporation - Common Stock|Q|N|N|100
FMNB|Farmers National Banc Corp. - Common Stock|S|N|N|100
FNBN|FNB United Corp. - Common Stock|S|N|N|100
FNFG|First Niagara Financial Group Inc. - Common Stock|Q|N|N|100
FNGN|Financial Engines, Inc. - Common Stock|Q|N|N|100
FNLC|First Bancorp, Inc (ME) - Common Stock|Q|N|N|100
FNSR|Finisar Corporation - Common Stock|Q|N|N|100
FOLD|Amicus Therapeutics, Inc. - Common Stock|G|N|N|100
FONE|First Trust NASDAQ CEA Smartphone Index Fund|G|N|N|100
FONR|Fonar Corporation - Common Stock|S|N|N|100
FORD|Forward Industries, Inc. - Common Stock|S|N|N|100
FORM|FormFactor, Inc. - Common Stock|Q|N|N|100
FORR|Forrester Research, Inc. - Common Stock|Q|N|N|100
FORTY|Formula Systems (1985) Ltd. - ADS represents 1 ordinary shares|Q|N|N|100
FOSL|Fossil, Inc. - Common Stock|Q|N|N|100
FRAN|Francesca's Holdings Corporation - Common Stock|Q|N|N|100
FRBK|Republic First Bancorp, Inc. - Common Stock|G|N|N|100
FRCCO|First Republic Preferred Capital Corporation - Preferred Stock, convertible|G|N|N|100
FRED|Fred's, Inc. - Common Stock|Q|N|N|100
FREE|FreeSeas Inc. - Common Stock|G|N|D|100
FRME|First Merchants Corporation - Common Stock|Q|N|N|100
FRNK|Franklin Financial Corporation - Common Stock|Q|N|N|100
FRP|FairPoint Communications, Inc. - Common Stock|S|N|N|100
FSBI|Fidelity Bancorp, Inc. - Common Stock|G|N|N|100
FSBK|First South Bancorp Inc - Common Stock|Q|N|N|100
FSC|Fifth Street Finance Corp. - Common Stock|Q|N|N|100
FSCI|Fisher Communications, Inc. - Common Stock|Q|N|N|100
FSFG|First Savings Financial Group, Inc. - Common Stock|S|N|N|100
FSGI|First Security Group, Inc. - Common Stock|Q|N|N|100
FSII|FSI International, Inc. - Common Stock|Q|N|N|100
FSIN|Fushi Copperweld, Inc. - Common Stock|Q|N|N|100
FSLR|First Solar, Inc. - Common Stock|Q|N|N|100
FSRV|FirstService Corporation - Subordinate Voting Shares|Q|N|N|100
FSTR|L.B. Foster Company - Common Stock|Q|N|N|100
FSYS|Fuel Systems Solutions, Inc. - Common Stock|Q|N|N|100
FTEK|Fuel Tech, Inc. - Common Stock|Q|N|N|100
FTNT|Fortinet, Inc. - Common Stock|Q|N|N|100
FTR|Frontier Communications Company - Common Stock|Q|N|N|100
FUBC|1st United Bancorp, Inc. (FL) - Common Stock|Q|N|N|100
FUEL|SMF Energy Corporation - Common Stock|S|N|N|100
FULL|Full Circle Capital Corporation - Common Stock|S|N|N|100
FULT|Fulton Financial Corporation - Common Stock|Q|N|N|100
FUNC|First United Corporation - Common Stock|Q|N|N|100
FUND|Royce Focus Trust, Inc. - Closed End Fund|Q|N|N|100
FURX|Furiex Pharmaceuticals, Inc. - Common Stock|Q|N|N|100
FWLT|Foster Wheeler AG. - Common Stock|Q|N|N|100
FWRD|Forward Air Corporation - Common Stock|Q|N|N|100
FXCB|Fox Chase Bancorp, Inc. - Common Stock|Q|N|N|100
FXEN|FX Energy, Inc. - Common Stock|Q|N|N|100
GABC|German American Bancorp, Inc. - Common Stock|Q|N|N|100
GAGA|Le Gaga Holdings Limited - American Depositary Shares|Q|N|N|100
GAI|Global-Tech Advanced Innovations Inc. - Common Stock|G|N|N|100
GAIA|Gaiam, Inc. - Class A Common Stock|G|N|N|100
GAIN|Gladstone Investment Corporation - Closed End Fund|Q|N|N|100
GALE|Galena Biopharma, Inc. - Common Stock|S|N|D|100
GAME|Shanda Games Limited - American Depositary Shares representing 2 Class A Ordinary Shares|Q|N|N|100
GASS|StealthGas, Inc. - common stock|Q|N|N|100
GBCI|Glacier Bancorp, Inc. - Common Stock|Q|N|N|100
GBDC|Golub Capital BDC, Inc. - Common Stock|Q|N|N|100
GBLI|Global Indemnity plc - Class A Common Shares|Q|N|N|100
GBNK|Guaranty Bancorp - Common Stock|Q|N|N|100
GCBC|Greene County Bancorp, Inc. - Common Stock|S|N|N|100
GCFB|Granite City Food And Brewery Ltd. - Common Stock|S|N|D|100
GCOM|Globecomm Systems Inc. - Common Stock|Q|N|N|100
GCVRZ|Sanofi - Contingent Value Right (Expiring 12/31/2020)|G|N|N|100
GENC|Gencor Industries Inc. - Common Stock|G|N|N|100
GENE|Genetic Technologies Ltd - American Depositary Shares representing 30 ordinary shares|S|N|N|100
GENT|Gentium SpA - ADS represents ordinary shares|G|N|N|100
GEOI|GeoResources, Inc. - Common Stock|Q|N|N|100
GEOY|GeoEye, Inc. - Common Stock|Q|N|N|100
GERN|Geron Corporation - Common Stock|Q|N|N|100
GEVA|Synageva BioPharma Corp. - Common Stock|G|N|N|100
GEVO|Gevo, Inc. - Common Stock|G|N|N|100
GFED|Guaranty Federal Bancshares, Inc. - Common Stock|G|N|N|100
GFN|General Finance Corporation - Common Stock|G|N|N|100
GFNCL|General Finance Corporation - Units; consisting of 1 share of common stock and a 3 year warrant|G|N|N|100
GFNCZ|General Finance Corporation - Warrants 06/25/2013|G|N|N|100
GGAL|Grupo Financiero Galicia S.A. - American Depositary Shares, Class B Shares underlying|S|N|N|100
GHDX|Genomic Health, Inc. - Common Stock|Q|N|N|100
GIFI|Gulf Island Fabrication, Inc. - Common Stock|Q|N|N|100
GIGA|Giga-tronics Incorporated - Common Stock|S|N|N|100
GIGM|GigaMedia Limited - Ordinary Shares|Q|N|N|100
GIII|G-III Apparel Group, LTD. - Common Stock|Q|N|N|100
GILD|Gilead Sciences, Inc. - Common Stock|Q|N|N|100
GILT|Gilat Satellite Networks Ltd. - Ordinary Shares|Q|N|N|100
GIVN|Given Imaging Ltd. - Ordinary Shares|Q|N|N|100
GKNT|Geeknet, Inc. - Common Stock|G|N|N|100
GKSR|G&K Services, Inc. - Class A Common Stock|Q|N|N|100
GLAD|Gladstone Capital Corporation - Closed End Fund|Q|N|N|100
GLBS|Globus Maritime Limited - Common Stock|G|N|N|100
GLBZ|Glen Burnie Bancorp - Common Stock|S|N|N|100
GLCH|Gleacher & Company, Inc. - Common Stock|Q|N|N|100
GLDC|Golden Enterprises, Inc. - Common Stock|G|N|N|100
GLDD|Great Lakes Dredge & Dock Corporation - Common Stock|Q|N|N|100
GLGL|GLG Life Tech Corp - Common Shares|Q|N|N|100
GLNG|Golar LNG Limited - common shares|Q|N|N|100
GLPW|Global Power Equipment Group Inc - Common Stock|Q|N|N|100
GLRE|Greenlight Reinsurance, Ltd. - Class A Ordinary Shares|Q|N|N|100
GLUU|Glu Mobile Inc. - Common Stock|Q|N|N|100
GMAN|Gordmans Stores, Inc. - Common Stock|Q|N|N|100
GMCR|Green Mountain Coffee Roasters, Inc. - Common Stock|Q|N|N|100
GMET|GeoMet, Inc. - Common Stock|G|N|D|100
GMETP|GeoMet, Inc. - Series A Convertible Redeemable Preferred Stock|G|N|N|100
GMLP|Golar LNG Partners LP - Common Units Representing Limited Partnership|Q|N|N|100
GNCMA|General Communication, Inc. - Class A Common Stock|Q|N|N|100
GNMA|iShares Barclays GNMA Bond Fund|G|N|N|100
GNMK|GenMark Diagnostics, Inc. - Common Stock|G|N|N|100
GNOM|Complete Genomics, Inc. - Common Stock|G|N|N|100
GNTX|Gentex Corporation - Common Stock|Q|N|N|100
GNVC|GenVec, Inc. - Common Stock|S|N|N|100
GOLD|Randgold Resources Limited - American Depositary Shares each represented by one Ordinary Share|Q|N|N|100
GOLF|Golfsmith International Holdings, Inc. - Common Stock|G|N|N|100
GOOD|Gladstone Commercial Corporation - Common Stock|Q|N|N|100
GOODN|Gladstone Commercial Corporation - 7.125% Series C Cumulative Term Preferred Stock|Q|N|N|100
GOODO|Gladstone Commercial Corporation - 7.50% Series B Cumulative Redeemable Preferred Stock|Q|N|N|100
GOODP|Gladstone Commercial Corporation - 7.75% Series A Cumulative Redeemable Preferred Stock|Q|N|N|100
GOOG|Google Inc. - Class A Common Stock|Q|N|N|100
GPIC|Gaming Partners International Corporation - Common Stock|G|N|N|100
GPOR|Gulfport Energy Corporation - Common Stock|Q|N|N|100
GPRC|Guanwei Recycling Corp. - Common Stock|S|N|D|100
GPRE|Green Plains Renewable Energy, Inc. - Common Stock|Q|N|N|100
GPRO|Gen-Probe Incorporated - Common Stock|Q|N|N|100
GRFS|Grifols, S.A. - American Depositary Shares|Q|N|N|100
GRID|First Trust NASDAQ Clean Edge Smart Grid Infrastructure Index Fund|G|N|N|100
GRIF|Griffin Land & Nurseries, Inc. - Common Stock|G|N|N|100
GRMH|GrayMark Healthcare, Inc. - Common Stock|S|N|D|100
GRMN|Garmin Ltd. - Common Stock|Q|N|N|100
GRNB|Green Bankshares, Inc. - Common Stock|Q|N|N|100
GROW|U.S. Global Investors, Inc. - Class A Common Stock|S|N|N|100
GRPN|Groupon, Inc. - Class A Common Stock|Q|N|N|100
GRRF|China Grentech Corporation Limited - American Depositary Shares, each representing 25 ordinary shares|Q|N|N|100
GRVY|GRAVITY Co., Ltd. - American depositary shares, each representing one-fourth of a share of common stock|G|N|N|100
GSAT|Globalstar, Inc. - Common Stock|Q|N|D|100
GSBC|Great Southern Bancorp, Inc. - Common Stock|Q|N|N|100
GSIG|GSI Group, Inc. - Common Stock|Q|N|N|100
GSIT|GSI Technology, Inc. - Common Stock|Q|N|N|100
GSJK|Compressco Partners, L.P. - common units|Q|N|N|100
GSM|Globe Specialty Metals Inc. - Common Stock|Q|N|N|100
GSOL|Global Sources Ltd. - Common Stock|Q|N|N|100
GSVC|GSV Capital Corp - Common Stock|S|N|N|100
GTAT|GT Advanced Technologies, Inc. - Common Stock|Q|N|N|100
GTIM|Good Times Restaurants Inc. - Common Stock|S|N|N|100
GTIV|Gentiva Health Services, Inc. - Common Stock|Q|N|N|100
GTLS|Chart Industries, Inc. - Common Stock|Q|N|N|100
GTSI|GTSI Corp. - Common Stock|G|N|N|100
GTXI|GTx, Inc. - Common Stock|G|N|N|100
GUID|Guidance Software, Inc. - Common Stock|G|N|N|100
GULF|WisdomTree Middle East Dividend Fund|G|N|N|100
GURE|Gulf Resources, Inc. - Common Stock|Q|N|N|100
GYRO|Gyrodyne Company of America, Inc. - Common Stock|S|N|N|100
HA|Hawaiian Holdings, Inc. - Common Stock|Q|N|N|100
HAFC|Hanmi Financial Corporation - Common Stock|Q|N|N|100
HAIN|The Hain Celestial Group, Inc. - Common Stock|Q|N|N|100
HALL|Hallmark Financial Services, Inc. - Common Stock|G|N|N|100
HALO|Halozyme Therapeutics, Inc. - Common Stock|G|N|N|100
HARL|Harleysville Savings Bank - Common Stock|G|N|N|100
HAS|Hasbro, Inc. - Common Stock|Q|N|N|100
HAST|Hastings Entertainment, Inc. - Common Stock|S|N|N|100
HAUP|Hauppauge Digital, Inc. - Common Stock|S|N|N|100
HAVNP|New York Community Bancorp, Inc. - Haven Capital Trust II - 10.25% Capital Securities|G|N|N|100
HAYN|Haynes International, Inc. - Common Stock|Q|N|N|100
HBAN|Huntington Bancshares Incorporated - Common Stock|Q|N|N|100
HBANP|Huntington Bancshares Incorporated - Non Cumulative Perp Conv Pfd Ser A|Q|N|N|10
HBCP|Home Bancorp, Inc. - Common Stock|G|N|N|100
HBHC|Hancock Holding Company - Common Stock|Q|N|N|100
HBIO|Harvard Bioscience, Inc. - Common Stock|G|N|N|100
HBNC|Horizon Bancorp (IN) - Common Stock|G|N|N|100
HBNK|Hampden Bancorp, Inc. - common stock|G|N|N|100
HBOS|Heritage Financial Group - Common Stock|G|N|N|100
HCBK|Hudson City Bancorp, Inc. - Common Stock|Q|N|N|100
HCCI|Heritage-Crystal Clean, Inc. - Common Stock|G|N|N|100
HCII|Homeowners Choice, Inc. - Common Stock|Q|N|N|100
HCIIP|Homeowners Choice, Inc. - 7% Series A Cumulative Redeemable Preferred Stock|S|N|N|100
HCIIW|Homeowners Choice, Inc. - Warrants 07/30/2013|G|N|N|100
HCKT|The Hackett Group, Inc. - Common Stock|G|N|N|100
HCOM|Hawaiian Telcom Holdco, Inc. - Common|S|N|N|100
HCSG|Healthcare Services Group, Inc. - Common Stock|Q|N|N|100
HDNG|Hardinge, Inc. - Common Stock|Q|N|N|100
HDSN|Hudson Technologies, Inc. - Common Stock|S|N|N|100
HEAT|SmartHeat Inc. - Common Stock|Q|N|D|100
HEES|H&E Equipment Services, Inc. - Common Stock|Q|N|N|100
HELE|Helen of Troy Limited - Common Stock|Q|N|N|100
HEOP|Heritage Oaks Bancorp - Common Stock|S|N|N|100
HERO|Hercules Offshore, Inc. - Common Stock|Q|N|N|100
HFBC|HopFed Bancorp, Inc. - Common Stock|G|N|N|100
HFBL|Home Federal Bancorp, Inc. of Louisiana - Common Stock|S|N|N|100
HFFC|HF Financial Corp. - Common Stock|G|N|N|100
HFWA|Heritage Financial Corporation - Common Stock|Q|N|N|100
HGIC|Harleysville Group Inc. - Common Stock|Q|N|N|100
HGSH|China HGS Real Estate, Inc. - Common Stock|G|N|D|100
HGSI|Human Genome Sciences, Inc. - Common Stock|Q|N|N|100
HHGP|Hudson Highland Group, Inc. - Common Stock|Q|N|N|100
HIBB|Hibbett Sports, Inc. - Common Stock|Q|N|N|100
HIFS|Hingham Institution for Savings - Common Stock|G|N|N|100
HIHO|Highway Holdings Limited - Common Stock|S|N|N|100
HILL|Dot Hill Systems Corporation - Common Stock|G|N|N|100
HIMX|Himax Technologies, Inc. - American depositary shares, each of which represents two ordinary shares.|Q|N|N|100
HITK|Hi-Tech Pharmacal Co., Inc. - Common Stock|Q|N|N|100
HITT|Hittite Microwave Corporation - common stock|Q|N|N|100
HK|Halcon Resources Corporation - Common Stock|G|N|N|100
HKAC|Hicks Acquisition Company II, Inc. - Common Stock|S|N|N|100
HKACU|Hicks Acquisition Company II, Inc. - Units|S|N|N|100
HKACW|Hicks Acquisition Company II, Inc. - Warrants|S|N|N|100
HLIT|Harmonic Inc. - Common Stock|Q|N|N|100
HLYS|Heelys, Inc. - Common Stock|S|N|N|100
HMIN|Home Inns & Hotels Management Inc. - American Depositary Shares, each representing two ordinary shares|Q|N|N|100
HMNF|HMN Financial, Inc. - Common Stock|G|N|N|100
HMNY|Helios & Matheson Information Technology Inc - Common Stock|S|N|N|100
HMPR|Hampton Roads Bankshares Inc - Common Stock|Q|N|N|100
HMST|HomeStreet, Inc. - Common Stock|G|N|N|100
HMSY|HMS Holdings Corp - Common Stock|Q|N|N|100
HNH|Handy & Harman Ltd. - Common Stock|S|N|N|100
HNRG|Hallador Energy Company - Common Stock|S|N|N|100
HNSN|Hansen Medical, Inc. - Common Stock|G|N|N|100
HOFT|Hooker Furniture Corporation - Common Stock|Q|N|N|100
HOGS|Zhongpin Inc. - Common Stock|Q|N|N|100
HOKU|Hoku Corporation - Common Stock|G|N|D|100
HOLI|Hollysys Automation Technologies, Ltd. - Common Stock|Q|N|N|100
HOLL|Hollywood Media Corp. - Common Stock|G|N|N|100
HOLX|Hologic, Inc. - Common Stock|Q|N|N|100
HOMB|Home BancShares, Inc. - common stock|Q|N|N|100
HOME|Home Federal Bancorp, Inc. - Common Stock|Q|N|N|100
HOOK|Craft Brew Alliance, Inc. - Common Stock|G|N|N|100
HOTT|Hot Topic, Inc. - Common Stock|Q|N|N|100
HOVNP|Hovnanian Enterprises Inc - Depositary Share representing 1/1000th of 7.625% Series A Preferred Stock|G|N|D|100
HPCCP|Huntington Preferred Capital, Inc. - Class C Preferred Stock|G|N|N|100
HPJ|Hong Kong Highpower Technology - Common Stock|G|N|N|100
HPOL|Harris Interactive, Inc. - Common Stock|Q|N|D|100
HRZN|Horizon Technology Finance Corporation - Common Stock|Q|N|N|100
HSFT|HiSoft Technology International Limited - American Depositary Shares|Q|N|N|100
HSIC|Henry Schein, Inc. - Common Stock|Q|N|N|100
HSII|Heidrick & Struggles International, Inc. - Common Stock|Q|N|N|100
HSKA|Heska Corporation - Common Stock|S|N|N|100
HSNI|HSN, Inc. - Common Stock|Q|N|N|100
HSOL|Hanwha SolarOne Co., Ltd. - American Depository Shares, each representing five ordinary shares|Q|N|N|100
HSTM|HealthStream, Inc. - Common Stock|Q|N|N|100
HTBK|Heritage Commerce Corp - Common Stock|Q|N|N|100
HTCH|Hutchinson Technology Incorporated - Common Stock|Q|N|N|100
HTCO|Hickory Tech Corporation - Common Stock|Q|N|N|100
HTGC|Hercules Technology Growth Capital, Inc. - Closed End Fund|Q|N|N|100
HTHT|China Lodging Group, Limited - American Depositary Shares, each representing four Ordinary Shares|Q|N|N|100
HTLD|Heartland Express, Inc. - Common Stock|Q|N|N|100
HTLF|Heartland Financial USA, Inc. - Common Stock|Q|N|N|100
HTWR|Heartware International, Inc. - Common Stock|Q|N|N|100
HUBG|Hub Group, Inc. - Class A Common Stock|Q|N|N|100
HURC|Hurco Companies, Inc. - Common Stock|Q|N|N|100
HURN|Huron Consulting Group Inc. - Common Stock|Q|N|N|100
HWAY|Healthways, Inc. - Common Stock|Q|N|N|100
HWBK|Hawthorn Bancshares, Inc. - Common Stock|Q|N|N|100
HWCC|Houston Wire & Cable Company - Common Stock|Q|N|N|100
HWKN|Hawkins, Inc. - Common Stock|Q|N|N|100
HYGS|Hydrogenics Corporation - Common Shares|G|N|N|100
HZNP|Horizon Pharma, Inc. - common stock|G|N|N|100
IACI|IAC/InterActiveCorp - Common Stock|Q|N|N|100
IART|Integra LifeSciences Holdings Corporation - Common Stock|Q|N|N|100
IBB|iShares Nasdaq Biotechnology Index Fund|G|N|N|100
IBCA|Intervest Bancshares Corp. - Class A Common Stock|Q|N|N|100
IBCP|Independent Bank Corporation - Common Stock|Q|N|N|100
IBCPO|Independent Bank Corporation - IBC Capital Finance II - % Cumulative Trust Preferred Securities|Q|N|N|100
IBKC|IBERIABANK Corporation - Common Stock|Q|N|N|100
IBKR|Interactive Brokers Group, Inc. - Common Stock|Q|N|N|100
IBOC|International Bancshares Corporation - Common Stock|Q|N|N|100
ICAD|icad inc. - Common Stock|S|N|D|100
ICCC|ImmuCell Corporation - Common Stock|S|N|N|100
ICFI|ICF International, Inc. - Common Stock|Q|N|N|100
ICGE|ICG Group, Inc. - Common Stock|Q|N|N|100
ICLN|iShares S&P Global Clean Energy Index Fund|G|N|N|100
