"release","date","author","status","maturity","version","first","distribution","abstract"
"Console-ProgressBar-1.01","2022-01-24T20:15:26","OAUVERLOT","latest","released","1.01","1","Console-ProgressBar","A simple progress bar for Perl console applications"
"Travel-Status-DE-IRIS-1.63","2022-01-24T20:39:44","DERF","cpan","released","1.63","","Travel-Status-DE-IRIS","Interface to IRIS based web departure monitors."
"Perl-Critic-Policy-PreferredModules-0.003","2022-01-24T21:29:19","ATOOMIC","cpan","released","0.003","","Perl-Critic-Policy-PreferredModules","Provide custom package recommendations"
"Perl-Critic-Policy-PreferredModules-0.004","2022-01-24T22:09:59","ATOOMIC","latest","released","0.004","","Perl-Critic-Policy-PreferredModules","Provide custom package recommendations"
"Log-ger-Screen-0.003","2022-01-25T00:06:16","PERLANCAR","cpan","released","0.003","","Log-ger-Screen","Convenient packaging of Log::ger + Log::ger::Output::Screen + Log::ger::Level::FromEnv for one-liner"
"MIDI-Bassline-Walk-0.0300","2022-01-25T00:15:27","GENE","backpan","released","0.0300","","MIDI-Bassline-Walk","Generate walking basslines"
"MIDI-Bassline-Walk-0.0301","2022-01-25T00:22:03","GENE","backpan","released","0.0301","","MIDI-Bassline-Walk","Generate walking basslines"
"MIDI-Bassline-Walk-0.0302","2022-01-25T09:37:05","GENE","backpan","released","0.0302","","MIDI-Bassline-Walk","Generate walking basslines"
"MIDI-Bassline-Walk-0.0303","2022-01-25T09:56:18","GENE","backpan","released","0.0303","","MIDI-Bassline-Walk","Generate walking basslines"
"UI-Various-0.15","2022-01-25T10:12:59","DORNER","cpan","released","0.15","","UI-Various","graphical/non-graphical user interface without external programs"
"App-VOJournal-v0.4.7","2022-01-25T10:28:05","MAMAWE","cpan","released","v0.4.7","","App-VOJournal","Open a file in vimoutliner to write a journal"
"Neo4j-Driver-0.28","2022-01-25T12:47:06","AJNN","latest","released","0.28","","Neo4j-Driver","Neo4j community graph database driver for Bolt and HTTP"
"Alien-libmaxminddb-1.003","2022-01-25T13:32:41","VOEGELAS","latest","released","1.003","","Alien-libmaxminddb","Find or download and install libmaxminddb"
"IP-Geolocation-MMDB-1.003","2022-01-25T14:25:55","VOEGELAS","latest","released","1.003","","IP-Geolocation-MMDB","Read MaxMind DB files"
"PDL-2.068_06","2022-01-25T14:51:31","ETJ","backpan","developer","2.068_06","","PDL","Perl Data Language"
"Mojolicious-Command-coverage-0.0.1","2022-01-25T15:00:35","TOBIB","cpan","released","v0.0.1","1","Mojolicious-Command-coverage","Start you mojo app in coverage mode"
"CGI-Lingua-0.64","2022-01-25T15:10:59","NHORNE","latest","released","0.64","","CGI-Lingua","Create a multilingual web page"
"PAR-Packer-1.053","2022-01-25T15:25:10","RSCHUPP","cpan","released","1.053","","PAR-Packer","PAR Packager"
"Mojolicious-Plugin-Geolocation-MMDB-0.002","2022-01-25T15:25:21","VOEGELAS","latest","released","0.002","","Mojolicious-Plugin-Geolocation-MMDB","Look up location information by IP address"
"CPANPLUS-Dist-Debora-0.009","2022-01-25T16:13:02","VOEGELAS","latest","released","0.009","","CPANPLUS-Dist-Debora","Create Debian or RPM packages from Perl modules"
"Mail-Exim-ACL-Geolocation-1.001","2022-01-25T16:35:10","VOEGELAS","latest","released","1.001","","Mail-Exim-ACL-Geolocation","Map IP addresses to country codes"
"GD-2.75","2022-01-25T16:54:22","RURBAN","cpan","released","2.75","","GD","Perl interface to the gd2 graphics library"
"Mail-Exim-ACL-Attachments-1.001","2022-01-25T17:02:38","VOEGELAS","latest","released","1.001","","Mail-Exim-ACL-Attachments","Reject email attachments"
"MIDI-Bassline-Walk-0.0304","2022-01-25T19:34:12","GENE","backpan","released","0.0304","","MIDI-Bassline-Walk","Generate walking basslines"
"MIDI-Bassline-Walk-0.0305","2022-01-25T20:24:56","GENE","backpan","released","0.0305","","MIDI-Bassline-Walk","Generate walking basslines"
"PPI-1.271","2022-01-25T21:50:58","OALDERS","cpan","released","1.271","","PPI","Parse, Analyze and Manipulate Perl (without perl)"
"Bencher-Scenarios-DataSahResolve-0.004","2022-01-26T00:05:33","PERLANCAR","latest","released","0.004","","Bencher-Scenarios-DataSahResolve","Benchmark Data::Sah::Resolve"
"Perinci-CmdLine-Dump-0.121","2022-01-26T00:05:44","PERLANCAR","latest","released","0.121","","Perinci-CmdLine-Dump","Run a Perinci::CmdLine-based script but only to dump the object"
"Amazon-API-1.1.9","2022-01-26T00:12:37","BIGFOOT","backpan","released","v1.1.9","","Amazon-API","AWS API base class"
"Future-0.48","2022-01-26T00:33:11","PEVANS","latest","released","0.48","","Future","represent an operation awaiting completion"
"SPVM-0.9129","2022-01-26T01:01:31","KIMOTO","cpan","released","0.9129","","SPVM","Static Perl Virtual Machine. Fast Calculation, Fast Array Operation, and Easy C/C++ Binding."
"Data-Record-Serialize-0.33-TRIAL","2022-01-26T05:25:51","DJERIUS","cpan","developer","0.33","","Data-Record-Serialize","Flexible serialization of a record"
"BorderStyles-Standard-0.008","2022-01-26T06:01:23","PERLANCAR","cpan","released","0.008","","BorderStyles-Standard","A standard collection of border styles"
"BorderStyles-Standard-0.010","2022-01-26T06:01:34","PERLANCAR","cpan","released","0.010","","BorderStyles-Standard","A standard collection of border styles"
"BorderStyles-Standard-0.011","2022-01-26T06:01:46","PERLANCAR","cpan","released","0.011","","BorderStyles-Standard","A standard collection of border styles"
"Text-Table-More-0.021","2022-01-26T06:01:57","PERLANCAR","cpan","released","0.021","","Text-Table-More","Generate text table with simple interface and many options"
"BorderStyle-2.0.7","2022-01-26T06:03:24","PERLANCAR","cpan","released","2.0.7","","BorderStyle","Border styles"
"BorderStyle-2.0.8","2022-01-26T06:03:35","PERLANCAR","cpan","released","2.0.8","","BorderStyle","Border styles"
"BorderStyles-Standard-0.009","2022-01-26T06:03:46","PERLANCAR","cpan","released","0.009","","BorderStyles-Standard","A standard collection of border styles"
"BorderStyleBase-0.010","2022-01-26T06:05:12","PERLANCAR","backpan","released","0.010","","BorderStyleBase","A suitable base class for most BorderStyle::* modules"
"BorderStyleBase-0.011","2022-01-26T06:05:24","PERLANCAR","backpan","released","0.011","","BorderStyleBase","A suitable base class for most BorderStyle::* modules"
"ReturnValue-0.903","2022-01-26T06:49:25","BDFOY","latest","released","0.903","","ReturnValue","A structured return value for failure or success"
"Lang-HL-1.007","2022-01-26T11:44:50","RAJ","cpan","released","1.007","","Lang-HL",""
"Future-AsyncAwait-0.56","2022-01-26T14:00:02","PEVANS","latest","released","0.56","","Future-AsyncAwait","deferred subroutine syntax for futures"
"OPM-Maker-1.16","2022-01-26T14:29:26","PERLSRVDE","cpan","released","1.16","","OPM-Maker","Module/App to build and test OPM packages for Znuny, OTOBO, ((OTRS)) Community edition."
"Crypt-Cipher-Vigenere-0.01","2022-01-26T14:46:40","BOREKL","cpan","released","0.01","1","Crypt-Cipher-Vigenere",""
"Crypt-Cipher-Vigenere-0.02","2022-01-26T15:15:58","BOREKL","cpan","released","0.02","","Crypt-Cipher-Vigenere","implementation of Vigenere cipher"
"Koha-Contrib-ValueBuilder-RepeatableAutocomplete-1.001","2022-01-26T15:21:19","DOMM","backpan","released","1.001","","Koha-Contrib-ValueBuilder-RepeatableAutocomplete","Repeatable autcomplete value-builder for Koha"
"Jacode4e-2.13.6.19","2022-01-26T15:36:48","INA","latest","released","2.13.6.19","1","Jacode4e","jacode.pl-like program for enterprise"
"Jacode4e-RoundTrip-2.13.81.12","2022-01-26T15:38:16","INA","latest","released","2.13.81.12","","Jacode4e-RoundTrip","Jacode4e for round-trip conversion in JIS X 0213"
"MIDI-Bassline-Walk-0.0306","2022-01-26T15:48:40","GENE","backpan","released","0.0306","","MIDI-Bassline-Walk","Generate walking basslines"
"AnyEvent-Fork-1.32","2022-01-26T16:44:27","MLEHMANN","latest","released","1.32","","AnyEvent-Fork","everything you wanted to use fork() for, but couldn't"
"Perl-Metrics-Halstead-0.0614","2022-01-26T18:52:16","GENE","latest","released","0.0614","","Perl-Metrics-Halstead","Compute Halstead complexity metrics"
"Crypt-Cipher-Vigenere-0.03","2022-01-26T18:57:37","BOREKL","latest","released","0.03","","Crypt-Cipher-Vigenere","implementation of Vigenere cipher"
"MIDI-Bassline-Walk-0.0308","2022-01-26T18:57:48","GENE","backpan","released","0.0308","","MIDI-Bassline-Walk","Generate walking basslines"
"Test-MockFile-0.025","2022-01-26T19:00:38","TODDR","cpan","released","0.025","","Test-MockFile","Allows tests to validate code that can interact with files without touching the file system."
"App-VOJournal-v0.4.8","2022-01-26T19:30:03","MAMAWE","latest","released","v0.4.8","","App-VOJournal","Open a file in vimoutliner to write a journal"
"Amazon-API-1.1.10","2022-01-26T19:39:14","BIGFOOT","backpan","released","v1.1.10","","Amazon-API","AWS API base class"
"Alien-SWIProlog-0.001_01","2022-01-26T19:40:40","ZMUGHAL","cpan","developer","0.001_01","","Alien-SWIProlog","Alien package for the SWI-Prolog Prolog interpreter"
"Net-DNS-Resolver-Unbound-1.04","2022-01-26T20:14:54","RWF","backpan","released","1.04","","Net-DNS-Resolver-Unbound","Unbound resolver base for Net::DNS"
"MIDI-Bassline-Walk-0.0309","2022-01-26T21:01:51","GENE","backpan","released","0.0309","","MIDI-Bassline-Walk","Generate walking basslines"
"Koha-Contrib-ValueBuilder-RepeatableAutocomplete-1.002","2022-01-26T21:08:27","DOMM","cpan","released","1.002","","Koha-Contrib-ValueBuilder-RepeatableAutocomplete","Repeatable autcomplete value-builder for Koha"
"Form-Tiny-2.05","2022-01-26T21:44:06","BRTASTIC","backpan","released","2.05","","Form-Tiny","Input validator implementation centered around Type::Tiny"
"Amazon-API-1.1.11","2022-01-26T21:45:33","BIGFOOT","backpan","released","v1.1.11","","Amazon-API","AWS API base class"
"Test2-Harness-1.000096","2022-01-26T22:51:21","EXODIST","backpan","released","1.000096","","Test2-Harness","A new and improved test harness with better Test2 integration."
"Callable-0.01","2022-01-26T23:01:16","ALTOMRU","cpan","released","0.01","1","Callable","make different things callable"
"App-grep-url-0.004","2022-01-27T00:05:53","PERLANCAR","latest","released","0.004","","App-grep-url","Print lines having URL(s) (optionally of certain criteria) in them"
"Perinci-CmdLine-Gen-0.501","2022-01-27T00:06:04","PERLANCAR","latest","released","0.501","","Perinci-CmdLine-Gen","Generate Perinci::CmdLine CLI script"
"Mac-Pasteboard-0.101_01","2022-01-27T00:25:23","WYANT","cpan","developer","0.101_01","","Mac-Pasteboard","Manipulate Mac OS X pasteboards"
"Mojo-Netdata-0.01","2022-01-27T02:31:41","JHTHORSEN","cpan","released","0.01","1","Mojo-Netdata","https://netdata.cloud plugin for Perl"
"App-cpanminus-1.7045","2022-01-27T03:05:02","MIYAGAWA","latest","released","1.7045","","App-cpanminus","get, unpack, build and install modules from CPAN"
"SPVM-0.9130","2022-01-27T04:17:15","KIMOTO","cpan","released","0.9130","","SPVM","Static Perl Virtual Machine. Fast Calculation, Fast Array Operation, and Easy C/C++ Binding."
"Lang-HL-1.008","2022-01-27T04:33:23","RAJ","cpan","released","1.008","","Lang-HL",""
"MIDI-Bassline-Walk-0.0310","2022-01-27T04:34:50","GENE","backpan","released","0.0310","","MIDI-Bassline-Walk","Generate walking basslines"
"MIDI-Bassline-Walk-0.0311","2022-01-27T05:52:08","GENE","latest","released","0.0311","","MIDI-Bassline-Walk","Generate walking basslines"
"SPVM-0.9131","2022-01-27T07:10:36","KIMOTO","cpan","released","0.9131","","SPVM","Static Perl Virtual Machine. Fast Calculation, Fast Array Operation, and Easy C/C++ Binding."
"Callable-0.02","2022-01-27T08:15:02","ALTOMRU","latest","released","0.02","","Callable","make different things callable"
"PAR-Packer-1.054","2022-01-27T11:05:32","RSCHUPP","latest","released","1.054","","PAR-Packer","PAR Packager"
"OPM-Maker-1.17","2022-01-27T11:26:43","PERLSRVDE","latest","released","1.17","","OPM-Maker","Module/App to build and test OPM packages for Znuny, OTOBO, ((OTRS)) Community edition."
"OptArgs2-0.0.12_2","2022-01-27T11:28:45","MLAWREN","cpan","developer","v0.0.12_2","","OptArgs2","CLI argument and option processing"
"Text-Table-More-0.022","2022-01-27T12:00:29","PERLANCAR","cpan","released","0.022","","Text-Table-More","Generate text table with simple interface and many options"
"App-BorderStyleUtils-0.014","2022-01-27T12:43:44","PERLANCAR","cpan","released","0.014","","App-BorderStyleUtils","CLI utilities related to border styles"
"Test-Mock-Object-0.2","2022-01-27T12:45:11","OVID","latest","released","0.2","","Test-Mock-Object","Dead-simple mocking"
"App-BorderStyleUtils-0.015","2022-01-27T13:23:34","PERLANCAR","latest","released","0.015","","App-BorderStyleUtils","CLI utilities related to border styles"
"BorderStyle-2.0.9","2022-01-27T13:23:45","PERLANCAR","cpan","released","2.0.9","","BorderStyle","Border styles"
"Data-Record-Serialize-0.34","2022-01-27T15:45:20","DJERIUS","latest","released","0.34","","Data-Record-Serialize","Flexible serialization of a record"
"Lang-HL-1.009","2022-01-27T16:53:19","RAJ","cpan","released","1.009","","Lang-HL",""
"BankAccount-Validator-UK-0.62","2022-01-27T16:54:46","MANWAR","latest","released","0.62","","BankAccount-Validator-UK","Interface to validate UK bank account."
"Test2-Harness-1.000097","2022-01-27T17:17:59","EXODIST","backpan","released","1.000097","","Test2-Harness","A new and improved test harness with better Test2 integration."
"Test2-Harness-1.000098","2022-01-27T17:41:17","EXODIST","backpan","released","1.000098","","Test2-Harness","A new and improved test harness with better Test2 integration."
"Lang-HL-1.013","2022-01-27T18:16:13","RAJ","cpan","released","1.013","","Lang-HL",""
"Test2-Harness-1.000099","2022-01-27T18:26:36","EXODIST","cpan","released","1.000099","","Test2-Harness","A new and improved test harness with better Test2 integration."
"Tangence-0.28","2022-01-27T19:03:55","PEVANS","latest","released","0.28","","Tangence","attribute-oriented server/client object remoting framework"
"Form-Tiny-2.06","2022-01-27T20:06:14","BRTASTIC","backpan","released","2.06","","Form-Tiny","Input validator implementation centered around Type::Tiny"
"Task-MusicBundle-0.1906","2022-01-27T21:08:06","GENE","backpan","released","0.1906","","Task-MusicBundle","A bundle of MIDI and music modules"
"Task-MusicBundle-0.1907","2022-01-27T21:15:58","GENE","backpan","released","0.1907","","Task-MusicBundle","MIDI and music creation modules"
"Task-MusicBundle-0.1908","2022-01-27T22:48:18","GENE","latest","released","0.1908","","Task-MusicBundle","MIDI and music creation modules"
"App-FileRenameUtils-0.007","2022-01-28T00:05:32","PERLANCAR","latest","released","0.007","","App-FileRenameUtils","Utilities related to renaming/moving files"
"Log-ger-App-0.022","2022-01-28T00:05:43","PERLANCAR","cpan","released","0.022","","Log-ger-App","An easy way to use Log::ger in applications"
"PDL-2.068_07","2022-01-28T06:06:43","ETJ","backpan","developer","2.068_07","","PDL","Perl Data Language"
"SPVM-0.9132","2022-01-28T07:50:21","KIMOTO","cpan","released","0.9132","","SPVM","Static Perl Virtual Machine. Fast Calculation, Fast Array Operation, and Easy C/C++ Binding."
"Sentry-SDK-v1.0.11","2022-01-28T08:51:53","PMB","cpan","released","v1.0.11","","Sentry-SDK","sentry.io integration"
"Amazon-API-1.1.12","2022-01-28T13:58:56","BIGFOOT","backpan","released","v1.1.12","","Amazon-API","AWS API base class"
"Net-DNS-Resolver-Unbound-1.05","2022-01-28T14:20:41","RWF","backpan","released","1.05","","Net-DNS-Resolver-Unbound","Unbound resolver base for Net::DNS"
"LWP-UserAgent-Throttled-0.09","2022-01-28T16:16:59","NHORNE","latest","released","0.09","","LWP-UserAgent-Throttled","Throttle requests to a site"
"Archive-BagIt-0.090","2022-01-28T16:55:06","ART","cpan","released","0.090","","Archive-BagIt","The main module to handle bags."
"Form-Tiny-2.07","2022-01-28T17:07:25","BRTASTIC","cpan","released","2.07","","Form-Tiny","Input validator implementation centered around Type::Tiny"
"Archive-BagIt-Fast-0.090","2022-01-28T17:36:32","ART","latest","released","0.090","1","Archive-BagIt-Fast","A module to use IO::AIO to get better performance"
"Archive-BagIt-Plugin-SHA256-0.002","2022-01-28T17:44:25","ART","cpan","released","0.002","","Archive-BagIt-Plugin-SHA256","The role to load the sha256 plugin"
"PDL-2.069","2022-01-28T18:17:33","ETJ","backpan","released","2.069","","PDL","Perl Data Language"
"OAuth-Cmdline-0.07","2022-01-28T18:44:13","ATOOMIC","latest","released","0.07","","OAuth-Cmdline","OAuth2 for command line applications using web services"
"Music-Intervals-0.0700","2022-01-28T19:06:53","GENE","backpan","released","0.0700","","Music-Intervals","Breakdown of musical intervals"
"DateTime-Calendar-Christian-0.12_02","2022-01-28T20:30:30","WYANT","cpan","developer","0.12_02","","DateTime-Calendar-Christian","Dates in the Christian (combined Julian/Gregorian) calendar"
"Music-Intervals-0.0701","2022-01-28T20:47:08","GENE","backpan","released","0.0701","","Music-Intervals","Breakdown of musical intervals"
"App-Phoebe-4.05","2022-01-28T20:50:04","SCHROEDER","latest","released","4.05","","App-Phoebe","a Gemini-based wiki"
"App-wsgetmail-0.05","2022-01-28T20:56:54","BPS","latest","released","0.05","1","App-wsgetmail","Fetch mail from the cloud using webservices"
"PDL-2.070","2022-01-28T21:30:12","ETJ","backpan","released","2.070","","PDL","Perl Data Language"
"Net-Google-Drive-Simple-0.20","2022-01-28T22:47:07","ATOOMIC","cpan","released","0.20","","Net-Google-Drive-Simple","Simple modification of Google Drive data"
"Dist-Zilla-Plugin-MinimumPerlFast-0.005","2022-01-28T23:22:51","LEONT","latest","released","0.005","","Dist-Zilla-Plugin-MinimumPerlFast","Quickly detects the minimum version of Perl required for your dist"
"Music-Intervals-0.0702","2022-01-28T23:28:13","GENE","backpan","released","0.0702","","Music-Intervals","Breakdown of musical intervals"
"Geo-IPfree-1.16","2022-01-28T23:31:09","ATOOMIC","cpan","released","1.16","","Geo-IPfree","Geo::IPfree - Look up the country of an IPv4 address"
"Music-Intervals-0.0703","2022-01-28T23:49:09","GENE","backpan","released","0.0703","","Music-Intervals","Breakdown of musical intervals"
"App-SpamcupNG-0.010","2022-01-28T23:58:25","ARFREITAS","cpan","released","0.010","","App-SpamcupNG","module to export functions for spamcup program"
"Firefox-Marionette-1.21","2022-01-29T00:01:46","DDICK","backpan","released","1.21","","Firefox-Marionette","Automate the Firefox browser with the Marionette protocol"
"File-Slurper-Shortcuts-0.005","2022-01-29T00:06:04","PERLANCAR","latest","released","0.005","","File-Slurper-Shortcuts","Some convenience additions for File::Slurper"
"Log-ger-Output-Screen-0.019","2022-01-29T00:06:15","PERLANCAR","latest","released","0.019","","Log-ger-Output-Screen","Output log to screen"
"Neo4j-Bolt-0.4203","2022-01-29T00:23:03","MAJENSEN","latest","released","0.4203","","Neo4j-Bolt","Neo4j server agent using Bolt protocol"
"Music-Intervals-0.0704","2022-01-29T03:44:19","GENE","backpan","released","0.0704","","Music-Intervals","Breakdown of musical intervals"
"Music-Intervals-0.0705","2022-01-29T04:13:42","GENE","backpan","released","0.0705","","Music-Intervals","Breakdown of musical intervals"
"App-Greple-8.54","2022-01-29T04:26:41","UTASHIRO","cpan","released","8.54","","App-Greple","extensible grep with lexical expression and region handling"
"Firefox-Marionette-1.22","2022-01-29T04:59:27","DDICK","latest","released","1.22","","Firefox-Marionette","Automate the Firefox browser with the Marionette protocol"
"Form-Tiny-2.08","2022-01-29T11:53:29","BRTASTIC","cpan","released","2.08","","Form-Tiny","Input validator implementation centered around Type::Tiny"
"Amazon-Credentials-1.0.15","2022-01-29T12:07:21","BIGFOOT","cpan","released","v1.0.15","","Amazon-Credentials","AWS credentials discoverer"
"Dist-Zilla-PERLSRVDE-0.0.1","2022-01-29T12:18:59","PERLSRVDE","cpan","released","0.0.1","1","Dist-Zilla-PERLSRVDE","The plugin bundle we use at Perl-Services.de"
"Net-Google-Drive-Simple-0.21","2022-01-29T14:39:14","ATOOMIC","latest","released","0.21","","Net-Google-Drive-Simple","Simple modification of Google Drive data"
"JSON-Schema-Tiny-0.015","2022-01-29T17:53:49","ETHER","latest","released","0.015","","JSON-Schema-Tiny","Validate data against a schema, minimally"
"Font-PCF-0.02","2022-01-29T18:08:02","PEVANS","latest","released","0.02","","Font-PCF","read an X11 PCF font file"
"PDL-2.071","2022-01-29T21:56:48","ETJ","backpan","released","2.071","","PDL","Perl Data Language"
"App-Greple-8.55","2022-01-29T23:36:52","UTASHIRO","cpan","released","8.55","","App-Greple","extensible grep with lexical expression and region handling"
"App-CompleteUtils-0.180","2022-01-30T00:05:54","PERLANCAR","latest","released","0.180","","App-CompleteUtils","Collection of CLI utilities related to completion and Complete::*"
"App-PerlReleaseUtils-0.001","2022-01-30T00:06:05","PERLANCAR","latest","released","0.001","1","App-PerlReleaseUtils","Collection of utilities related to Perl distribution releases"
"Tk-HListbox-2.51","2022-01-30T00:49:36","TURNERJW","latest","released","2.51","","Tk-HListbox","Tk Listbox widget supporting images and text entries, Tk::HList-based drop-in replacement for Tk::Listbox."
"Tk-HMListbox-4.01","2022-01-30T01:22:41","TURNERJW","latest","released","4.01","","Tk-HMListbox","Sortable Multicolumn HListbox (allowing icons, along with text) with arrows in headers indicating sort order."
"PDL-2.072","2022-01-30T02:36:14","ETJ","backpan","released","2.072","","PDL","Perl Data Language"
"App-HomeBank2Ledger-0.010","2022-01-30T03:56:31","CCM","latest","released","0.010","","App-HomeBank2Ledger","A tool to convert HomeBank files to Ledger format"
"Lang-HL-1.071","2022-01-30T04:36:09","RAJ","cpan","released","1.071","","Lang-HL",""
"Lang-HL-2.001","2022-01-30T05:16:48","RAJ","cpan","released","2.001","","Lang-HL",""
"MsOffice-Word-HTML-Writer-1.06","2022-01-30T07:24:27","DAMI","cpan","released","1.06","","MsOffice-Word-HTML-Writer","Writing documents for MsWord in HTML format"
"Dist-Zilla-PERLSRVDE-0.0.2","2022-01-30T08:01:20","PERLSRVDE","cpan","released","0.0.2","","Dist-Zilla-PERLSRVDE","A dummy module for this namespace"
"Mojo-Netdata-0.02","2022-01-30T08:57:10","JHTHORSEN","cpan","released","0.02","","Mojo-Netdata","https://netdata.cloud plugin for Perl"
"Math-MatrixDecomposition-1.05","2022-01-30T09:14:07","RALPH","cpan","released","1.05","","Math-MatrixDecomposition","matrix decompositions and its applications"
"Podman-20220129.0","2022-01-30T10:58:00","TSCHAEFER","cpan","released","20220129.0","1","Podman","Library of bindings to use the RESTful API of Podman."
"mod_perl-2.0.12","2022-01-30T13:36:21","SHAY","latest","released","2.0.12","","mod_perl","Apache mod_perl changes logfile"
"Lang-HL-2.111","2022-01-30T13:45:22","RAJ","cpan","released","2.111","","Lang-HL",""
"DateTime-Calendar-Julian-0.107","2022-01-30T14:17:10","WYANT","latest","released","0.107","","DateTime-Calendar-Julian","DateTime object in the Julian calendar"
"Math-MatrixDecomposition-1.06","2022-01-30T14:46:29","RALPH","latest","released","1.06","","Math-MatrixDecomposition","matrix decompositions and its applications"
"Travel-Status-DE-IRIS-1.64","2022-01-30T17:00:59","DERF","latest","released","1.64","","Travel-Status-DE-IRIS","Interface to IRIS based web departure monitors."
"Net-SAML2-0.50-TRIAL","2022-01-30T18:01:56","TIMLEGGE","cpan","developer","0.50","","Net-SAML2","SAML bindings and protocol implementation"
"Acme-Resume-0.0109","2022-01-30T18:17:19","CSSON","latest","released","0.0104","","Acme-Resume","Write a human-readable resume in Perl"
"Net-SAML2-0.51-TRIAL","2022-01-30T18:17:29","TIMLEGGE","cpan","developer","0.51","","Net-SAML2","SAML bindings and protocol implementation"
"Catalyst-TraitFor-Request-StructuredParameters-0.008","2022-01-30T19:39:53","JJNAPIORK","latest","released","0.008","","Catalyst-TraitFor-Request-StructuredParameters","Enforce structural rules on your body and data parameters"
"Device-Chip-Adapter-LinuxKernel-0.00007","2022-01-30T22:33:16","SIMCOP","cpan","released","0.00007","","Device-Chip-Adapter-LinuxKernel","A Device::Chip::Adapter implementation"
"Venus-0.02","2022-01-30T23:54:17","CPANERY","backpan","released","0.02","","Venus","OO Library for Perl 5"
"App-pause-0.657","2022-01-31T00:06:19","PERLANCAR","latest","released","0.657","","App-pause","A CLI for PAUSE"
"Setup-File-TextFragment-0.070","2022-01-31T00:06:30","PERLANCAR","latest","released","0.070","","Setup-File-TextFragment","Insert/delete text fragment in a file (with undo support)"
"Device-Chip-Adapter-LinuxKernel-0.00008","2022-01-31T00:06:42","SIMCOP","latest","released","0.00008","","Device-Chip-Adapter-LinuxKernel","A Device::Chip::Adapter implementation"
"App-Greple-8.5501","2022-01-31T00:48:55","UTASHIRO","cpan","released","8.5501","","App-Greple","extensible grep with lexical expression and region handling"
"Music-Intervals-0.0706","2022-01-31T00:50:22","GENE","backpan","released","0.0706","","Music-Intervals","Breakdown of musical intervals"
"Net-mbedTLS-0.01_01","2022-01-31T01:09:25","FELIPE","backpan","developer","0.01_01","1","Net-mbedTLS","mbedTLS in Perl"
"Music-Intervals-0.0707","2022-01-31T01:28:35","GENE","backpan","released","0.0707","","Music-Intervals","Breakdown of musical intervals"
"Mojo-Netdata-0.03","2022-01-31T02:35:51","JHTHORSEN","latest","released","0.03","","Mojo-Netdata","https://netdata.cloud plugin for Perl"
"Net-SAML2-0.52","2022-01-31T03:18:05","TIMLEGGE","cpan","released","0.52","","Net-SAML2","SAML bindings and protocol implementation"
"Mail-Milter-Authentication-3.20220131","2022-01-31T04:11:17","MBRADSHAW","latest","released","3.20220131","","Mail-Milter-Authentication","A Perl Mail Authentication Milter"
"App-Greple-jq-0.02","2022-01-31T05:57:28","UTASHIRO","cpan","released","0.02","1","App-Greple-jq","greple module for jq frontend"
"Alien-SWIProlog-0.001_02","2022-01-31T07:43:41","ZMUGHAL","cpan","developer","0.001_02","","Alien-SWIProlog","Alien package for the SWI-Prolog Prolog interpreter"
"Archive-BagIt-0.091","2022-01-31T07:50:13","ART","cpan","released","0.091","","Archive-BagIt","The main module to handle bags."
"Alien-gdal-1.27","2022-01-31T07:56:11","SLAFFAN","latest","released","1.27","","Alien-gdal","Alien package for the Geospatial Data Abstraction Library (GDAL)"
"UI-Various-0.16","2022-01-31T08:33:01","DORNER","latest","released","0.16","","UI-Various","graphical/non-graphical user interface without external programs"
"SPVM-0.9133","2022-01-31T08:39:27","KIMOTO","cpan","released","0.9133","","SPVM","Static Perl Virtual Machine. Fast Calculation, Fast Array Operation, and Easy C/C++ Binding."
"Plack-Auth-SSO-OIDC-0.01","2022-01-31T09:01:50","NJFRANCK","cpan","released","0.01","1","Plack-Auth-SSO-OIDC","implementation of OpenID Connect for Plack::Auth::SSO"
"Crypt-PK-ECC-Schnorr-0.01","2022-01-31T09:03:17","GUL","latest","released","0.01","1","Crypt-PK-ECC-Schnorr","Public key cryptography based on EC with Schnorr signatures"
"Crypt-Digest-Scrypt-0.01","2022-01-31T09:08:45","GUL","cpan","released","0.01","1","Crypt-Digest-Scrypt","Scrypt key derivation function"
"Sentry-SDK-v1.0.12","2022-01-31T09:26:42","PMB","cpan","released","v1.0.12","","Sentry-SDK","sentry.io integration"
"Crypt-Digest-Scrypt-0.02","2022-01-31T10:45:30","GUL","latest","released","0.02","","Crypt-Digest-Scrypt","Scrypt key derivation function"
"Statistics-Descriptive-PDL-0.13","2022-01-31T10:46:58","SLAFFAN","latest","released","0.13","","Statistics-Descriptive-PDL","A close to drop-in replacement for Statistics::Descriptive using PDL as the back-end"
"Devel-Cover-Report-Coveralls-0.31","2022-01-31T11:26:23","MIKIHOSHI","latest","released","0.31","","Devel-Cover-Report-Coveralls","coveralls backend for Devel::Cover"
"Net-Fortinet-FortiManager-0.001000","2022-01-31T11:56:57","ABRAXXA","cpan","released","0.001000","1","Net-Fortinet-FortiManager","Fortinet FortiManager REST API client library"
"CLIPSeqTools-1.0.0","2022-01-31T12:56:30","MNSMAR","latest","released","1.0.0","","CLIPSeqTools","A collection of tools for the analysis of CLIP-Seq data."
"Amazon-Credentials-1.0.16","2022-01-31T13:13:40","BIGFOOT","cpan","released","v1.0.16","","Amazon-Credentials","AWS credentials discoverer"
