dayhour,state,somehead,key,value
2011-05-19d 20h,中国,test,rank,10
2011-05-19d 20h,中国,test,cxr,710
2011-05-19d 20h,中国,test,cnt,64
2011-05-19d 20h,中国,test,rank,10
2011-05-19d 20h,中国,test,cxr,640
2011-05-19d 20h,中国,test,cnt,29
2011-05-19d 20h,中国,test,rank,10
2011-05-19d 20h,中国,test,cxr,290
2011-05-19d 20h,中国,test,cnt,106
2011-05-19d 20h,中国,test,rank,10
2011-05-19d 20h,中国,test,cxr,1060
2011-05-19d 20h,中国,test,cnt,66
2011-05-19d 20h,中国,test,rank,10
2011-05-19d 20h,中国,test,cxr,660
2011-05-19d 20h,中国,test,cnt,65
2011-05-19d 20h,中国,test,rank,10
2011-05-19d 20h,中国,test,cxr,650
2011-05-19d 01h,中国,test,cnt,51
2011-05-19d 01h,中国,test,rank,10
2011-05-19d 01h,中国,test,cxr,510
2011-05-19d 01h,中国,test,cnt,30
2011-05-19d 01h,中国,test,rank,10
2011-05-19d 01h,中国,test,cxr,300
2011-05-19d 01h,中国,test,cnt,33
2011-05-19d 01h,中国,test,rank,10
2011-05-19d 01h,中国,test,cxr,330
2011-05-19d 01h,中国,test,cnt,158
2011-05-19d 01h,中国,test,rank,10
2011-05-19d 01h,中国,test,cxr,1580
2011-05-19d 01h,中国,test,cnt,3620
2011-05-19d 01h,中国,test,rank,10
2011-05-19d 01h,中国,test,cxr,36200
2011-05-19d 01h,中国,test,cnt,2767
2011-05-19d 01h,中国,test,rank,10
2011-05-19d 01h,中国,test,cxr,27670
2011-05-19d 01h,中国,test,cnt,3027
2011-05-19d 01h,中国,test,rank,10
2011-05-19d 01h,中国,test,cxr,30270
2011-05-19d 01h,中国,test,cnt,3451
2011-05-19d 01h,中国,test,rank,10
2011-05-19d 01h,中国,test,cxr,34510
2011-05-19d 01h,中国,test,cnt,14
2011-05-19d 01h,中国,test,rank,10
2011-05-19d 01h,中国,test,cxr,140
2011-05-19d 01h,中国,test,cnt,25
2011-05-19d 01h,中国,test,rank,10
2011-05-19d 01h,中国,test,cxr,250
2011-05-19d 01h,中国,test,cnt,28
2011-05-19d 01h,中国,test,rank,10
2011-05-19d 01h,中国,test,cxr,280
2011-05-19d 01h,中国,test,cnt,24
2011-05-19d 01h,中国,test,rank,10
2011-05-19d 01h,中国,test,cxr,240
2011-05-19d 01h,中国,test,cnt,3280
2011-05-19d 01h,中国,test,rank,10
2011-05-19d 01h,中国,test,cxr,32800
2011-05-19d 01h,中国,test,cnt,3321
2011-05-19d 01h,中国,test,rank,10
2011-05-19d 01h,中国,test,cxr,33210
2011-05-19d 01h,中国,test,cnt,62
2011-05-19d 01h,中国,test,rank,10
2011-05-19d 01h,中国,test,cxr,620
2011-05-19d 01h,中国,test,cnt,3569
2011-05-19d 01h,中国,test,rank,10
2011-05-19d 01h,中国,test,cxr,35690
2011-05-19d 01h,中国,test,cnt,35
2011-05-19d 01h,中国,test,rank,10
2011-05-19d 01h,中国,test,cxr,350
2011-05-19d 01h,中国,test,cnt,3793
2011-05-19d 01h,中国,test,rank,10
2011-05-19d 01h,中国,test,cxr,37930
2011-05-19d 01h,中国,test,cnt,20
2011-05-19d 01h,中国,test,rank,10
2011-05-19d 01h,中国,test,cxr,200
2011-05-19d 01h,中国,test,cnt,37
2011-05-19d 01h,中国,test,rank,10
2011-05-19d 01h,中国,test,cxr,370
2011-05-19d 01h,中国,test,cnt,3853
2011-05-19d 01h,中国,test,rank,10
2011-05-19d 01h,中国,test,cxr,38530
2011-05-19d 01h,中国,test,cnt,28
2011-05-19d 01h,中国,test,rank,10
2011-05-19d 01h,中国,test,cxr,280
2011-05-19d 01h,中国,test,cnt,531
2011-05-19d 01h,中国,test,rank,10
2011-05-19d 01h,中国,test,cxr,5310
2011-05-19d 01h,中国,test,cnt,3867
2011-05-19d 01h,中国,test,rank,10
2011-05-19d 01h,中国,test,cxr,38670
2011-05-19d 01h,中国,test,cnt,26
2011-05-19d 01h,中国,test,rank,10
2011-05-19d 01h,中国,test,cxr,260
2011-05-19d 01h,中国,test,cnt,74
2011-05-19d 01h,中国,test,rank,10
2011-05-19d 01h,中国,test,cxr,740
2011-05-19d 01h,中国,test,cnt,41
2011-05-19d 01h,中国,test,rank,10
2011-05-19d 01h,中国,test,cxr,410
2011-05-19d 01h,中国,test,cnt,3533
2011-05-19d 01h,中国,test,rank,10
2011-05-19d 01h,中国,test,cxr,35330
2011-05-19d 01h,中国,test,cnt,27
2011-05-19d 01h,中国,test,rank,10
2011-05-19d 01h,中国,test,cxr,270
2011-05-19d 01h,中国,test,cnt,55
2011-05-19d 01h,中国,test,rank,10
2011-05-19d 01h,中国,test,cxr,550
2011-05-19d 01h,中国,test,cnt,77
2011-05-19d 01h,中国,test,rank,10
2011-05-19d 01h,中国,test,cxr,770
2011-05-19d 01h,中国,test,cnt,28
2011-05-19d 01h,中国,test,rank,10
2011-05-19d 01h,中国,test,cxr,280
2011-05-19d 01h,中国,test,cnt,36
2011-05-19d 01h,中国,test,rank,10
2011-05-19d 01h,中国,test,cxr,360
2011-05-19d 01h,中国,test,cnt,24
2011-05-19d 01h,中国,test,rank,10
2011-05-19d 01h,中国,test,cxr,240
2011-05-19d 01h,中国,test,cnt,32
2011-05-19d 01h,中国,test,rank,10
2011-05-19d 01h,中国,test,cxr,320
2011-05-19d 01h,中国,test,cnt,24
2011-05-19d 01h,中国,test,rank,10
2011-05-19d 01h,中国,test,cxr,240
2011-05-19d 01h,中国,test,cnt,39
2011-05-19d 01h,中国,test,rank,10
2011-05-19d 01h,中国,test,cxr,390
2011-05-19d 01h,中国,test,cnt,41
2011-05-19d 01h,中国,test,rank,10
2011-05-19d 01h,中国,test,cxr,410
2011-05-19d 01h,中国,test,cnt,3865
2011-05-19d 01h,中国,test,rank,10
2011-05-19d 01h,中国,test,cxr,38650
2011-05-19d 01h,中国,test,cnt,42
2011-05-19d 01h,中国,test,rank,10
2011-05-19d 01h,中国,test,cxr,420
2011-05-19d 01h,中国,test,cnt,40
2011-05-19d 01h,中国,test,rank,10
2011-05-19d 01h,中国,test,cxr,400
2011-05-19d 01h,中国,test,cnt,33
2011-05-19d 01h,中国,test,rank,10
2011-05-19d 01h,中国,test,cxr,330
2011-05-19d 01h,中国,test,cnt,2526
2011-05-19d 01h,中国,test,rank,10
2011-05-19d 01h,中国,test,cxr,25260
2011-05-19d 01h,中国,test,cnt,1220
2011-05-19d 01h,中国,test,rank,10
2011-05-19d 01h,中国,test,cxr,12200
2011-05-19d 01h,中国,test,cnt,58
2011-05-19d 01h,中国,test,rank,10
2011-05-19d 01h,中国,test,cxr,580
2011-05-19d 01h,中国,test,cnt,27
2011-05-19d 01h,中国,test,rank,10
2011-05-19d 01h,中国,test,cxr,270
2011-05-19d 01h,中国,test,cnt,38
2011-05-19d 01h,中国,test,rank,10
2011-05-19d 01h,中国,test,cxr,380
2011-05-19d 01h,中国,test,cnt,335
2011-05-19d 01h,中国,test,rank,10
2011-05-19d 01h,中国,test,cxr,3350
2011-05-19d 01h,中国,test,cnt,48
2011-05-19d 01h,中国,test,rank,10
2011-05-19d 01h,中国,test,cxr,480
2011-05-19d 01h,中国,test,cnt,241
2011-05-19d 01h,中国,test,rank,10
2011-05-19d 01h,中国,test,cxr,2410
2011-05-19d 01h,中国,test,cnt,39
2011-05-19d 01h,中国,test,rank,10
2011-05-19d 01h,中国,test,cxr,390
2011-05-19d 01h,中国,test,cnt,4107
2011-05-19d 01h,中国,test,rank,10
2011-05-19d 01h,中国,test,cxr,41070
2011-05-19d 01h,中国,test,cnt,113
2011-05-19d 01h,中国,test,rank,10
2011-05-19d 01h,中国,test,cxr,1130
2011-05-19d 01h,中国,test,cnt,58
2011-05-19d 01h,中国,test,rank,10
2011-05-19d 01h,中国,test,cxr,580
2011-05-19d 01h,中国,test,cnt,4153
2011-05-19d 01h,中国,test,rank,10
2011-05-19d 01h,中国,test,cxr,41530
2011-05-19d 01h,中国,test,cnt,3471
2011-05-19d 01h,中国,test,rank,10
2011-05-19d 01h,中国,test,cxr,34710
2011-05-19d 01h,中国,test,cnt,3871
2011-05-19d 01h,中国,test,rank,10
2011-05-19d 01h,中国,test,cxr,38710
2011-05-19d 01h,中国,test,cnt,24
2011-05-19d 01h,中国,test,rank,10
2011-05-19d 01h,中国,test,cxr,240
2011-05-19d 01h,中国,test,cnt,3474
2011-05-19d 01h,中国,test,rank,10
2011-05-19d 01h,中国,test,cxr,34740
2011-05-19d 01h,中国,test,cnt,40
2011-05-19d 01h,中国,test,rank,10
2011-05-19d 01h,中国,test,cxr,400
2011-05-19d 01h,中国,test,cnt,3103
2011-05-19d 01h,中国,test,rank,10
2011-05-19d 01h,中国,test,cxr,31030
2011-05-19d 01h,中国,test,cnt,3928
2011-05-19d 01h,中国,test,rank,10
2011-05-19d 01h,中国,test,cxr,39280
2011-05-19d 01h,中国,test,cnt,4198
2011-05-19d 01h,中国,test,rank,10
2011-05-19d 01h,中国,test,cxr,41980
2011-05-19d 01h,中国,test,cnt,1929
2011-05-19d 01h,中国,test,rank,10
2011-05-19d 01h,中国,test,cxr,19290
2011-05-19d 01h,中国,test,cnt,3642
2011-05-19d 01h,中国,test,rank,10
2011-05-19d 01h,中国,test,cxr,36420
2011-05-19d 01h,中国,test,cnt,872
2011-05-19d 01h,中国,test,rank,10
2011-05-19d 01h,中国,test,cxr,8720
2011-05-19d 01h,中国,test,cnt,3424
2011-05-19d 01h,中国,test,rank,10
2011-05-19d 01h,中国,test,cxr,34240
2011-05-19d 01h,中国,test,cnt,70
2011-05-19d 01h,中国,test,rank,10
2011-05-19d 01h,中国,test,cxr,700
2011-05-19d 01h,中国,test,cnt,22
2011-05-19d 01h,中国,test,rank,10
2011-05-19d 01h,中国,test,cxr,220
2011-05-19d 01h,中国,test,cnt,47
2011-05-19d 01h,中国,test,rank,10
2011-05-19d 01h,中国,test,cxr,470
2011-05-19d 09h,中国,test,cnt,48
2011-05-19d 09h,中国,test,rank,10
2011-05-19d 09h,中国,test,cxr,480
2011-05-19d 09h,中国,test,cnt,5
2011-05-19d 09h,中国,test,rank,10
2011-05-19d 09h,中国,test,cxr,50
2011-05-19d 09h,中国,test,cnt,44
2011-05-19d 09h,中国,test,rank,10
2011-05-19d 09h,中国,test,cxr,440
2011-05-19d 09h,中国,test,cnt,15
2011-05-19d 09h,中国,test,rank,10
2011-05-19d 09h,中国,test,cxr,150
2011-05-19d 09h,中国,test,cnt,12
2011-05-19d 09h,中国,test,rank,10
2011-05-19d 09h,中国,test,cxr,120
2011-05-19d 09h,中国,test,cnt,13
2011-05-19d 09h,中国,test,rank,10
2011-05-19d 09h,中国,test,cxr,130
2011-05-19d 09h,中国,test,cnt,52
2011-05-19d 09h,中国,test,rank,10
2011-05-19d 09h,中国,test,cxr,520
2011-05-19d 09h,中国,test,cnt,44
2011-05-19d 09h,中国,test,rank,10
2011-05-19d 09h,中国,test,cxr,440
2011-05-19d 09h,中国,test,cnt,41
2011-05-19d 09h,中国,test,rank,10
2011-05-19d 09h,中国,test,cxr,410
2011-05-19d 09h,中国,test,cnt,48
2011-05-19d 09h,中国,test,rank,10
2011-05-19d 09h,中国,test,cxr,480
2011-05-19d 09h,中国,test,cnt,9
2011-05-19d 09h,中国,test,rank,10
2011-05-19d 09h,中国,test,cxr,90
2011-05-19d 09h,中国,test,cnt,1174
2011-05-19d 09h,中国,test,rank,10
2011-05-19d 09h,中国,test,cxr,11740
2011-05-19d 09h,中国,test,cnt,1193
2011-05-19d 09h,中国,test,rank,10
2011-05-19d 09h,中国,test,cxr,11930
2011-05-19d 09h,中国,test,cnt,3343
2011-05-19d 09h,中国,test,rank,10
2011-05-19d 09h,中国,test,cxr,33430
2011-05-19d 09h,中国,test,cnt,49
2011-05-19d 09h,中国,test,rank,10
2011-05-19d 09h,中国,test,cxr,490
2011-05-19d 09h,中国,test,cnt,7
2011-05-19d 09h,中国,test,rank,10
2011-05-19d 09h,中国,test,cxr,70
2011-05-19d 09h,中国,test,cnt,51
2011-05-19d 09h,中国,test,rank,10
2011-05-19d 09h,中国,test,cxr,510
2011-05-19d 09h,中国,test,cnt,50
2011-05-19d 09h,中国,test,rank,10
2011-05-19d 09h,中国,test,cxr,500
2011-05-19d 09h,中国,test,cnt,50
2011-05-19d 09h,中国,test,rank,10
2011-05-19d 09h,中国,test,cxr,500
2011-05-19d 09h,中国,test,cnt,50
2011-05-19d 09h,中国,test,rank,10
2011-05-19d 09h,中国,test,cxr,500
2011-05-19d 09h,中国,test,cnt,50
2011-05-19d 09h,中国,test,rank,10
2011-05-19d 09h,中国,test,cxr,500
2011-05-19d 09h,中国,test,cnt,50
2011-05-19d 09h,中国,test,rank,10
2011-05-19d 09h,中国,test,cxr,500
2011-05-19d 09h,中国,test,cnt,7
2011-05-19d 09h,中国,test,rank,10
2011-05-19d 09h,中国,test,cxr,70
2011-05-19d 09h,中国,test,cnt,12
2011-05-19d 09h,中国,test,rank,10
2011-05-19d 09h,中国,test,cxr,120
2011-05-19d 05h,中国,test,cnt,30001
2011-05-19d 05h,中国,test,rank,10
2011-05-19d 05h,中国,test,cxr,300010
2011-05-19d 05h,中国,test,cnt,12500
2011-05-19d 05h,中国,test,rank,10
2011-05-19d 05h,中国,test,cxr,125000
2011-05-19d 05h,中国,test,cnt,11357
2011-05-19d 05h,中国,test,rank,10
2011-05-19d 05h,中国,test,cxr,113570
2011-05-19d 05h,中国,test,cnt,20502
2011-05-19d 05h,中国,test,rank,10
2011-05-19d 05h,中国,test,cxr,205020
2011-05-19d 05h,中国,test,cnt,29200
2011-05-19d 05h,中国,test,rank,10
2011-05-19d 05h,中国,test,cxr,292000
2011-05-19d 05h,中国,test,cnt,26856
2011-05-19d 05h,中国,test,rank,10
2011-05-19d 05h,中国,test,cxr,268560
2011-05-19d 05h,中国,test,cnt,17919
2011-05-19d 05h,中国,test,rank,10
2011-05-19d 05h,中国,test,cxr,179190
2011-05-19d 05h,中国,test,cnt,30001
2011-05-19d 05h,中国,test,rank,10
2011-05-19d 05h,中国,test,cxr,300010
2011-05-19d 05h,中国,test,cnt,15181
2011-05-19d 05h,中国,test,rank,10
2011-05-19d 05h,中国,test,cxr,151810
2011-05-19d 05h,中国,test,cnt,7427
2011-05-19d 05h,中国,test,rank,10
2011-05-19d 05h,中国,test,cxr,74270
2011-05-19d 05h,中国,test,cnt,518
2011-05-19d 05h,中国,test,rank,10
2011-05-19d 05h,中国,test,cxr,5180
2011-05-19d 05h,中国,test,cnt,13927
2011-05-19d 05h,中国,test,rank,10
2011-05-19d 05h,中国,test,cxr,139270
2011-05-19d 05h,中国,test,cnt,306
2011-05-19d 05h,中国,test,rank,10
2011-05-19d 05h,中国,test,cxr,3060
2011-05-19d 05h,中国,test,cnt,312
2011-05-19d 05h,中国,test,rank,10
2011-05-19d 05h,中国,test,cxr,3120
2011-05-19d 05h,中国,test,cnt,304
2011-05-19d 05h,中国,test,rank,10
2011-05-19d 05h,中国,test,cxr,3040
2011-05-19d 05h,中国,test,cnt,303
2011-05-19d 05h,中国,test,rank,10
2011-05-19d 05h,中国,test,cxr,3030
2011-05-19d 05h,中国,test,cnt,5317
2011-05-19d 05h,中国,test,rank,10
2011-05-19d 05h,中国,test,cxr,53170
2011-05-19d 05h,中国,test,cnt,6016
2011-05-19d 05h,中国,test,rank,10
2011-05-19d 05h,中国,test,cxr,60160
2011-05-19d 05h,中国,test,cnt,30000
2011-05-19d 05h,中国,test,rank,10
2011-05-19d 05h,中国,test,cxr,300000
2011-05-19d 05h,中国,test,cnt,30003
2011-05-19d 05h,中国,test,rank,10
2011-05-19d 05h,中国,test,cxr,300030
2011-05-19d 05h,中国,test,cnt,30000
2011-05-19d 05h,中国,test,rank,10
2011-05-19d 05h,中国,test,cxr,300000
2011-05-19d 05h,中国,test,cnt,4518
2011-05-19d 05h,中国,test,rank,10
2011-05-19d 05h,中国,test,cxr,45180
2011-05-19d 05h,中国,test,cnt,30000
2011-05-19d 05h,中国,test,rank,10
2011-05-19d 05h,中国,test,cxr,300000
2011-05-19d 05h,中国,test,cnt,19582
2011-05-19d 05h,中国,test,rank,10
2011-05-19d 05h,中国,test,cxr,195820
2011-05-19d 05h,中国,test,cnt,30000
2011-05-19d 05h,中国,test,rank,10
2011-05-19d 05h,中国,test,cxr,300000
2011-05-19d 05h,中国,test,cnt,2919
2011-05-19d 05h,中国,test,rank,10
2011-05-19d 05h,中国,test,cxr,29190
2011-05-19d 05h,中国,test,cnt,725
2011-05-19d 05h,中国,test,rank,10
2011-05-19d 05h,中国,test,cxr,7250
2011-05-19d 05h,中国,test,cnt,7007
2011-05-19d 05h,中国,test,rank,10
2011-05-19d 05h,中国,test,cxr,70070
2011-05-19d 05h,中国,test,cnt,23112
2011-05-19d 05h,中国,test,rank,10
2011-05-19d 05h,中国,test,cxr,231120
2011-05-19d 05h,中国,test,cnt,30000
2011-05-19d 05h,中国,test,rank,10
2011-05-19d 05h,中国,test,cxr,300000
2011-05-19d 05h,中国,test,cnt,30000
2011-05-19d 05h,中国,test,rank,10
2011-05-19d 05h,中国,test,cxr,300000
2011-05-19d 05h,中国,test,cnt,29526
2011-05-19d 05h,中国,test,rank,10
2011-05-19d 05h,中国,test,cxr,295260
2011-05-19d 05h,中国,test,cnt,22706
2011-05-19d 05h,中国,test,rank,10
2011-05-19d 05h,中国,test,cxr,227060
2011-05-19d 05h,中国,test,cnt,15904
2011-05-19d 05h,中国,test,rank,10
2011-05-19d 05h,中国,test,cxr,159040
2011-05-19d 05h,中国,test,cnt,21660
2011-05-19d 05h,中国,test,rank,10
2011-05-19d 05h,中国,test,cxr,216600
2011-05-19d 05h,中国,test,cnt,30000
2011-05-19d 05h,中国,test,rank,10
2011-05-19d 05h,中国,test,cxr,300000
2011-05-19d 05h,中国,test,cnt,4459
2011-05-19d 05h,中国,test,rank,10
2011-05-19d 05h,中国,test,cxr,44590
2011-05-19d 05h,中国,test,cnt,22081
2011-05-19d 05h,中国,test,rank,10
2011-05-19d 05h,中国,test,cxr,220810
2011-05-19d 05h,中国,test,cnt,21967
2011-05-19d 05h,中国,test,rank,10
2011-05-19d 05h,中国,test,cxr,219670
2011-05-19d 05h,中国,test,cnt,6485
2011-05-19d 05h,中国,test,rank,10
2011-05-19d 05h,中国,test,cxr,64850
2011-05-19d 05h,中国,test,cnt,11834
2011-05-19d 05h,中国,test,rank,10
2011-05-19d 05h,中国,test,cxr,118340
2011-05-19d 05h,中国,test,cnt,7361
2011-05-19d 05h,中国,test,rank,10
2011-05-19d 05h,中国,test,cxr,73610
2011-05-19d 05h,中国,test,cnt,16625
2011-05-19d 05h,中国,test,rank,10
2011-05-19d 05h,中国,test,cxr,166250
2011-05-19d 05h,中国,test,cnt,20643
2011-05-19d 05h,中国,test,rank,10
2011-05-19d 05h,中国,test,cxr,206430
2011-05-19d 05h,中国,test,cnt,30002
2011-05-19d 05h,中国,test,rank,10
2011-05-19d 05h,中国,test,cxr,300020
2011-05-19d 05h,中国,test,cnt,311
2011-05-19d 05h,中国,test,rank,10
2011-05-19d 05h,中国,test,cxr,3110
2011-05-19d 05h,中国,test,cnt,30000
2011-05-19d 05h,中国,test,rank,10
2011-05-19d 05h,中国,test,cxr,300000
2011-05-19d 05h,中国,test,cnt,25369
2011-05-19d 05h,中国,test,rank,10
2011-05-19d 05h,中国,test,cxr,253690
2011-05-19d 05h,中国,test,cnt,16250
2011-05-19d 05h,中国,test,rank,10
2011-05-19d 05h,中国,test,cxr,162500
2011-05-19d 05h,中国,test,cnt,4500
2011-05-19d 05h,中国,test,rank,10
2011-05-19d 05h,中国,test,cxr,45000
2011-05-19d 05h,中国,test,cnt,30005
2011-05-19d 05h,中国,test,rank,10
2011-05-19d 05h,中国,test,cxr,300050
2011-05-19d 05h,中国,test,cnt,14397
2011-05-19d 05h,中国,test,rank,10
2011-05-19d 05h,中国,test,cxr,143970
2011-05-19d 05h,中国,test,cnt,4495
2011-05-19d 05h,中国,test,rank,10
2011-05-19d 05h,中国,test,cxr,44950
2011-05-19d 05h,中国,test,cnt,30000
2011-05-19d 05h,中国,test,rank,10
2011-05-19d 05h,中国,test,cxr,300000
2011-05-19d 05h,中国,test,cnt,27388
2011-05-19d 05h,中国,test,rank,10
2011-05-19d 05h,中国,test,cxr,273880
2011-05-19d 05h,中国,test,cnt,25153
2011-05-19d 05h,中国,test,rank,10
2011-05-19d 05h,中国,test,cxr,251530
2011-05-19d 05h,中国,test,cnt,22689
2011-05-19d 05h,中国,test,rank,10
2011-05-19d 05h,中国,test,cxr,226890
2011-05-19d 05h,中国,test,cnt,16571
2011-05-19d 05h,中国,test,rank,10
2011-05-19d 05h,中国,test,cxr,165710
2011-05-19d 05h,中国,test,cnt,12470
2011-05-19d 05h,中国,test,rank,10
2011-05-19d 05h,中国,test,cxr,124700
2011-05-19d 05h,中国,test,cnt,20186
2011-05-19d 05h,中国,test,rank,10
2011-05-19d 05h,中国,test,cxr,201860
2011-05-19d 05h,中国,test,cnt,26002
2011-05-19d 05h,中国,test,rank,10
2011-05-19d 05h,中国,test,cxr,260020
2011-05-19d 05h,中国,test,cnt,19280
2011-05-19d 05h,中国,test,rank,10
2011-05-19d 05h,中国,test,cxr,192800
2011-05-19d 05h,中国,test,cnt,14804
2011-05-19d 05h,中国,test,rank,10
2011-05-19d 05h,中国,test,cxr,148040
2011-05-19d 05h,中国,test,cnt,6779
2011-05-19d 05h,中国,test,rank,10
2011-05-19d 05h,中国,test,cxr,67790
2011-05-19d 05h,中国,test,cnt,6073
2011-05-19d 05h,中国,test,rank,10
2011-05-19d 05h,中国,test,cxr,60730
2011-05-19d 05h,中国,test,cnt,3260
2011-05-19d 05h,中国,test,rank,10
2011-05-19d 05h,中国,test,cxr,32600
2011-05-19d 05h,中国,test,cnt,13932
2011-05-19d 05h,中国,test,rank,10
2011-05-19d 05h,中国,test,cxr,139320
2011-05-19d 05h,中国,test,cnt,15945
2011-05-19d 05h,中国,test,rank,10
2011-05-19d 05h,中国,test,cxr,159450
2011-05-19d 05h,中国,test,cnt,18069
2011-05-19d 05h,中国,test,rank,10
2011-05-19d 05h,中国,test,cxr,180690
2011-05-19d 05h,中国,test,cnt,30000
2011-05-19d 05h,中国,test,rank,10
2011-05-19d 05h,中国,test,cxr,300000
2011-05-19d 05h,中国,test,cnt,27909
2011-05-19d 05h,中国,test,rank,10
2011-05-19d 05h,中国,test,cxr,279090
2011-05-19d 05h,中国,test,cnt,26083
2011-05-19d 05h,中国,test,rank,10
2011-05-19d 05h,中国,test,cxr,260830
2011-05-19d 05h,中国,test,cnt,13925
2011-05-19d 05h,中国,test,rank,10
2011-05-19d 05h,中国,test,cxr,139250
2011-05-19d 05h,中国,test,cnt,3916
2011-05-19d 05h,中国,test,rank,10
2011-05-19d 05h,中国,test,cxr,39160
2011-05-19d 05h,中国,test,cnt,17094
2011-05-19d 05h,中国,test,rank,10
2011-05-19d 05h,中国,test,cxr,170940
2011-05-19d 05h,中国,test,cnt,21171
2011-05-19d 05h,中国,test,rank,10
2011-05-19d 05h,中国,test,cxr,211710
2011-05-19d 05h,中国,test,cnt,23784
2011-05-19d 05h,中国,test,rank,10
2011-05-19d 05h,中国,test,cxr,237840
2011-05-19d 05h,中国,test,cnt,30001
2011-05-19d 05h,中国,test,rank,10
2011-05-19d 05h,中国,test,cxr,300010
2011-05-19d 05h,中国,test,cnt,30000
2011-05-19d 05h,中国,test,rank,10
2011-05-19d 05h,中国,test,cxr,300000
2011-05-19d 05h,中国,test,cnt,29999
2011-05-19d 05h,中国,test,rank,10
2011-05-19d 05h,中国,test,cxr,299990
2011-05-19d 05h,中国,test,cnt,3503
2011-05-19d 05h,中国,test,rank,10
2011-05-19d 05h,中国,test,cxr,35030
2011-05-19d 05h,中国,test,cnt,25950
2011-05-19d 05h,中国,test,rank,10
2011-05-19d 05h,中国,test,cxr,259500
2011-05-19d 05h,中国,test,cnt,30000
2011-05-19d 05h,中国,test,rank,10
2011-05-19d 05h,中国,test,cxr,300000
2011-05-19d 05h,中国,test,cnt,2282
2011-05-19d 05h,中国,test,rank,10
2011-05-19d 05h,中国,test,cxr,22820
2011-05-19d 05h,中国,test,cnt,22283
2011-05-19d 05h,中国,test,rank,10
2011-05-19d 05h,中国,test,cxr,222830
2011-05-19d 05h,中国,test,cnt,30000
2011-05-19d 05h,中国,test,rank,10
2011-05-19d 05h,中国,test,cxr,300000
2011-05-19d 05h,中国,test,cnt,23135
2011-05-19d 05h,中国,test,rank,10
2011-05-19d 05h,中国,test,cxr,231350
2011-05-19d 05h,中国,test,cnt,30000
2011-05-19d 05h,中国,test,rank,10
2011-05-19d 05h,中国,test,cxr,300000
2011-05-19d 05h,中国,test,cnt,25722
2011-05-19d 05h,中国,test,rank,10
2011-05-19d 05h,中国,test,cxr,257220
2011-05-19d 05h,中国,test,cnt,9824
2011-05-19d 05h,中国,test,rank,10
2011-05-19d 05h,中国,test,cxr,98240
2011-05-19d 05h,中国,test,cnt,4112
2011-05-19d 05h,中国,test,rank,10
2011-05-19d 05h,中国,test,cxr,41120
2011-05-19d 05h,中国,test,cnt,1055
2011-05-19d 05h,中国,test,rank,10
2011-05-19d 05h,中国,test,cxr,10550
2011-05-19d 05h,中国,test,cnt,3454
2011-05-19d 05h,中国,test,rank,10
2011-05-19d 05h,中国,test,cxr,34540
2011-05-19d 05h,中国,test,cnt,19111
2011-05-19d 05h,中国,test,rank,10
2011-05-19d 05h,中国,test,cxr,191110
2011-05-19d 05h,中国,test,cnt,30005
2011-05-19d 05h,中国,test,rank,10
2011-05-19d 05h,中国,test,cxr,300050
2011-05-19d 05h,中国,test,cnt,10402
2011-05-19d 05h,中国,test,rank,10
2011-05-19d 05h,中国,test,cxr,104020
2011-05-19d 05h,中国,test,cnt,10063
2011-05-19d 05h,中国,test,rank,10
2011-05-19d 05h,中国,test,cxr,100630
2011-05-19d 05h,中国,test,cnt,13853
2011-05-19d 05h,中国,test,rank,10
2011-05-19d 05h,中国,test,cxr,138530
2011-05-19d 05h,中国,test,cnt,30006
2011-05-19d 05h,中国,test,rank,10
2011-05-19d 05h,中国,test,cxr,300060
2011-05-19d 05h,中国,test,cnt,26866
2011-05-19d 05h,中国,test,rank,10
2011-05-19d 05h,中国,test,cxr,268660
2011-05-19d 05h,中国,test,cnt,26623
2011-05-19d 05h,中国,test,rank,10
2011-05-19d 05h,中国,test,cxr,266230
2011-05-19d 05h,中国,test,cnt,26066
2011-05-19d 05h,中国,test,rank,10
2011-05-19d 05h,中国,test,cxr,260660
2011-05-19d 05h,中国,test,cnt,25647
2011-05-19d 05h,中国,test,rank,10
2011-05-19d 05h,中国,test,cxr,256470
2011-05-19d 05h,中国,test,cnt,19154
2011-05-19d 05h,中国,test,rank,10
2011-05-19d 05h,中国,test,cxr,191540
2011-05-19d 05h,中国,test,cnt,14599
2011-05-19d 05h,中国,test,rank,10
2011-05-19d 05h,中国,test,cxr,145990
2011-05-19d 05h,中国,test,cnt,1529
2011-05-19d 05h,中国,test,rank,10
2011-05-19d 05h,中国,test,cxr,15290
2011-05-19d 05h,中国,test,cnt,343
2011-05-19d 05h,中国,test,rank,10
2011-05-19d 05h,中国,test,cxr,3430
2011-05-19d 05h,中国,test,cnt,932
2011-05-19d 05h,中国,test,rank,10
2011-05-19d 05h,中国,test,cxr,9320
2011-05-19d 05h,中国,test,cnt,6531
2011-05-19d 05h,中国,test,rank,10
2011-05-19d 05h,中国,test,cxr,65310
2011-05-19d 05h,中国,test,cnt,15745
2011-05-19d 05h,中国,test,rank,10
2011-05-19d 05h,中国,test,cxr,157450
2011-05-19d 05h,中国,test,cnt,20577
2011-05-19d 05h,中国,test,rank,10
2011-05-19d 05h,中国,test,cxr,205770
