node,neighbor,weight
ur9978,tq1274,93648
ur9978,kz7906,42447
nm7020,iu8672,58564
bu220,vq4959,49348
uc2588,xk3207,58256
uc2588,rv1220,98188
xk1903,xk3207,7944
mc7586,qw7129,37732
eo3673,tj3099,1088
ix9841,fx3240,6777
iu7963,uz3350,25003
va4590,kk980,75311
va4590,qw7129,49864
tg9653,db3649,10081
tg9653,yl5791,30559
tz9514,pj5678,71245
fw4465,ut6085,99663
ek3272,zb50,19567
lm5732,ux1630,81865
lm5732,ga2978,29663
bc1523,ao6212,95293
ao6212,bc1523,95293
ql3669,fm257,48670
ga2978,lm5732,29663
ga2978,zp5727,25134
st7010,sn8163,79422
ze7523,jd6930,52957
ze7523,vk9711,78981
kx3927,fs8290,37295
kx3927,qj3284,99843
vt3609,pm8154,85767
ki6105,ij6854,24006
lf4301,dj1731,21591
zm6387,sx401,34997
vn2604,wg9253,91135
vn2604,vn3174,48239
sc7374,kg2975,19098
ps5461,qh7894,42182
zq687,sp9640,98979
eb3960,dg4133,69708
abc123,xyz789,1000000
abc123,I_AM_A_TEST,12345
xyz789,abc123,1000000
I_AM_A_TEST,abc123,12345
