code,title,description
5014,"ANGKUTAN LAUT LUAR NEGERI UNTUK BARANG","Subgolongan ini mencakup :- Angkatan laut luar negeri untuk barang, baik terjadwal atau tidak - Angkutan menggunakan kapal barang, kapal minyak dan lain-lainSubgolongan ini tidak mencakup :- Tempat penyimpanan barang, lihat 5210- Pengoperasian pelabuhan dan kegiatan tambahan lainnya misalnya dermaga, pilotage, pengangkutan dengan kapal tongkang, kapal penyelamat, lihat 5222- Bongkar muat barang, lihat 5224"
50141,"ANGKUTAN LAUT LUAR NEGERI UNTUK BARANG UMUM","Kelompok ini mencakup usaha pengangkutan barang melalui laut dengan menggunakan kapal laut antarpelabuhan di Indonesia dengan pelabuhan di luar negeri dengan melayari trayek secara tetap dan teratur (liner) dengan berjadwal, atau trayek tidak tetap dan tidak teratur (tramper). Termasuk usaha persewaan angkutan laut berikut operatornya."
50142,"ANGKUTAN LAUT LUAR NEGERI UNTUK BARANG KHUSUS","Kelompok ini mencakup usaha angkutan laut internasional untuk barang khusus, contohnya angkutan barang berbahaya, limbah bahan berbahaya dan beracun, termasuk ikan dan sejenisnya. Angkutan laut khusus dengan menggunakan kapal berbendera Indonesia dengan kondisi dan persyaratan kapalnya disesuaikan dengan jenis kegiatan usaha pokoknya serta untuk melayani trayek tidak tetap dan tidak teratur atau tramper antarpelabuhan di Indonesia dengan pelabuhan di luar negeri. Termasuk usaha persewaan angkutan laut berikut operatornya."
50143,"ANGKUTAN LAUT LUAR NEGERI PELAYARAN RAKYAT","Kelompok ini mencakup usaha angkutan laut yang ditujukan untuk mengangkut barang dan/atau hewan dengan menggunakan kapal layar, kapal motor tradisional dan kapal motor dengan ukuran tertentu antarpelabuhan di Indonesia dengan pelabuhan di luar negeri. Perusahaan pelayaran rakyat merupakan perusahaan angkutan laut berbadan hukum Indonesia. Termasuk usaha persewaan angkutan laut berikut operatornya."
502,"ANGKUTAN SUNGAI, DANAU DAN PENYEBERANGAN","Golongan ini mencakup usaha pengangkutan penumpang atau barang pada perairan dalam seperti angkutan sungai, danau dan penyeberangan, yang menggunakan kapal-kapal yang tidak cocok untuk transportasi laut.Termasuk persewaan kapal pesiar dengan kru untuk perairan dalam."
5021,"ANGKUTAN SUNGAI, DANAU DAN PENYEBERANGAN UNTUK PENUMPANG","Subgolongan ini mencakup:- Angkutan penumpang melalui sungai, terusan (kanal), danau dan perairan dalam lainnya, termasuk angkutan di dalam pelabuhan.Subgolongan ini juga mencakup:- Menyewa perahu wisata dengan awak kapalnya untuk angkutan perairan dalam."
50211,"ANGKUTAN SUNGAI DAN DANAU LINER (TRAYEK TETAP DAN TERATUR) UNTUK PENUMPANG","Kelompok ini mencakup usaha angkutan penumpang pada sungai dan danau yang dilakukan dalam jaringan trayek secara tetap dan teratur, dengan jadwal tetap dan berjadwal. Menurut jenisnya terdiri dari pelayanan angkutan dalam kabupaten/kota, pelayanan angkutan antarkabupaten/kota dalam provinsi dan pelayanan lintas batas antarnegara dan antarprovinsi."
50212,"ANGKUTAN SUNGAI DAN DANAU TRAMPER (TRAYEK TIDAK TETAP DAN TIDAK TERATUR) UNTUK PENUMPANG","Kelompok ini mencakup usaha angkutan penumpang pada sungai dan danau dengan trayek yang tidak tetap dan tidak berjadwal serta tidak untuk keperluan pariwisata."
50213,"ANGKUTAN SUNGAI DAN DANAU UNTUK WISATA DAN YBDI","Kelompok ini mencakup usaha angkutan penumpang wisata di sungai dan danau, termasuk angkutan trayek untuk keperluan perorangan atau kelompok, keluarga maupun sosial."
50214,"ANGKUTAN PENYEBERANGAN ANTARPROVINSI UNTUK PENUMPANG","Kelompok ini mencakup usaha angkutan penumpang dari satu provinsi ke provinsi lain dengan menggunakan kapal penyeberangan yang terikat dalam trayek."
50215,"ANGKUTAN PENYEBERANGAN PERINTIS ANTARPROVINSI UNTUK PENUMPANG","Kelompok ini mencakup usaha pengangkutan penyeberangan di laut, danau, selat dan teluk antarprovinsi untuk penumpang yang menghubungkan daerah-daerah terpencil serta daerah yang potensial namun belum berkembang serta belum menguntungkan untuk dilayari secara komersial ke daerah-daerah yang telah berkembang. Termasuk usaha persewaan angkutan penyeberangan berikut operatornya."
50216,"ANGKUTAN PENYEBERANGAN ANTARKABUPATEN/KOTA UNTUK PENUMPANG","Kelompok ini mencakup usaha pengangkutan penyeberangan untuk penumpang di laut, danau, selat dan teluk, antarpelabuhan penyeberangan antarkabupaten/kota sebagai jembatan bergerak yang menghubungkan dua tempat tertentu, yang merupakan kelanjutan dari jaringan jalan raya dan atau kereta api. Termasuk usaha persewaan angkutan penyeberangan berikut operatornya."
50217,"ANGKUTAN PENYEBERANGAN PERINTIS ANTARKABUPATEN/KOTA UNTUK PENUMPANG","Kelompok ini mencakup usaha pengangkutan penyeberangan di laut, danau, selat dan teluk antarkabupaten/kota untuk penumpang yang menghubungkan daerah-daerah terpencil serta daerah yang potensial namun belum berkembang serta belum menguntungkan untuk dilayari secara komersial ke daerah-daerah yang telah berkembang. Termasuk usaha persewaan angkutan penyeberangan berikut operatornya."
50218,"ANGKUTAN PENYEBERANGAN DALAM KABUPATEN/KOTA UNTUK PENUMPANG","Kelompok ini mencakup usaha pengangkutan penyeberangan di laut, danau, selat dan teluk, antarpelabuhan penyeberangan dalam kabupaten/kota sebagai jembatan bergerak yang menghubungkan dua tempat tertentu, yang merupakan kelanjutan dari jaringan jalan raya dan atau kereta api. Termasuk usaha persewaan angkutan penyeberangan berikut operatornya."
50219,"ANGKUTAN PENYEBERANGAN LAINNYA UNTUK PENUMPANG TERMASUK PENYEBERANGAN ANTARNEGARA","Kelompok ini mencakup usaha pengangkutan penyeberangan di laut, selat, dan teluk, antarapelabuhan penyeberangan di Indonesia dengan pelabuhan di luar negeri sebagai jembatan bergerak yang menghubungkan dua tempat tertentu, yang merupakan kelanjutan dari jaringan jalan raya dan atau kereta api. Termasuk angkutan perairan pelabuhan untuk penumpang selain angkutan laut, serta usaha persewaan angkutan penyeberangan berikut operatornya."
5022,"ANGKUTAN SUNGAI, DANAU DAN PENYEBERANGAN UNTUK BARANG","Subgolongan ini mencakup:- Transportasi barang melalui sungai, kanal, danau dan perairan darat lainnya, termasuk di dalam pelabuhan dan pelabuhan."
50221,"ANGKUTAN SUNGAI DAN DANAU UNTUK BARANG UMUM DAN/ATAU HEWAN","Kelompok ini mencakup usaha angkutan barang di sungai dan danau, dan barang yang diangkut bisa lebih dari satu jenis, kecuali barang berbahaya, barang khusus atau alat berat."
50222,"ANGKUTAN SUNGAI DAN DANAU UNTUK BARANG KHUSUS","Kelompok ini mencakup usaha angkutan barang di sungai dan danau dengan kapal atau perahu barang yang dimodifikasi secara khusus dan hanya mengangkut satu jenis barang, termasuk kapal yang memenuhi persyaratan teknis/kelaikan, sesuai dengan barang khusus yang diangkut dan diklasifikasikan sebagai berikut, yaitu angkutan kayu gelondongan/logs, angkutan batangan pipa/besi/rel, angkutan barang curah, angkutan barang cair, angkutan barang yang memerlukan fasilitas pendingin, angkutan tumbuh-tumbuhan dan hewan hidup, angkutan peti kemas, angkutan alat-alat berat dan angkutan barang khusus lainnya."
50223,"ANGKUTAN SUNGAI DAN DANAU UNTUK BARANG BERBAHAYA","Kelompok ini mencakup usaha angkutan barang di sungai dan danau yang melakukan kegiatan pengangkutan bahan berbahaya dari tempat kegiatan pemuatan sampai ke tempat pembongkaran akhir, termasuk limbah bahan berbahaya dan beracun, bahan bakar minyak, minyak bumi, hasil olahan, LPG, LNG dan CNG."
50224,"ANGKUTAN PENYEBERANGAN UMUM ANTARPROVINSI UNTUK BARANG","Kelompok ini mencakup usaha angkutan barang dari satu provinsi ke provinsi lain dengan menggunakan kapal penyeberangan yang terikat dalam trayek."
50225,"ANGKUTAN PENYEBERANGAN PERINTIS ANTARPROVINSI UNTUK BARANG","Kelompok ini mencakup usaha pengangkutan penyeberangan di laut, danau, selat dan teluk antarprovinsi untuk barang yang menghubungkan daerah-daerah terpencil serta daerah yang potensial namun belum berkembang serta belum menguntungkan untuk dilayari secara komersial ke daerah-daerah yang telah berkembang. Termasuk usaha persewaan angkutan penyeberangan berikut operatornya."
50226,"ANGKUTAN PENYEBERANGAN UMUM ANTARKABUPATEN/KOTA UNTUK BARANG","Kelompok ini mencakup usaha pengangkutan penyeberangan di laut, danau, selat dan teluk, antarpelabuhan penyeberangan antarkabupaten/kota sebagai jembatan bergerak yang menghubungkan dua tempat tertentu, yang merupakan kelanjutan dari jaringan jalan raya dan atau kereta api. Termasuk usaha persewaan angkutan penyeberangan berikut operatornya."
50227,"ANGKUTAN PENYEBERANGAN PERINTIS ANTARKABUPATEN/KOTA UNTUK BARANG","Kelompok ini mencakup usaha pengangkutan penyeberangan di laut, danau, selat dan teluk antarkabupaten/kota untuk barang yang menghubungkan daerah-daerah terpencil serta daerah yang potensial namun belum berkembang serta belum menguntungkan untuk dilayari secara komersial ke daerah-daerah yang telah berkembang. Termasuk usaha persewaan angkutan penyeberangan berikut operatornya."
50228,"ANGKUTAN PENYEBERANGAN UMUM DALAM KABUPATEN/KOTA UNTUK BARANG","Kelompok ini mencakup usaha pengangkutan penyeberangan di laut, danau, selat dan teluk, antarpelabuhan penyeberangan dalam kabupaten/kota sebagai jembatan bergerak yang menghubungkan dua tempat tertentu, yang merupakan kelanjutan dari jaringan jalan raya dan atau kereta api. Termasuk usaha persewaan angkutan penyeberangan berikut operatornya."
50229,"ANGKUTAN PENYEBERANGAN LAINNYA UNTUK BARANG TERMASUK PENYEBERANGAN ANTARNEGARA","Kelompok ini mencakup usaha pengangkutan penyeberangan di laut, selat, dan teluk, antara pelabuhan penyeberangan di Indonesia dengan pelabuhan di luar negeri sebagai jembatan bergerak yang menghubungkan dua tempat tertentu, yang merupakan kelanjutan dari jaringan jalan raya dan atau kereta api. Termasuk angkutan perairan pelabuhan untuk penumpang selain angkutan laut, serta usaha persewaan angkutan penyeberangan berikut operatornya."
51,"ANGKUTAN UDARA","Golongan pokok ini mencakup angkutan penumpang atau barang melalui udara atau angkasa.Golongan pokok ini tidak mencakup perbaikan pesawat atau mesin pesawat (lihat subgolongan 3315) dan kegiatan pendukung, seperti pengoperasian bandara, (lihat subgolongan 5223).Golongan pokok ini juga tidak mencakup kegiatan yang menggunakan pesawat, tetapi tidak untuk tujuan transportasi, seperti penyemprotan tanaman (lihat subgolongan 0161), iklan udara (lihat subgolongan 7310) atau foto udara (lihat subgolongan 7420).511 ANGKUTAN UDARA UNTUK PENUMPANG Golongan ini mencakup:- Angkutan udara untuk penumpang dengan jadwal dan rute reguler - Penerbangan carter untuk penumpang- Penerbangan wisata (melihat pemandangan)Golongan ini juga mencakup:- Penyewaan angkutan udara dengan operatornya untuk tujuan angkutan penumpang- Kegiatan penerbangan umum, seperti angkutan penumpang melalui perkumpulan udara untuk pendidikan atau wisata"
5110,"ANGKUTAN UDARA UNTUK PENUMPANG","Subgolongan ini mencakup:- Angkutan udara untuk penumpang dengan jadwal dan rute reguler - Penerbangan carter untuk penumpang- Penerbangan wisata (melihat pemandangan)Subgolongan ini juga mencakup:- Penyewaan angkutan udara dengan operatornya untuk tujuan angkutan penumpang- Kegiatan penerbangan umum, seperti angkutan penumpang melalui perkumpulan udara untuk pendidikan atau wisata"
51101,"ANGKUTAN UDARA NIAGA BERJADWAL DALAM NEGERI UNTUK PENUMPANG ATAU PENUMPANG DAN KARGO","Kelompok ini mencakup usaha pengangkutan penumpang atau penumpang dan kargo dengan pesawat udara dari satu bandar udara ke bandar udara lain di dalam wilayah Negara Kesatuan Republik Indonesia pada rute dan jadwal penerbangan yang tetap dan teratur dengan membayar sejumlah tarif tertentu yang dipublikasikan."
51102,"ANGKUTAN UDARA NIAGA TIDAK BERJADWAL DALAM NEGERI UNTUK PENUMPANG ATAU PENUMPANG DAN KARGO","Kelompok ini mencakup usaha pengangkutan penumpang atau penumpang dan kargo dengan pesawat udara dari satu bandar udara ke bandar udara lain di dalam wilayah Negara Kesatuan Republik Indonesia pada rute dan jadwal penerbangan yang tidak tetap dan tidak teratur dengan membayar tarif yang merupakan kesepakatan antara penyedia jasa dan pengguna jasa angkutan udara dan tidak dipublikasikan."
51103,"ANGKUTAN UDARA NIAGA BERJADWAL LUAR NEGERI UNTUK PENUMPANG ATAU PENUMPANG DAN KARGO","Kelompok ini mencakup usaha pengangkutan penumpang atau penumpang dan kargo dengan pesawat udara dari satu bandar udara di dalam negeri ke bandar udara lain di luar wilayah Negara Kesatuan Republik Indonesia atau sebaliknya pada rute dan jadwal penerbangan yang tetap dan teratur dengan membayar sejumlah tarif tertentu yang dipublikasikan."
51104,"ANGKUTAN UDARA NIAGA TIDAK BERJADWAL LUAR NEGERI UNTUK PENUMPANG ATAU PENUMPANG DAN KARGO","Kelompok ini mencakup usaha pengangkutan penumpang atau penumpang dan kargo dengan pesawat udara dari satu bandar udara di dalam negeri ke bandar udara lain di luar wilayah Negara Kesatuan Republik Indonesia atau sebaliknya pada rute dan jadwal penerbangan yang tidak tetap dan tidak teratur dengan membayar tarif yang merupakan kesepakatan antara penyedia jasa dan pengguna jasa angkutan udara dan tidak dipublikasikan."
51105,"ANGKUTAN UDARA NIAGA TIDAK BERJADWAL LAINNYA","Kelompok ini mencakup usaha pengangkutan selain penumpang, penumpang dan kargo, kargo dengan pesawat udara untuk penerbangan dalam negeri dan/atau luar negeri pada rute dan jadwal penerbangan yang tidak tetap dan tidak teratur dengan membayar tarif yang merupakan kesepakatan antara penyedia jasa dan pengguna jasa angkutan udara dan tidak dipublikasikan. Kegiatan ini termasuk diantaranya jasa pesawat udara untuk penyemprotan pertanian, jasa pesawat udara untuk pemadaman kebakaran, jasa pesawat udara untuk pembuatan hujan buatan, jasa pesawat udara untuk pemotretan udara, survei dan pemetaan, jasa pesawat udara untuk pencarian dan pertolongan, jasa pesawat udara untuk kalibrasi, jasa pesawat udara untuk patroli udara, jasa pesawat udara untuk medical evacuation, dan jasa pesawat udara lainnya."
51106,"ANGKUTAN UDARA UNTUK OLAHRAGA","Kelompok ini mencakup usaha angkutan udara untuk keperluan olahraga. Termasuk usaha persewaan angkutan udara dengan operatornya."
51107,"ANGKUTAN UDARA UNTUK WISATA","Kelompok ini mencakup usaha pengangkutan untuk wisata dengan pesawat udara berdasarkan penerbangan tidak berjadwal yang dilakukan secara komersial pada penerbangan dalam negeri. Kegiatan penerbangan wisata ini bertujuan menghubungkan daerah-daerah pedalaman yang belum ada moda transportasi. Misalnya helicopter dan pesawat pribadi yang disewa secara khusus. Termasuk usaha penyewaan angkutan udara dengan operatornya."
51108,"ANGKUTAN UDARA BUKAN NIAGA","Kelompok ini mencakup usaha pengangkutan penumpang, kargo, penumpang dan kargo atau angkutan lainnya dengan pesawat udara untuk penerbangan dalam negeri dan/atau luar negeri dan tidak memungut bayaran yang digunakan untuk melayani kepentingan sendiri atau untuk mendukung kegiatan yang usaha pokoknya selain di bidang angkutan udara. Kegiatan ini termasuk penggunaan pesawat udara untuk kepentingan sendiri/pendukung usaha pokoknya diantaranya angkutan udara pendidikan penerbang, penyemprotan pertanian, pemadaman kebakaran, pembuatan hujan buatan, pemotretan udara, survei dan pemetaan, pencarian dan pertolongan, kalibrasi, patroli udara, medical evacuation, misi keagamaan, dan kegiatan yang menunjang usaha pokok lainnya."
51109,"ANGKUTAN UDARA UNTUK PENUMPANG LAINNYA","Kelompok ini mencakup usaha pengangkutan udara untuk penumpang yang tidak diklasifikasikan di tempat lain. Termasuk usaha persewaan angkutan udara dengan operatornya.512 ANGKUTAN UDARA UNTUK KARGO Golongan ini mencakup:- Angkutan barang melalui udara dengan rute dan jadwal reguler - Angkutan barang tidak terjadwal melalui udara- Peluncuran satelit dan kendaraan ruang angkasa- Angkutan luar angkasaGolongan ini juga mencakup:- Penyewaan angkutan udara dengan operatornya untuk tujuan pengangkutan barang."
5120,"ANGKUTAN UDARA UNTUK KARGO","Subgolongan ini mencakup:- Angkutan barang melalui udara dengan rute dan jadwal reguler - Angkutan barang tidak terjadwal melalui udara- Peluncuran satelit dan kendaraan ruang angkasa- Angkutan luar angkasaSubgolongan ini juga mencakup:- Penyewaan angkutan udara dengan operatornya untuk tujuan pengangkutan barang."
51201,"ANGKUTAN UDARA NIAGA BERJADWAL DALAM NEGERI UNTUK KARGO","Kelompok ini mencakup usaha pengangkutan kargo dengan pesawat udara dari satu bandar udara ke bandar udara lain di dalam wilayah Negara Kesatuan Republik Indonesia pada rute dan jadwal penerbangan yang tetap dan teratur dengan membayar sejumlah tarif tertentu yang dipublikasikan."
51202,"ANGKUTAN UDARA NIAGA TIDAK BERJADWAL DALAM NEGERI UNTUK KARGO","Kelompok ini mencakup usaha pengangkutan kargo, termasuk bahan bakar minyak, minyak bumi, hasil olahan, LPG, LNG dan CNG dengan pesawat udara dari satu bandar udara ke bandar udara lain di dalam wilayah Negara Kesatuan Republik Indonesia pada rute dan jadwal penerbangan yang tidak tetap dan tidak teratur dengan membayar tarif yang merupakan kesepakatan antara penyedia jasa dan pengguna jasa angkutan udara dan tidak dipublikasikan."
51203,"ANGKUTAN UDARA NIAGA BERJADWAL LUAR NEGERI UNTUK KARGO","Kelompok ini mencakup usaha pengangkutan kargo dengan pesawat udara dari satu bandar udara di dalam negeri ke bandar udara lain di luar wilayah Negara Kesatuan Republik Indonesia atau sebaliknya pada rute dan jadwal penerbangan yang tetap dan teratur dengan membayar sejumlah tarif tertentu yang dipublikasikan."
51204,"ANGKUTAN UDARA NIAGA TIDAK BERJADWAL LUAR NEGERI UNTUK KARGO","Kelompok ini mencakup usaha pengangkutan kargo dengan pesawat udara dari satu bandar udara di dalam negeri ke bandar udara lain di luar wilayah Negara Kesatuan Republik Indonesia atau sebaliknya pada rute dan jadwal penerbangan yang tidak tetap dan tidak teratur dengan membayar tarif yang merupakan kesepakatan antara penyedia jasa dan pengguna jasa angkutan udara dan tidak dipublikasikan."
52,"PERGUDANGAN DAN AKTIVITAS PENUNJANG ANGKUTAN","Golongan pokok ini mencakup kegiatan pergudangan dan penunjang angkutan, seperti pengoperasian infrastruktur angkutan (misalnya bandara, pelabuhan, terowongan, jembatan, dan lain-lain), kegiatan agen angkutan dan bongkar muat barang."
521,"PERGUDANGAN DAN PENYIMPANAN","Golongan ini mencakup pengusahaan fasilitas penyimpanan dan pergudangan untuk semua jenis barang, seperti pengoperasian gudang tertutup tempat penyimpan butir-butiran makanan ternak, gudang barang dagangan umum, gudang berpendingin, tangki penyimpanan (minyak, air dan lain-lain). Golongan ini juga mencakup penyimpanan barang di zona perdagangan luar negeri dan gudang pembekuan cepat (blast freezing).Golongan ini tidak termasuk:- Fasilitas parkir untuk kendaraan bermotor, lihat 5221- Pengoperasian real estat fasilitas penyimpanan/gudang, lihat 6811 - Penyewaan ruang kosong, lihat 6811"
5210,"PERGUDANGAN DAN PENYIMPANAN","Subgolongan ini mencakup:- Pengoperasian fasilitas penyimpanan dan pergudangan untuk semua jenis barang, seperti pengoperasian gudang tertutup tempat penyimpan butir- butiran makanan ternak, gudang barang dagangan umum, gudang berpendingin, tangki penyimpanan (minyak, air dan lain-lain)- Penyimpanan barang di zona perdagangan luar negeri - Gudang pembekuan cepat (blast freezing)Subgolongan ini tidak termasuk:- Fasilitas parkir untuk kendaraan bermotor, lihat 5221- Pengoperasian real estat fasilitas penyimpanan/gudang, lihat 6811 - Penyewaan ruang kosong, lihat 6811"
52101,"PERGUDANGAN DAN PENYIMPANAN","Kelompok ini mencakup usaha yang melakukan kegiatan penyimpanan barang sementara sebelum barang tersebut di kirim ke tujuan akhir, dengan tujuan komersil."
52102,"AKTIVITAS COLD STORAGE","Kelompok ini mencakup usaha penyimpanan barang yang memerlukan pendinginan dalam jangka waktu pengawetan tertentu atas dasar balas jasa (fee) atau kontrak, sebelum barang tersebut dikirim ke tujuan akhir. Termasuk juga di kelompok ini gudang pembekuan cepat (blast freezing)."
52103,"AKTIVITAS BOUNDED WAREHOUSING ATAU WILAYAH KAWASAN BERIKAT","Kelompok ini mencakup usaha atau kegiatan yang merupakan bagian dari wilayah pabean yang dengan peraturan pemerintah diberikan perlakuan khusus seperti berada di luar wilayah pabean dan dikelola oleh suatu badan berbentuk perusahaan yang melakukan kegiatan pergudangan, seperti Daerah Industri Pulau Batam."
52104,"PENYIMPANAN MINYAK DAN GAS BUMI","Kelompok ini mencakup kegiatan usaha penyimpanan yang meliputi kegiatan penerimaan, pengumpulan, penampungan dan pengeluaran minyak bumi, bahan bakar minyak, bahan bakar gas, dan/atau hasil olahan pada lokasi di atas dan/atau di bawah permukaan tanah dan/atau permukaan air untuk tujuan komersial termasuk penyimpanan di zona perdagangan bebas."
52105,"AKTIVITAS PENYIMPANAN B3","Kelompok ini mencakup usaha penyimpanan barang yang memerlukan tempat penyimpanan sesuai dengan sifat/karakteristik bahan berbahaya dan beracun."
52106,"FASILITAS PENYIMPANAN SUMBER RADIASI PENGION","Kelompok ini mencakup usaha yang melakukan kegiatan penyimpanan sumber radiasi pengion (zat radioaktif dan pembangkit radiasi pengion)."
52107,"PENYIMPANAN YANG TERMASUK DALAM NATURALLY OCCURING RADIOACTIVE MATERIAL (NORM)","Kelompok ini mencakup usaha yang melakukan kegiatan penyimpanan zat radioaktif yang termasuk dalam Naturally Occuring Radioactive Material (NORM) yang berasal dari penambangan pengolahan minyak dan gas bumi, fosfat, timah, zirkon, dll. Termasuk dalam kelompok ini mencakup usaha terkait dengan distribusi bahan baku."
52108,"PENGELOLA GUDANG SISTEM RESI GUDANG","Kelompok ini mencakup usaha kegiatan pengelolaan gudang yang menyediakan Gudang Sistem Resi Gudang (G-SRG) meliputi penyimpanan, pemeliharaan dan penerbitan resi gudang atas barang yang disimpan di gudang sistem resi gudang oleh pemilik/pihak lain."
52109,"PERGUDANGAN DAN PENYIMPANAN LAINNYA","Kelompok ini mencakup usaha pergudangan dan penyimpanan lainnya yang belum tercakup dalam kelompok 52101 s.d. 52108. Termasuk kegiatan depo peti kemas yang melakukan penyimpanan dan/atau penumpukan peti kemas, dan dapat dilengkapi dengan fasilitas lain."
522,"AKTIVITAS PENUNJANG ANGKUTAN","Golongan ini mencakup kegiatan penunjang angkutan baik angkutan darat, perairan, maupun udara, untuk penumpang atau barang, seperti pengoperasian bagian dari infrastruktur angkutan atau kegiatan yang berkaitan dengan penanganan barang segera sebelum atau setelah pengangkutan atau antarsegmen angkutan. Termasuk pengoperasian dan perawatan dari semua fasilitas angkutan, pengoperasian fasilitas terminal, infrastruktur dan pemadam kebakaran serta jasa pencegahan kebakaran, asisten pengemudi, jasa penanganan dan manajemen barang, jasa penanganan broker dan barang.Tidak termasuk pengelolaan sekolah terbang, kegiatan kurir, provisi asuransi, kegiatan agen perjalanan, kegiatan operator wisata dan kegiatan informasi wisata."
5221,"AKTIVITAS PENUNJANG ANGKUTAN DARAT","Subgolongan ini mencakup:- Kegiatan yang berhubungan dengan angkutan darat untuk penumpang, hewan atau barang, seperti pengoperasian fasilitas terminal seperti stasiun kereta api, terminal bus, terminal bongkar muat barang; pengoperasian infrastruktur rel kereta api; pengoperasian infrastruktur jalan, jembatan, terowongan, tempat parkir atau garasi mobil, tempat parkir sepeda- Penggantian (switching) dan pelangsiran (shunting)- Bantuan derekSubgolongan ini juga mencakup:- Pencairan gas untuk tujuan pengangkutanSubgolongan ini tidak termasuk:- Bongkar muat barang, lihat 5224"
52211,"AKTIVITAS TERMINAL DARAT","Kelompok ini mencakup kegiatan usaha terminal darat, seperti pelayanan parkir, penjadwalan keberangkatan kendaraan (angkutan umum) dan pelayanan naik turun penumpang."
52212,"AKTIVITAS STASIUN KERETA API","Kelompok ini mencakup kegiatan usaha stasiun kereta api, seperti pelayanan parkir, penjadwalan keberangkatan kereta api dan pelayanan naik turun penumpang."
52213,"AKTIVITAS JALAN TOL","Kelompok ini mencakup kegiatan usaha pelayanan lalu lintas kendaraan melalui jalan atau jembatan tol."
52214,"AKTIVITAS PERPARKIRAN DI BADAN JALAN (ON STREET PARKING)","Kelompok ini mencakup kegiatan usaha penyelenggaraan parkir yang dilakukan di badan jalan."
52215,"AKTIVITAS PERPARKIRAN DI LUAR BADAN JALAN (OFF STREET PARKING)","Kelompok ini mencakup kegiatan usaha penyelenggaraan parkir diluar badan jalan, seperti gedung parkir, lapangan parkir yang terdapat di gedung perkantoran, pusat perbelanjaan, rumah sakit dan jasa perpakiran di luar badan jalan lainnya."
52219,"AKTIVITAS PENUNJANG ANGKUTAN DARAT LAINNYA","Kelompok ini mencakup kegiatan usaha penggantian (switching) dan pelangsiran (shunting), bantuan derek, pencairan gas untuk tujuan transportasi dan jasa penunjang angkutan darat lainnya."
5222,"AKTIVITAS PENUNJANG ANGKUTAN PERAIRAN","Subgolongan ini mencakup kegiatan yang berhubungan dengan angkutan perairan untuk penumpang, hewan atau barang.Subgolongan ini mencakup:- Pengoperasian fasilitas terminal seperti pelabuhan dan dermaga- Pengoperasian penguncian jalur air dan lain-lain- Kegiatan navigasi, pemanduan pelayaran dan kegiatan berlabuhnya kapal - Kegiatan kapal lighterage- Kegiatan salvage/pekerjaan bawah air (PBA)- Kegiatan mercusuarSubgolongan ini tidak mencakup:- Bongkar muat barang, lihat 5224- Kegiatan dermaga marina, lihat 9324"
52221,"AKTIVITAS PELAYANAN KEPELABUHANAN LAUT","Kelompok ini mencakup kegiatan usaha pelayanan kepelabuhan laut, yang berhubungan dengan angkutan perairan untuk penumpang, hewan atau barang, seperti pengoperasian fasilitas terminal misalnya pelabuhan dan dermaga, navigasi, pemeriksaan barang muatan dalam kargo dan/atau peti kemas dengan menggunakan sumber radiasi pengion (zat radioaktif dan pembakit radiasi pengion), pelayaran dan kegiatan berlabuh, jasa penambatan, jasa pemanduan dan penundaan."
52222,"AKTIVITAS PELAYANAN KEPELABUHANAN SUNGAI DAN DANAU","Kelompok ini mencakup kegiatan usaha penyelenggaraan pelabuhan sungai dan danau. Termasuk kegiatan yang berhubungan dengan angkutan perairan untuk penumpang, hewan atau barang, seperti pengoperasian fasilitas terminal misalnya pelabuhan dan dermaga, navigasi, pemeriksaan barang muatan dalam kargo dan/atau peti kemas dengan menggunakan sumber radiasi pengion (zat radioaktif dan pembakit radiasi pengion), pelayaran dan kegiatan berlabuh, jasa penambatan, jasa pemanduan dan penundaan."
52223,"AKTIVITAS PELAYANAN KEPELABUHANAN PENYEBERANGAN","Kelompok ini mencakup kegiatan usaha penyelenggaraan pelabuhan penyeberangan. Termasuk kegiatan yang berhubungan dengan angkutan perairan untuk penumpang, hewan atau barang, seperti pengoperasian fasilitas terminal misalnya pelabuhan dan dermaga, navigasi, pemeriksaan barang muatan dalam kargo dan/atau peti kemas dengan menggunakan sumber radiasi pengion (zat radioaktif dan pembakit radiasi pengion), pelayaran dan kegiatan berlabuh, jasa penambatan, jasa pemanduan dan penundaan."
52224,"AKTIVITAS PELABUHAN PERIKANAN","Kelompok ini mencakup kegiatan usaha pelayanan kepelabuhan perikanan, yang berhubungan dengan angkutan perairan untuk kegiatan perikanan, seperti pengoperasian fasilitas pelabuhan dan dermaga, pemeriksaan barang muatan dalam kargo dan/atau peti kemas dengan menggunakan sumber radiasi pengion (zat radioaktif dan pembakit radiasi pengion), pelayanan tambat dan labuh kapal perikanan dan jasa pemanduan, pelayanan bongkar muat ikan, dan lain-lain."
52225,"AKTIVITAS PENGELOLAAN KAPAL","Kelompok ini mencakup kegiatan jasa pengelolaan kapal di bidang teknis kapal meliputi perawatan, persiapan docking, penyediaan suku cadang, perbekalan, pengawakan, pengurusan asuransi dan pengurusan sertifikasi kelautan kapal."
