"",class_name,gdp,return_on_invest
4932,riproaringtimes,47.88,68.527
4933,riproaringtimes,53.224,67.27
4934,riproaringtimes,54.276,67.685
4935,recession,42.694,41.327
4936,riproaringtimes,48.49,73.217
4937,recession,42.909,40.602
4938,goodtimes,54.202,49.54
4939,recession,54.089,41.445
4940,riproaringtimes,53.238,73.439
4941,goodtimes,69.11,50.158
4942,riproaringtimes,46.467,69.426
4943,goodtimes,63.543,57.385
4944,recession,39.892,35.168
4945,goodtimes,57.943,61.315
4946,riproaringtimes,46.206,67.214
4947,recession,51.167,41.807
4948,recession,39.738,44.866
4949,goodtimes,52.603,52.801
4950,riproaringtimes,43.271,66.223
4951,goodtimes,61.873,44.419
4952,goodtimes,48.07,57.242
4953,goodtimes,56.929,52.194
4954,recession,44.592,55.218
4955,recession,48.361,49.821
4956,recession,39.862,51.135
4957,riproaringtimes,40.865,65.622
4958,recession,42.955,36.134
4959,riproaringtimes,55.189,50.9
4960,riproaringtimes,48.362,62.225
4961,recession,44.441,43.422
4962,recession,46.24,40.229
4963,riproaringtimes,48.07,61.385
4964,goodtimes,56.244,58.412
4965,riproaringtimes,53.605,59.761
4966,riproaringtimes,44.277,70.646
4967,recession,52.316,40.063
4968,riproaringtimes,54.707,60.866
4969,recession,45.141,39.423
4970,goodtimes,56.283,57.786
4971,goodtimes,54.533,65.358
4972,recession,41.042,47.753
4973,goodtimes,54.11,61.185
4974,goodtimes,63.926,56.477
4975,goodtimes,50.682,57.051
4976,riproaringtimes,52.163,63.869
4977,riproaringtimes,56.911,75.955
4978,recession,48.517,40.508
4979,recession,41.944,39.631
4980,recession,40.097,47.165
4981,goodtimes,56.663,50.41
4982,recession,39.658,54.643
4983,riproaringtimes,53.359,61.898
4984,recession,46.372,48.226
4985,riproaringtimes,40.536,58.86
4986,goodtimes,58.78,64.113
4987,riproaringtimes,45.892,64.56
4988,goodtimes,56.308,55.877
4989,goodtimes,56.911,59.685
4990,goodtimes,54.866,53.201
4991,riproaringtimes,49.537,62.994
4992,goodtimes,55.727,54.724
4993,goodtimes,53.126,63.524
4994,goodtimes,55.965,60.472
4995,riproaringtimes,51.64,65.132
4996,riproaringtimes,47.625,71.692
4997,goodtimes,57.433,63.23
4998,goodtimes,53.585,60.31
4999,goodtimes,53.148,48.515
5000,recession,53.534,41.409
5001,riproaringtimes,45.206,63.16
5002,riproaringtimes,46.729,68.873
5003,recession,41.274,44.428
5004,goodtimes,49.168,57.222
5005,riproaringtimes,56.011,73.395
5006,riproaringtimes,47.55,64.073
5007,riproaringtimes,57.552,65.317
5008,recession,46.674,44.31
5009,recession,46.414,46.662
5010,riproaringtimes,45.836,65.524
5011,goodtimes,54.26,59.866
5012,goodtimes,49.153,61.507
5013,recession,40.925,46.774
5014,recession,48.407,41.176
5015,riproaringtimes,58.201,61.181
5016,goodtimes,61.257,57.866
5017,riproaringtimes,46.457,68.238
5018,riproaringtimes,48.501,59.955
5019,riproaringtimes,45.461,68.276
5020,recession,48.693,43.907
5021,goodtimes,53.406,53.459
5022,recession,43.004,45.9
5023,goodtimes,53.562,54.684
5024,recession,46.824,44.967
5025,recession,49.249,49.633
5026,goodtimes,56.692,58.465
5027,recession,37.298,47.93
5028,recession,40.569,41.574
5029,recession,52.699,50.179
5030,riproaringtimes,53.432,71.277
5031,riproaringtimes,45.392,52.489
5032,goodtimes,63.305,52.963
5033,goodtimes,56.09,60.349
5034,goodtimes,51.813,49.009
5035,goodtimes,53.706,44.312
5036,goodtimes,57.439,63.129
5037,goodtimes,52.166,51.433
5038,goodtimes,54.91,52.6
5039,goodtimes,52.807,52.97
5040,goodtimes,51.308,57.155
5041,riproaringtimes,58.175,58.664
5042,riproaringtimes,50.453,68.394
5043,recession,51.167,41.946
5044,recession,46.708,40.929
5045,recession,46.098,42.807
5046,goodtimes,59.758,62.863
5047,recession,49.718,45.031
5048,riproaringtimes,49.985,63.047
5049,recession,46.653,53.631
5050,goodtimes,61.03,56.052
5051,recession,39.168,50.545
5052,goodtimes,54.923,52.52
5053,goodtimes,51.075,54.224
5054,riproaringtimes,51.362,71.744
5055,recession,41.69,44.514
5056,recession,45.695,47.582
5057,recession,42.312,47.514
5058,goodtimes,53.445,53.543
5059,recession,46.995,38.487
5060,riproaringtimes,41.058,70.096
5061,recession,49.07,43.693
5062,riproaringtimes,49.466,63.71
5063,recession,48.545,41.352
5064,riproaringtimes,50.614,64.88
5065,riproaringtimes,55.275,66.628
5066,goodtimes,49.224,62.297
5067,riproaringtimes,57.914,57.325
5068,goodtimes,54.307,59.027
5069,recession,42.256,43.685
5070,goodtimes,58.681,49.799
5071,goodtimes,45.216,64.073
5072,goodtimes,53.286,57.179
5073,goodtimes,56.466,55.313
5074,goodtimes,49.956,53.01
5075,riproaringtimes,47.475,61.978
5076,recession,46.448,43.932
5077,recession,40.436,48.636
5078,recession,43.663,47.098
5079,riproaringtimes,45.691,58.14
5080,recession,44.872,48.335
5081,recession,37.063,45.276
5082,riproaringtimes,60.374,65.175
5083,riproaringtimes,52.53,63.604
5084,recession,41.626,36.21
5085,riproaringtimes,50.309,65.745
5086,goodtimes,52.547,50.635
5087,recession,44.844,38.975
5088,riproaringtimes,44.117,63.469
5089,goodtimes,63.281,53.627
5090,riproaringtimes,45.456,62.169
5091,goodtimes,55.078,54.27
5092,goodtimes,54.649,50.313
5093,riproaringtimes,37.395,67.887
5094,recession,43.986,39.847
5095,recession,42.357,36.883
5096,goodtimes,53.947,57.962
5097,riproaringtimes,52.606,64.065
5098,goodtimes,57.188,61.164
5099,recession,38.71,46.239
5100,riproaringtimes,51.676,69.209
5101,riproaringtimes,50.072,62.083
5102,goodtimes,63.661,58.004
5103,recession,42.281,41.342
5104,recession,43.078,43.044
5105,recession,46.632,46.433
5106,goodtimes,49.471,51.099
5107,goodtimes,62.243,57.347
5108,riproaringtimes,44.757,64.043
5109,goodtimes,51.738,54.463
5110,recession,47.368,34.197
5111,recession,47.774,42.009
5112,goodtimes,55.798,52.822
5113,goodtimes,56.49,48.322
5114,recession,49.316,39.519
5115,recession,43.548,48.093
5116,goodtimes,59.808,57.418
5117,recession,44.113,41.954
5118,goodtimes,55.915,51.783
5119,recession,47.218,44.088
5120,goodtimes,60.129,51.917
5121,goodtimes,42.781,56.458
5122,goodtimes,56.321,55.561
5123,goodtimes,58.187,60.069
5124,riproaringtimes,52.408,63.604
5125,riproaringtimes,50.804,60.362
5126,riproaringtimes,52.364,70.192
5127,goodtimes,54.6,56.86
5128,goodtimes,49.445,55.939
5129,recession,47.393,42.495
5130,riproaringtimes,47.04,66.661
5131,recession,45.628,40.431
5132,riproaringtimes,49.261,64.148
5133,recession,44.042,55.112
5134,riproaringtimes,52.465,62.961
5135,goodtimes,55.205,55.4
5136,riproaringtimes,48.93,66.855
5137,recession,41.462,45.783
5138,goodtimes,52.565,57.924
5139,recession,47.721,38.405
5140,goodtimes,60.373,61.435
5141,recession,41.869,46.771
5142,riproaringtimes,49.466,61.067
5143,riproaringtimes,47.165,66.676
5144,recession,41.02,46.424
5145,recession,44.658,43.52
5146,goodtimes,58.614,47.74
5147,goodtimes,62.757,53.104
5148,riproaringtimes,59.542,67.951
5149,goodtimes,49.163,56.211
5150,riproaringtimes,48.047,72.287
5151,riproaringtimes,51.958,68.277
5152,recession,52.516,55.229
5153,goodtimes,47.419,51.148
5154,recession,50.956,46.018
5155,riproaringtimes,56.886,60.662
5156,recession,43.984,48.226
5157,recession,58.976,47.988
5158,riproaringtimes,42.518,68.551
5159,recession,36.338,49.722
5160,goodtimes,56.467,50.843
5161,recession,41.868,39.087
5162,goodtimes,54.99,55.893
5163,recession,38.843,50.37
5164,goodtimes,55.158,51.865
5165,recession,43.416,52.004
5166,riproaringtimes,61.371,61.496
5167,recession,41.161,50.288
5168,goodtimes,58.054,58.184
5169,goodtimes,55.091,56.689
5170,goodtimes,51.688,55.062
5171,goodtimes,56.758,59.615
5172,recession,39.724,38.528
5173,goodtimes,56.525,48.922
5174,recession,39.851,45.188
5175,recession,46.853,46.952
5176,recession,42.884,43.624
5177,riproaringtimes,50.435,60.206
5178,riproaringtimes,45.657,75.387
5179,goodtimes,60.188,55.829
5180,goodtimes,46.396,54.372
5181,riproaringtimes,45.131,66.826
5182,riproaringtimes,52.523,64.326
5183,recession,44.584,43.822
5184,recession,46.604,47.154
5185,riproaringtimes,44.033,78.274
5186,goodtimes,50.569,53.581
5187,recession,41.579,48.832
5188,goodtimes,46.342,58.345
5189,riproaringtimes,45.857,68.572
5190,riproaringtimes,50.902,67.013
5191,recession,39.629,48.199
5192,goodtimes,47.852,59.556
5193,goodtimes,53.89,50.772
5194,riproaringtimes,48.678,66.372
5195,riproaringtimes,56.689,60.161
5196,goodtimes,53.141,62.824
5197,recession,38.72,43.075
5198,goodtimes,45.232,61.243
5199,goodtimes,61.532,51.754
5200,recession,45.249,41.118
5201,recession,40.443,43.931
5202,riproaringtimes,47.459,62.137
5203,riproaringtimes,51.562,62.222
5204,goodtimes,58.572,55.766
5205,recession,40.394,43.412
5206,recession,43.265,49.464
5207,recession,43.502,41.643
5208,recession,47.746,43.557
5209,recession,34.287,44.688
5210,riproaringtimes,44.501,59.704
5211,goodtimes,60.608,56.619
5212,goodtimes,50.743,57.26
5213,recession,46.937,44.025
5214,recession,44.99,44.32
5215,goodtimes,59.169,51.795
5216,recession,42.746,43.801
5217,goodtimes,61.567,46.961
5218,recession,53.94,44.992
5219,riproaringtimes,42.152,59.236
5220,recession,45.691,47.797
5221,riproaringtimes,47.965,68.912
5222,riproaringtimes,55.502,68.422
5223,goodtimes,53.658,53.605
5224,recession,46.311,41.702
5225,recession,50.803,42.158
5226,riproaringtimes,54.936,68.635
5227,recession,49.162,43.034
5228,goodtimes,54.735,62.633
5229,goodtimes,48.298,56.809
5230,goodtimes,65.092,52.68
5231,recession,29.798,48.744
5232,goodtimes,58.533,55.501
5233,recession,40.077,41.279
5234,recession,49.339,38.933
5235,riproaringtimes,46.746,68.99
5236,riproaringtimes,40.162,64.666
5237,riproaringtimes,49.362,66.99
5238,riproaringtimes,50.674,62.933
5239,riproaringtimes,53.942,67.307
5240,goodtimes,44.621,51.562
5241,goodtimes,61.566,55.125
5242,goodtimes,55.358,52.666
5243,goodtimes,49.304,56.914
5244,goodtimes,54.212,53.493
5245,recession,47.064,42.35
5246,recession,51.223,50.125
5247,recession,49.849,47.473
5248,riproaringtimes,52.211,69.406
5249,riproaringtimes,52.186,64.88
5250,riproaringtimes,45.939,60.308
5251,goodtimes,60.332,50.744
5252,recession,39.257,44.281
5253,goodtimes,43.165,51.064
5254,recession,41.659,41.236
5255,riproaringtimes,50.588,62.606
5256,goodtimes,55.393,58.357
5257,goodtimes,52.853,49.94
5258,goodtimes,56.48,61.097
5259,riproaringtimes,48.173,72.111
5260,recession,49.071,42.317
5261,recession,44.149,49.837
5262,riproaringtimes,49.606,66.534
5263,riproaringtimes,48.092,63.482
5264,goodtimes,54.798,57.067
5265,riproaringtimes,48.478,59.382
5266,goodtimes,50.124,59.154
5267,recession,43.877,38.911
5268,goodtimes,45.481,59.349
5269,riproaringtimes,60.417,66.776
5270,goodtimes,57.531,56.529
5271,recession,38.423,48.758
5272,goodtimes,52.062,55.54
5273,recession,39.267,43.743
5274,goodtimes,61.029,43.569
5275,riproaringtimes,47.339,67.545
5276,recession,44.622,46.039
5277,recession,44.478,47.877
5278,riproaringtimes,52.832,76.999
5279,recession,47.154,45.842
5280,goodtimes,44.238,63.762
5281,riproaringtimes,51.402,62.399
5282,riproaringtimes,44.201,66.041
5283,recession,46.104,58.281
5284,recession,42.494,48.725
5285,goodtimes,50.077,57.34
5286,riproaringtimes,37.955,63.397
5287,riproaringtimes,55.298,69.863
5288,recession,39.972,37.018
5289,goodtimes,58.685,58.885
5290,riproaringtimes,49.437,64.374
5291,goodtimes,57.343,55.46
5292,riproaringtimes,49.597,56.829
5293,goodtimes,49.367,53.029
5294,riproaringtimes,46.378,64.193
5295,goodtimes,62.557,55.122
5296,goodtimes,53.544,50.719
5297,riproaringtimes,47.805,64.637
5298,riproaringtimes,52.484,65.683
5299,goodtimes,52.841,54.462
5300,recession,43.851,37.677
5301,riproaringtimes,51.894,57.997
5302,goodtimes,55.66,56.578
5303,riproaringtimes,45.514,59.102
5304,riproaringtimes,45.91,73.303
5305,riproaringtimes,45.664,61.013
5306,riproaringtimes,44.134,69.185
5307,goodtimes,55.759,55.501
5308,riproaringtimes,40.365,64.33
5309,goodtimes,53.047,49.462
5310,riproaringtimes,54.487,74.602
5311,recession,36.561,44.564
5312,riproaringtimes,42.761,66.689
5313,riproaringtimes,49.916,55.319
5314,recession,40.774,37.449
5315,riproaringtimes,51.088,64.975
5316,goodtimes,65.843,55.563
5317,goodtimes,58.634,58.3
5318,recession,47.692,31.332
5319,recession,47.263,47.972
5320,riproaringtimes,55.401,65.378
5321,recession,52.975,51.564
5322,riproaringtimes,50.276,61.716
5323,riproaringtimes,51.941,58.628
5324,goodtimes,39.45,52.934
5325,recession,42.055,46.195
5326,riproaringtimes,52.801,65.566
5327,goodtimes,61.061,55.002
5328,goodtimes,53.629,53.652
5329,recession,48.227,44.747
5330,riproaringtimes,52.587,62.937
5331,recession,46.266,49.259
5332,goodtimes,57.992,56.324
5333,riproaringtimes,59.831,72.087
5334,recession,44.357,40.55
5335,recession,50.089,48.291
5336,recession,48.399,45.587
5337,recession,51.689,52.152
5338,riproaringtimes,56.593,61.676
5339,goodtimes,52.831,55.341
5340,riproaringtimes,46.99,61.338
5341,goodtimes,54.837,62.002
5342,riproaringtimes,47.512,58.828
5343,riproaringtimes,48.45,65.378
5344,recession,47.523,53.039
5345,riproaringtimes,57.405,66.883
5346,recession,49.161,44.05
5347,recession,41.636,51.533
5348,recession,46.661,49.082
5349,riproaringtimes,52.277,66.778
5350,riproaringtimes,50.643,70.945
5351,goodtimes,63.408,49.127
5352,recession,40.582,37.647
5353,goodtimes,54.688,49.694
5354,recession,46.364,49.839
5355,riproaringtimes,59.114,76.806
5356,recession,50.329,43.982
5357,goodtimes,61.083,52.796
5358,recession,47.12,48.664
5359,recession,54.712,46.493
5360,recession,41.758,40.494
5361,goodtimes,49.864,54.516
5362,recession,56.185,49.441
5363,recession,48.34,43.015
5364,goodtimes,60.469,52.98
5365,recession,39.537,43.441
5366,riproaringtimes,54.678,63.395
5367,recession,50.129,43.384
5368,recession,42.276,43.249
5369,recession,35.65,42.846
5370,goodtimes,53.994,50.382
5371,riproaringtimes,48.325,67.185
5372,goodtimes,60.758,56.212
5373,riproaringtimes,55.985,64.369
5374,recession,42.902,40.928
5375,riproaringtimes,52.849,61.863
5376,goodtimes,58.841,57.941
5377,recession,49.351,52.353
5378,recession,51.822,50.885
5379,goodtimes,46.992,53.784
5380,goodtimes,52.583,61.367
5381,riproaringtimes,55.12,71.778
5382,recession,43.476,50.122
5383,recession,48.88,48.588
5384,goodtimes,51.803,51.091
5385,riproaringtimes,52.72,66.71
5386,goodtimes,50.816,54.749
5387,goodtimes,54.19,59.616
5388,recession,41.184,41.674
5389,riproaringtimes,45.435,66.807
5390,goodtimes,52.612,53.225
5391,recession,41.608,42.786
5392,goodtimes,52.289,52.75
5393,goodtimes,49.724,58.896
5394,goodtimes,57.114,49.889
5395,recession,47.108,45.157
5396,goodtimes,61.388,59.492
5397,goodtimes,57.883,60.655
5398,recession,42.494,50.273
5399,recession,39.868,46.771
5400,goodtimes,54.875,53.105
5401,goodtimes,54.828,56.255
5402,recession,45.563,50.171
5403,goodtimes,48.472,49.736
5404,riproaringtimes,53.678,57.815
5405,goodtimes,55.498,57.533
5406,recession,51.294,40.054
5407,recession,43.539,43.655
5408,recession,43.379,46.263
5409,riproaringtimes,55.596,60.465
5410,goodtimes,57.623,52.052
5411,recession,43.832,48.214
5412,recession,47.316,39.428
5413,goodtimes,51.093,59.663
5414,goodtimes,58.273,55.212
5415,goodtimes,55.47,54.677
5416,riproaringtimes,46.72,65.032
5417,riproaringtimes,53.931,72.489
5418,riproaringtimes,55.981,62.665
5419,goodtimes,54.679,54.886
5420,recession,45.98,45.457
5421,recession,41.732,44.417
5422,riproaringtimes,46.121,63.989
5423,recession,42.566,47.071
5424,goodtimes,49.639,54.732
5425,riproaringtimes,54.583,58.53
5426,riproaringtimes,50.841,69.731
5427,goodtimes,56.642,48.429
5428,recession,47.141,44.947
5429,recession,50.604,41.103
5430,riproaringtimes,56.029,63.079
5431,recession,41.384,42.659
5432,riproaringtimes,47.596,63.162
5433,riproaringtimes,43.508,65.213
5434,riproaringtimes,51.671,60.43
5435,riproaringtimes,49.446,67.948
5436,recession,34.548,45.415
5437,recession,44.387,46.447
5438,riproaringtimes,49.052,67.258
5439,goodtimes,46.013,62.982
5440,riproaringtimes,53.158,65.274
5441,goodtimes,58.055,56.866
5442,riproaringtimes,43.448,67.004
5443,riproaringtimes,49.041,66.231
5444,goodtimes,63.201,57.133
5445,goodtimes,45.899,57.536
5446,goodtimes,63.021,59.045
5447,recession,45.972,37.74
5448,recession,48.145,49.723
5449,goodtimes,58.426,48.843
5450,goodtimes,43.598,55.04
5451,goodtimes,57.672,55.841
5452,goodtimes,55.269,46.206
5453,goodtimes,54.851,55.472
5454,riproaringtimes,46.504,64.543
5455,riproaringtimes,54.571,62.96
5456,riproaringtimes,61.455,65.381
5457,riproaringtimes,46.62,72.565
5458,goodtimes,61.849,63.89
5459,recession,39.424,39.329
5460,recession,41.994,41.54
5461,goodtimes,47.574,58.219
5462,goodtimes,55.502,63.406
5463,goodtimes,62.483,61.081
5464,goodtimes,50.035,54.704
5465,recession,37.786,43.108
5466,recession,52.803,45.308
5467,recession,44.679,36.202
5468,recession,51.47,45.465
5469,riproaringtimes,47.71,67.732
5470,recession,45.746,32.506
5471,goodtimes,60.03,56.022
5472,riproaringtimes,48.903,73.297
5473,goodtimes,51.812,55.8
5474,recession,44.927,29.497
5475,recession,42.131,46.742
5476,goodtimes,51.523,53.158
5477,riproaringtimes,52.714,62.419
5478,recession,42.125,50.811
5479,goodtimes,52.583,64.185
5480,goodtimes,60.96,57.831
5481,riproaringtimes,49.931,69.03
5482,goodtimes,55.411,63.82
5483,riproaringtimes,44.725,72.232
5484,goodtimes,56.221,53.017
5485,riproaringtimes,52.079,69.01
5486,goodtimes,51.916,53.908
5487,goodtimes,61.145,50.744
5488,riproaringtimes,49.873,65.135
5489,goodtimes,56.707,51.577
5490,riproaringtimes,55.8,57.782
5491,goodtimes,54.614,51.33
5492,goodtimes,52.134,50.572
5493,recession,37.456,42.871
5494,riproaringtimes,54.741,66.398
5495,riproaringtimes,64.745,65.067
5496,riproaringtimes,49.136,65.978
5497,goodtimes,57.743,54.486
5498,goodtimes,57.549,48.728
5499,riproaringtimes,47.409,69.923
5500,riproaringtimes,57.487,71.119
5501,recession,46.844,43.543
5502,riproaringtimes,55.81,69.459
5503,goodtimes,61.08,62.738
5504,goodtimes,52.939,58.828
5505,recession,51.992,45.384
5506,riproaringtimes,45.499,62.05
5507,recession,46.188,51.324
5508,recession,48.715,46.672
5509,goodtimes,51.869,50.841
5510,riproaringtimes,50.286,63.727
5511,recession,46.685,45.374
5512,riproaringtimes,46.715,61.094
5513,recession,45.002,39.85
5514,goodtimes,52.372,56.28
5515,goodtimes,60.425,51.64
5516,recession,47.664,42.595
5517,goodtimes,49.635,61.556
5518,recession,47.15,47.861
5519,riproaringtimes,46.305,66.028
5520,riproaringtimes,49.349,65.073
5521,recession,54.874,48.373
5522,goodtimes,56.003,53.34
5523,recession,41.368,45.964
5524,recession,40.028,45.797
5525,riproaringtimes,47.258,64.51
5526,recession,46.93,44.348
5527,riproaringtimes,51.72,64.434
5528,goodtimes,59.955,59.318
5529,goodtimes,60.192,50.048
5530,riproaringtimes,50.628,62.292
5531,riproaringtimes,42.852,71.213
5532,riproaringtimes,54.766,65.025
5533,recession,42.15,47.232
5534,riproaringtimes,43.516,60.835
5535,recession,52.251,50.155
5536,recession,50.006,44.42
5537,riproaringtimes,47.769,59.658
5538,recession,42.414,46.295
5539,recession,45.613,45.779
5540,recession,50.578,47.094
5541,goodtimes,42.69,51.882
5542,riproaringtimes,51.751,55.913
5543,recession,40.298,41.546
5544,goodtimes,51.445,55.996
5545,recession,47.069,44.744
5546,riproaringtimes,55.279,69.015
5547,riproaringtimes,52.606,68.155
5548,riproaringtimes,54.577,51.897
5549,riproaringtimes,48.202,65.956
5550,recession,47.596,50.943
5551,riproaringtimes,45.891,63.132
5552,goodtimes,54.111,58.045
5553,riproaringtimes,47.102,66.422
5554,goodtimes,58.772,56.946
5555,riproaringtimes,52.309,60.734
5556,recession,46.77,40.89
5557,recession,42.978,40.273
5558,goodtimes,47.541,56.861
5559,goodtimes,51.108,56.981
5560,goodtimes,55.973,55.582
5561,goodtimes,58.195,55.222
5562,recession,45.541,40.492
5563,riproaringtimes,46.268,72.052
5564,recession,40.654,44.869
5565,recession,43.207,44.666
5566,goodtimes,53.677,65.648
5567,recession,44.977,42.638
5568,recession,42.296,44.64
5569,goodtimes,53.815,53.323
5570,riproaringtimes,55.125,63.216
5571,riproaringtimes,51.62,58.503
5572,recession,44.146,47.027
5573,riproaringtimes,46.968,64.019
5574,riproaringtimes,46.971,68.513
5575,goodtimes,53.179,57.757
5576,goodtimes,55.978,49.563
5577,recession,48.869,42.718
5578,recession,39.469,45.6
5579,goodtimes,49.004,63.534
5580,recession,46.929,45.276
5581,goodtimes,52.801,53.746
5582,riproaringtimes,52.631,66.813
5583,recession,39.558,47.769
5584,goodtimes,55.665,56.367
5585,riproaringtimes,51.375,64.494
5586,goodtimes,58.97,51.638
5587,recession,43.807,48.16
5588,riproaringtimes,45.708,62.834
5589,goodtimes,56.592,55.09
5590,riproaringtimes,52.517,63.606
5591,goodtimes,65.113,58.821
5592,goodtimes,53.36,50.656
5593,goodtimes,50.082,56.343
5594,riproaringtimes,47.166,72.199
5595,riproaringtimes,50.813,60.942
5596,goodtimes,59.378,49.797
5597,recession,44.256,51.776
5598,riproaringtimes,53.609,69.226
5599,goodtimes,56.033,60.337
5600,goodtimes,42.605,52.587
5601,goodtimes,60.452,53.237
5602,riproaringtimes,42.833,57.165
5603,riproaringtimes,49.013,65.758
5604,recession,38.213,45.096
5605,riproaringtimes,55.53,66.332
5606,recession,38.614,48.063
5607,riproaringtimes,51.399,61.07
5608,riproaringtimes,51.741,68.39
5609,goodtimes,49.969,46.961
5610,goodtimes,59.399,57.273
5611,goodtimes,57.297,44.385
5612,riproaringtimes,48.368,58.548
5613,recession,45.52,53.658
5614,goodtimes,51.429,60.709
5615,riproaringtimes,55.261,60.934
5616,recession,43.11,41.175
5617,recession,42.084,56.165
5618,riproaringtimes,51.379,69.342
5619,riproaringtimes,53.479,65.31
5620,recession,43.097,43.083
5621,riproaringtimes,50.707,64.732
5622,riproaringtimes,46.516,64.02
5623,recession,47.843,37.847
5624,riproaringtimes,53.612,60.722
5625,goodtimes,57.619,56.022
5626,riproaringtimes,50.28,63.509
5627,riproaringtimes,52.478,58.863
5628,goodtimes,59.899,54.217
5629,riproaringtimes,47.721,62.476
5630,goodtimes,59.923,56.114
5631,goodtimes,47.963,55.179
5632,recession,39.736,43.042
5633,goodtimes,59.009,59.023
5634,recession,50.495,38.47
5635,recession,39.259,46.021
5636,recession,47.261,49.412
5637,goodtimes,53.652,54.034
5638,recession,36.875,49.305
5639,riproaringtimes,44.236,61.78
5640,recession,35.693,44.343
5641,recession,47.247,47.344
5642,riproaringtimes,48.518,70.068
5643,goodtimes,54.775,57.784
5644,goodtimes,55.788,54.52
5645,riproaringtimes,48.538,72.694
5646,goodtimes,61.299,53.443
5647,recession,40.455,44.512
5648,riproaringtimes,45.208,63.784
5649,goodtimes,55.167,56.914
5650,recession,43.215,41.385
5651,goodtimes,55.004,54.391
5652,recession,50.943,42.258
5653,riproaringtimes,53.568,58.81
5654,riproaringtimes,45.813,63.27
5655,riproaringtimes,45.849,66.46
5656,riproaringtimes,45.359,65.437
5657,recession,48.07,55.77
5658,goodtimes,61.343,69.266
5659,goodtimes,58.148,55.483
5660,riproaringtimes,54.114,68.469
5661,recession,46.722,42.944
5662,riproaringtimes,51.787,68.443
5663,recession,43.331,54.55
5664,riproaringtimes,51.028,64.134
5665,goodtimes,50.768,50.098
5666,riproaringtimes,46.465,62.162
5667,recession,35.708,34.516
5668,goodtimes,55.664,53.364
5669,recession,38.9,46.278
5670,goodtimes,62.076,54.893
5671,recession,50.821,43.255
5672,riproaringtimes,52.854,62.463
5673,riproaringtimes,49.742,61.187
5674,riproaringtimes,49.39,62.905
5675,riproaringtimes,47.955,68.325
5676,recession,36.97,40.88
5677,goodtimes,58.104,53.607
5678,riproaringtimes,55.593,68.015
5679,riproaringtimes,45.987,68.578
5680,recession,58.823,48.952
5681,riproaringtimes,45.312,68.817
5682,recession,42.655,46.399
5683,riproaringtimes,55.126,66.224
5684,riproaringtimes,43.316,64.739
5685,goodtimes,55.223,57.522
5686,riproaringtimes,48.126,66.492
5687,goodtimes,56.399,58.2
5688,goodtimes,63.874,51.788
5689,recession,45.74,42.513
5690,recession,46.55,40.576
5691,goodtimes,57.368,57.419
5692,goodtimes,55.536,54.932
5693,goodtimes,59.857,57.99
5694,riproaringtimes,48.151,64.703
5695,recession,52.736,44.659
5696,recession,45.509,42.025
5697,recession,45.994,38.628
5698,recession,40.683,45.998
5699,recession,53.524,51.543
5700,riproaringtimes,49.942,71.905
5701,riproaringtimes,53.65,57.06
5702,goodtimes,54.254,60.596
5703,riproaringtimes,60.46,68.136
5704,riproaringtimes,45.286,74.13
5705,goodtimes,49.892,66.721
5706,recession,47.719,45.754
5707,goodtimes,61.677,52.318
5708,riproaringtimes,46.086,74.3
5709,goodtimes,57.331,51.977
5710,goodtimes,56.776,58.589
5711,recession,44.852,47.716
5712,goodtimes,58.779,58.086
5713,goodtimes,49.295,56.205
5714,riproaringtimes,46.601,64.236
5715,goodtimes,51.469,54.432
5716,goodtimes,52.814,52.474
5717,goodtimes,54.421,55.065
5718,recession,47.639,37.023
5719,recession,47.89,50.418
5720,recession,43.892,46.181
5721,riproaringtimes,52.418,64.839
5722,riproaringtimes,46.163,57.712
5723,recession,50.099,48.571
5724,riproaringtimes,43.311,58.582
5725,riproaringtimes,48.973,69.791
5726,riproaringtimes,49.147,69.263
5727,recession,49.92,39.927
5728,recession,42.567,40.327
5729,riproaringtimes,50.337,61.331
5730,riproaringtimes,47.885,66.931
5731,riproaringtimes,48.974,71.811
5732,recession,45.363,35.585
5733,recession,46.308,46.965
5734,recession,48.536,39.838
5735,goodtimes,58.389,54.621
5736,riproaringtimes,56.647,66.334
5737,recession,45.284,40.132
5738,riproaringtimes,58.635,69.642
5739,recession,49.042,36.424
5740,goodtimes,61.191,59.211
5741,recession,48.525,50.247
5742,goodtimes,62.696,65.269
5743,recession,42.562,46.626
5744,riproaringtimes,51.413,65.563
5745,goodtimes,59.607,54.602
5746,goodtimes,59.948,52.687
5747,recession,45.774,48.841
5748,recession,49.674,40.818
5749,goodtimes,62.871,60.036
5750,goodtimes,50.422,48.141
5751,riproaringtimes,51.479,72.44
5752,recession,50.43,53.03
5753,goodtimes,63.003,45.98
5754,riproaringtimes,49.61,68.602
5755,riproaringtimes,43.73,66.858
5756,goodtimes,56.484,50.462
5757,goodtimes,52.66,56.431
5758,recession,41.743,39.275
5759,goodtimes,62.423,54.822
5760,riproaringtimes,49.883,67.405
5761,goodtimes,56.346,55.79
5762,goodtimes,47.603,52.025
5763,recession,44.995,41.402
5764,riproaringtimes,48.034,66.649
5765,recession,41.597,40.428
5766,riproaringtimes,54.822,59.935
5767,riproaringtimes,53.218,60.534
5768,goodtimes,58.055,61.1
5769,riproaringtimes,54.801,55.165
5770,recession,45.439,47.076
5771,goodtimes,53.356,54.669
