release,date,author,status,maturity,version,first,distribution,abstract
PerlQt-2.007,1999-06-22T09:50:25,AWIN,backpan,released,2.007,,PerlQt,
WWW-Robot-0.021,1999-06-22T11:08:47,AWRIGLEY,backpan,released,0.021,,WWW-Robot,"configurable web traversal engine (for web robots & agents)"
Text-Query-SQL-0.04,1999-06-22T13:08:49,LDACHARY,backpan,released,0.04,,Text-Query-SQL,"A bundle to install related modules"
cartoons-1.0,1999-06-22T15:12:23,STBEY,backpan,released,1.0,1,cartoons,
Object-Persistence-0.42,1999-06-22T16:50:19,VIPUL,backpan,released,0.42,,Object-Persistence,"Object Persistence with Data::Dumper."
Event-0.43,1999-06-22T19:01:19,JPRIT,backpan,released,0.43,,Event,"Event loop processing"
dbgui_166,1999-06-22T23:47:50,MSCROGGIN,cpan,released,166,,dbgui,"a Sybase database server graphical interface."
File-Flock-99.062201,1999-06-23T01:35:00,MUIR,backpan,released,99.062201,,File-Flock,"file locking with flock"
Heap-0.10,1999-06-23T02:30:34,MJD,cpan,released,0.10,,Heap,
Text-Query-0.07,1999-06-23T07:37:32,EBOHLMAN,cpan,released,0.07,,Text-Query,"Query processing framework"
Convert-IBM390-0.04,1999-06-23T13:21:18,GROMMEL,backpan,released,0.04,,Convert-IBM390,"functions for manipulating mainframe data"
Time-Warp-0.02,1999-06-23T15:05:16,JPRIT,backpan,released,0.02,1,Time-Warp,"control over the flow of time"
Time-Warp-0.03,1999-06-23T15:18:50,JPRIT,backpan,released,0.03,,Time-Warp,"control over the flow of time"
ObjStore-1.57,1999-06-23T16:05:33,JPRIT,cpan,released,1.57,,ObjStore,"Perl Extension For ObjectStore OODBMS"
Modem-VBox-0.02,1999-06-23T19:23:07,MLEHMANN,backpan,released,0.02,1,Modem-VBox,"Perl module for creation of voiceboxes."
App-Manager-0.03,1999-06-23T19:23:08,MLEHMANN,latest,released,0.03,,App-Manager,"Perl module for installing, managing and uninstalling software packages."
Audio-Play-MPG123-0.02,1999-06-23T19:23:09,MLEHMANN,backpan,released,0.02,1,Audio-Play-MPG123,"a frontend to mpg123 version 0.59r and beyond."
Math-Random-0.61,1999-06-23T20:07:15,JVENIER,cpan,released,0.61,,Math-Random,"Random Number Generators"
String-Approx-3.08,1999-06-23T23:05:03,JHI,backpan,released,3.08,,String-Approx,"Perl extension for approximate matching (fuzzy matching)"
Time-modules-99.062301,1999-06-24T05:21:00,MUIR,backpan,released,99.062301,,Time-modules,"simply report the number of days in a month"
URI-1.03,1999-06-24T10:36:53,GAAS,backpan,released,1.03,,URI,"Uniform Resource Identifiers (absolute and relative)"
Wizard-0.1003,1999-06-24T12:00:51,AMAR,cpan,released,0.1003,,Wizard,"A system for configuring virtual Apache web servers"
Time-Warp-0.04,1999-06-24T19:07:16,JPRIT,backpan,released,0.04,,Time-Warp,"control over the flow of time"
Audio-Play-MPG123-0.03,1999-06-24T19:42:16,MLEHMANN,backpan,released,0.03,,Audio-Play-MPG123,"a frontend to mpg123 version 0.59r and beyond."
Apache-ASP-0.11,1999-06-24T20:04:52,CHAMAS,backpan,released,0.11,,Apache-ASP,"Active Server Pages for Apache with mod_perl"
Gimp-1.094,1999-06-24T23:37:19,MLEHMANN,backpan,released,1.094,,Gimp,"Perl extension for writing Gimp Extensions/Plug-ins/Load & Save-Handlers"
CGI-Formalware-1.07,1999-06-25T09:25:04,RSAVAGE,backpan,released,1.07,,CGI-Formalware,"Convert an XML file into a suite of CGI forms."
Class-Tree-1.14,1999-06-25T09:25:05,RSAVAGE,backpan,released,1.14,,Class-Tree,"Print a C++ class hierarchy."
DFA-Command-1.95,1999-06-25T09:25:05,RSAVAGE,backpan,released,1.95,,DFA-Command,"A Discrete Finite Automata command processor."
Getopt-Simple-1.43,1999-06-25T09:25:06,RSAVAGE,backpan,released,1.43,,Getopt-Simple,"Provide a simple wrapper around Getopt::Long."
Lingua-EN-Infinitive-1.03,1999-06-25T09:26:37,RSAVAGE,backpan,released,1.03,,Lingua-EN-Infinitive,"Determine the infinitive form of a conjugated word"
X500-DN-1.13,1999-06-25T09:26:38,RSAVAGE,backpan,released,1.13,,X500-DN,"Parse X500 Distinguished Names"
VCS-CVS-2.00,1999-06-25T09:26:38,RSAVAGE,backpan,released,2.00,1,VCS-CVS,"Provide a simple interface to CVS (the Concurrent Versions System)."
DBD-Sybase-0.19,1999-06-25T15:12:08,MEWP,backpan,released,0.19,,DBD-Sybase,"Sybase database driver for the DBI module"
libwww-perl-5.44,1999-06-25T20:34:40,GAAS,backpan,released,5.44,,libwww-perl,"libwww-perl cookbook"
Filesys-DiskSpace-0.04,1999-06-25T22:10:00,FTASSIN,cpan,released,0.04,,Filesys-DiskSpace,"Perl df"
Lingua-Stem-0.30,1999-06-26T00:14:41,SNOWHARE,backpan,released,0.30,1,Lingua-Stem,"Stemming of words"
PDL-2.002,1999-06-26T03:42:36,KGB,backpan,released,2.002,,PDL,"Simple shell for PDL"
MHonArc2.4.0,1999-06-26T07:57:53,EHOOD,backpan,released,v2.4.0,,MHonArc,"Decode MIME messages"
PlRPC-0.2012,1999-06-26T16:21:38,JWIED,cpan,released,0.2012,,PlRPC,"A bundle to install PlRPC-Server, Client and prerequisites."
Net-Daemon-0.21,1999-06-26T23:03:58,JWIED,backpan,released,0.21,,Net-Daemon,"Perl extension for portable daemons"
SNMP-MIB-Compiler-0.04,1999-06-27T00:01:00,FTASSIN,cpan,released,0.04,,SNMP-MIB-Compiler,"A bundle to install all SNMP::MIB::Compiler related modules"
Xmms-Perl-0.06,1999-06-27T23:05:10,DOUGM,backpan,released,0.06,1,Xmms-Perl,"Perl Xmms change file"
perl-ldap-0.12,1999-06-28T02:40:38,GBARR,backpan,released,0.12,,perl-ldap,"LDAP Uniform Resource Locators"
Net-ICB-1.62,1999-06-28T04:24:35,JMV,latest,released,1.62,1,Net-ICB,"Object oriented interface to an fnet server."
CGI-FastTemplate-1.09,1999-06-28T04:59:15,JMOORE,latest,released,1.09,,CGI-FastTemplate,"Perl extension for managing templates, and performing variable interpolation."
Text-CSV_XS-0.20,1999-06-28T09:04:58,JWIED,cpan,released,0.20,,Text-CSV_XS,"comma-separated values manipulation routines"
Class-Tree-1.20,1999-06-28T09:21:36,RSAVAGE,backpan,released,1.20,,Class-Tree,"Print a C++ class hierarchy."
sitemapper-1.015,1999-06-28T15:18:27,AWRIGLEY,backpan,released,1.015,,sitemapper,"script for generating site maps"
DCE-Perl-0.19,1999-06-28T18:03:59,PHENSON,backpan,released,0.19,,DCE-Perl,"Perl extension for blah blah blah"
Tie-DB_FileLock-0.09,1999-06-28T23:07:45,JMV,backpan,released,0.09,1,Tie-DB_FileLock,"Locking access to Berkeley DB 1.x"
Gimp-1.095,1999-06-28T23:24:20,MLEHMANN,backpan,released,1.095,,Gimp,"Perl extension for writing Gimp Extensions/Plug-ins/Load & Save-Handlers"
Tk-SlideShow-0.05,1999-06-29T03:26:54,OLIBOU,cpan,released,0.05,,Tk-SlideShow,"a Perl Module for building presentation."
B-LexInfo-0.02,1999-06-29T05:03:21,DOUGM,latest,released,0.02,1,B-LexInfo,"Show information about subroutine lexical variables"
CGI-SpeedyCGI-1.8.2,1999-06-29T06:32:23,HORROCKS,cpan,released,v1.8.2,,CGI-SpeedyCGI,"Speed up CGI scripts by running them persistently"
Tree-RedBlack-0.3,1999-06-29T14:57:58,BHOLZMAN,backpan,released,0.3,,Tree-RedBlack,"Perl implementation of Red/Black tree, a type of balanced tree."
Apache-AutoIndex-0.08,1999-06-29T17:57:14,GOZER,latest,released,0.08,,Apache-AutoIndex,"Perl replacment for mod_autoindex and mod_dir Apache module"
pop-0.06,1999-06-29T19:29:11,BHOLZMAN,backpan,released,0.06,,pop,
DBI-1.12,1999-06-29T23:07:41,TIMB,backpan,released,1.12,,DBI,"A proxy server for the DBD::Proxy driver"
Ima-DBI-0.08,1999-06-30T16:20:46,MSCHWERN,backpan,released,0.08,,Ima-DBI,"Database connection caching and organization"
Zobel-0.05,1999-06-30T20:34:08,DYACOB,backpan,released,0.05,,Zobel,"Specialized Front End to the LiveGe'ez Package."
Convert-Ethiopic-0.07,1999-06-30T20:35:52,DYACOB,backpan,released,0.07,,Convert-Ethiopic,"Perl extension for the Ethiopic information processing library."
WWW-Search-1.025,1999-06-30T20:47:56,MTHURN,backpan,released,1.025,,WWW-Search,"a web-searching application demonstrating WWW::Search"
Event-0.44,1999-06-30T21:28:38,JPRIT,backpan,released,0.44,,Event,"Event loop processing"
Term-Gnuplot-0.5601,1999-06-30T22:01:00,ILYAZ,cpan,released,0.5601,,Term-Gnuplot,"documentation of gnuplot output devices"
Math-Pari-2.001600,1999-06-30T22:12:00,ILYAZ,cpan,released,2.001600,,Math-Pari,"Perl interface to PARI."
Mon-0.5,1999-06-30T23:15:36,TROCKIJ,backpan,released,0.5,,Mon,"decode SNMP trap"
mon-0.38.13,1999-06-30T23:15:37,TROCKIJ,backpan,released,v0.38.13,1,mon,
Search-InvertedIndex-1.03,1999-07-01T01:28:13,SNOWHARE,backpan,released,1.03,1,Search-InvertedIndex,"A manager for inverted index maps"
Cisco-Conf-0.09,1999-07-01T09:42:27,JWIED,backpan,released,0.09,,Cisco-Conf,"Cisco configuration management via TFTP"
Net-Daemon-0.22,1999-07-01T09:42:28,JWIED,backpan,released,0.22,,Net-Daemon,"Perl extension for portable daemons"
GIFgraph_Map-1.0,1999-07-01T11:09:51,RA,cpan,released,1.0,1,GIFgraph_Map,"generates HTML map text."
Paw-0.4,1999-07-01T16:07:17,UGANSERT,backpan,released,0.4,1,Paw,
HTML-Summary-0.017,1999-07-01T16:17:52,AWRIGLEY,cpan,released,0.017,,HTML-Summary,"module to truncate Japanese encoded text."
httpi-0.99,1999-07-01T16:21:00,CKAISER,backpan,released,0.99,,httpi,
MemHandle-0.01,1999-07-01T20:53:15,SCR,backpan,released,0.01,1,MemHandle,"supply memory-based FILEHANDLE methods"
MemHandle-0.02,1999-07-01T21:38:27,SCR,backpan,released,0.02,,MemHandle,"supply memory-based FILEHANDLE methods"
MemHandle-0.03,1999-07-02T00:19:37,SCR,backpan,released,0.03,,MemHandle,"supply memory-based FILEHANDLE methods"
Text-Balanced-1.66,1999-07-02T03:44:33,DCONWAY,backpan,released,1.66,,Text-Balanced,"Extract delimited text sequences from strings."
Parse-RecDescent-1.66,1999-07-02T03:44:34,DCONWAY,backpan,released,1.66,,Parse-RecDescent,"Generate Recursive-Descent Parsers"
PerlQt-2.008,1999-07-02T04:11:45,AWIN,backpan,released,2.008,,PerlQt,
Apache-ASP-0.12,1999-07-02T07:05:05,CHAMAS,backpan,released,0.12,,Apache-ASP,"Active Server Pages for Apache with mod_perl"
Net-Daemon-0.23,1999-07-02T07:41:15,JWIED,backpan,released,0.23,,Net-Daemon,"Perl extension for portable daemons"
XML-Generator-0.4,1999-07-02T15:47:13,BHOLZMAN,backpan,released,0.4,,XML-Generator,"Perl extension for generating XML"
XML-Generator-0.4_1,1999-07-02T15:53:15,BHOLZMAN,backpan,developer,0.4_1,,XML-Generator,"Perl extension for generating XML"
Video-Capture-V4l-0.01,1999-07-02T19:33:24,MLEHMANN,backpan,released,0.01,1,Video-Capture-V4l,"Perl interface to the Video4linux framegrabber interface."
mod_perl-1.21,1999-07-02T23:43:56,DOUGM,backpan,released,1.21,,mod_perl,"Apache mod_perl installation instructions"
libapreq-0.31,1999-07-03T01:08:20,DOUGM,cpan,released,0.31,,libapreq,"Apache Request C Library"
PlotCalendar-1.1,1999-07-03T02:04:07,AJACKSON,cpan,released,1.1,1,PlotCalendar,"Plot an ASCII or HTML calendar"
Win32-TieRegistry-0.23,1999-07-03T07:55:21,TYEMQ,cpan,released,0.23,,Win32-TieRegistry,"Powerful and easy ways to manipulate a registry [on Win32 for now]."
Catalog-1.00,1999-07-03T12:36:21,LDACHARY,cpan,released,1.00,,Catalog,"A bundle to install all Catalog related modules"
Lingua-EN-NameParse-0.10,1999-07-04T06:06:18,KIMRYAN,backpan,released,0.10,,Lingua-EN-NameParse,"routines for manipulating a persons name"
Parallel-MPI-0.01,1999-07-04T07:51:33,JOSH,cpan,released,0.01,1,Parallel-MPI,"Perl interface to the MPI message passing system"
VcsTools-History-1.001,1999-07-05T08:39:49,DDUMONT,backpan,released,1.001,1,VcsTools-History,"Perl class to manage a VCS history."
Paw-0.41,1999-07-05T14:01:46,UGANSERT,backpan,released,0.41,,Paw,
Orac-1.0.0,1999-07-05T14:26:31,ANDYDUNC,cpan,released,v1.0.0,1,Orac,
Puppet-VcsTools-History-1.001,1999-07-05T15:25:17,DDUMONT,backpan,released,1.001,1,Puppet-VcsTools-History,"VCS history viewer"
bioperl-0.05.1,1999-07-05T16:42:17,BIRNEY,backpan,released,v0.05.1,,bioperl,"Coordinated OOP-Perl Modules for Biology"
WebFS-FileCopy-1.01,1999-07-05T20:37:36,BZAJAC,backpan,released,1.01,,WebFS-FileCopy,"load functions only on demand"
Tk-ObjScanner-1.017,1999-07-06T08:39:20,DDUMONT,backpan,released,1.017,,Tk-ObjScanner,"Tk composite widget object scanner"
HTML-Embperl-1.2b5,1999-07-06T12:37:58,GRICHTER,backpan,released,1.2,,HTML-Embperl,"Perl extension for embedding Perl code in HTML documents"
WebFetch-0.07,1999-07-06T13:11:08,IKLUFT,backpan,released,0.07,,WebFetch,"Perl module to download and save information from the Web"
Orac-1.1.0,1999-07-06T13:30:43,ANDYDUNC,cpan,released,v1.1.0,,Orac,
DateManip-5.35,1999-07-06T18:53:08,SBECK,backpan,released,5.35,,DateManip,"date manipulation routines"
Font-TTF-0.1,1999-07-06T21:32:07,MHOSKEN,backpan,released,0.1,,Font-TTF,"Truetype Collection class"
Text-Query-SQL-0.05,1999-07-07T08:18:34,LDACHARY,cpan,released,0.05,,Text-Query-SQL,"A bundle to install related modules"
Mail-Valid-0.11,1999-07-07T12:23:53,MAURICE,backpan,released,0.11,1,Mail-Valid,"Check validity of Internet email addresses"
ftp-upload-1.0,1999-07-07T14:00:19,ROSCH,backpan,released,1.0,,ftp-upload,"batch transfer local files to an FTP server"
Class-Tom-3.01,1999-07-07T16:38:30,JDUNCAN,cpan,released,3.01,,Class-Tom,"The Transportable Object Model for Perl"
Net-GrpNetworks-1.06,1999-07-07T17:38:45,ARVIEGAS,cpan,released,1.06,1,Net-GrpNetworks,"Perl extension to determine in which network group a IP belongs."
DBD-Empress-0.52,1999-07-07T18:11:54,SWILLIAM,latest,released,0.52,1,DBD-Empress,
DBD-EmpressNet-0.52,1999-07-07T18:11:55,SWILLIAM,latest,released,0.52,1,DBD-EmpressNet,
DPGS,1999-07-07T22:40:12,ILIAL,backpan,released,0,1,DPGS,
MemHandle-0.04,1999-07-07T23:22:23,SCR,backpan,released,0.04,,MemHandle,"supply memory-based FILEHANDLE methods"
Text-Bind-0.04,1999-07-08T04:59:49,EHOOD,latest,released,0.04,,Text-Bind,"Bind Perl structures to text files"
Audio-CD-0.01,1999-07-08T07:00:25,DOUGM,backpan,released,0.01,1,Audio-CD,
Msql-Mysql-modules-1.2201,1999-07-08T07:54:39,JWIED,backpan,released,1.2201,,Msql-Mysql-modules,"A bundle to install Perl drivers for mSQL or MySQL"
Chatbot-Eliza-0.94,1999-07-08T12:42:50,JNOLAN,backpan,released,0.94,,Chatbot-Eliza,"A clone of the classic Eliza program"
Orac-1.1.1,1999-07-08T16:37:54,ANDYDUNC,cpan,released,v1.1.1,,Orac,
String-Random-0.196,1999-07-08T19:28:15,STEVE,backpan,released,0.196,1,String-Random,"Perl module to generate random strings based on a pattern"
Mac-AppleEvents-Simple-0.71,1999-07-08T19:43:24,CNANDOR,backpan,released,0.71,,Mac-AppleEvents-Simple,"MacPerl module to do Apple Events more simply"
Mac-Apps-Launch-1.70,1999-07-08T19:43:25,CNANDOR,cpan,released,1.70,,Mac-Apps-Launch,"MacPerl module to launch applications"
Gimp-1.096,1999-07-08T20:18:04,MLEHMANN,backpan,released,1.096,,Gimp,"Perl extension for writing Gimp Extensions/Plug-ins/Load & Save-Handlers"
Text-Macros-0.01,1999-07-08T22:14:05,JDPORTER,cpan,released,0.01,1,Text-Macros,"a class implementing text macros."
MemHandle-0.05,1999-07-09T00:44:44,SCR,backpan,released,0.05,,MemHandle,"supply memory-based FILEHANDLE methods"
HTML-DynamicTemplate-0.94,1999-07-09T04:30:47,BRIANNG,latest,released,0.94,1,HTML-DynamicTemplate,"HTML template class."
Email-Valid-0.12,1999-07-09T05:31:02,MAURICE,backpan,released,0.12,,Email-Valid,"Check validity of Internet email addresses"
wpdfd11,1999-07-09T07:03:06,SANFACE,backpan,released,11,,wpdfd,
winpdfdata-1.1,1999-07-09T07:07:38,SANFACE,backpan,released,1.1,1,winpdfdata,
Ptml0140,1999-07-09T08:26:00,MDEWJONES,backpan,released,0140,1,Ptml,"Perl Template Merge Language (aka `HTML with a P')"
Paw-0.45,1999-07-09T09:56:23,UGANSERT,backpan,released,0.45,,Paw,
Chatbot-Eliza-0.95,1999-07-09T12:32:00,JNOLAN,backpan,released,0.95,1,Chatbot-Eliza,"A clone of the classic Eliza program"
I18N-Charset-1.03,1999-07-09T14:43:06,MTHURN,backpan,released,1.03,1,I18N-Charset,"IANA Character Set Registry names and Unicode::Map8 conversion scheme names"
Text-Macros-0.02,1999-07-09T15:25:19,JDPORTER,cpan,released,0.02,,Text-Macros,"a class implementing text macros."
XML-Parser-2.24,1999-07-09T23:06:43,COOPERCL,cpan,released,2.24,,XML-Parser,"A perl module for parsing XML documents"
Net-GrpNetworks-1.07,1999-07-10T00:13:19,ARVIEGAS,cpan,released,1.07,,Net-GrpNetworks,"Perl extension to determine in which network group a IP belongs."
String-Random-0.197,1999-07-10T16:07:24,STEVE,backpan,released,0.197,,String-Random,"Perl module to generate random strings based on a pattern"
Tk-Text-SuperText-0.9.3,1999-07-11T10:00:24,ALEXIOB,cpan,released,v0.9.3,,Tk-Text-SuperText,"An improved text widget for perl/tk"
DBI-1.13,1999-07-12T03:28:41,TIMB,backpan,released,1.13,,DBI,"A proxy server for the DBD::Proxy driver"
DBD-Oracle-1.03,1999-07-12T03:30:24,TIMB,backpan,released,1.03,,DBD-Oracle,"Oracle database driver for the DBI module"
Xmms-Perl-0.07,1999-07-12T05:40:10,DOUGM,backpan,released,0.07,,Xmms-Perl,"Perl Xmms change file"
Audio-CD-0.02,1999-07-12T05:40:11,DOUGM,backpan,released,0.02,,Audio-CD,"Perl interface to libcdaudio (cd + cddb)"
xxx2lout-0.01,1999-07-12T07:34:08,SUMMER,backpan,released,0.01,1,xxx2lout,
Convert-Ethiopic-0.08,1999-07-12T11:02:25,DYACOB,backpan,released,0.08,,Convert-Ethiopic,"Perl extension for the Ethiopic information processing library."
Zobel-0.06,1999-07-12T11:05:37,DYACOB,backpan,released,0.06,,Zobel,"Specialized Front End to the LiveGe'ez Package."
Storable-0.6@4,1999-07-12T13:05:25,RAM,backpan,released,0.6,,Storable,"persistency for perl data structures"
File-MkTemp-1.0.4,1999-07-12T13:12:57,TGUMMELS,cpan,released,v1.0.4,,File-MkTemp,"Make temporary filename from template"
mailagent-3.0@68,1999-07-12T14:15:16,RAM,backpan,released,3.0,1,mailagent,
Net-Daemon-0.24,1999-07-12T14:33:33,JWIED,backpan,released,0.24,,Net-Daemon,"Perl extension for portable daemons"
MPEG-MP3Info-0.71,1999-07-12T17:15:05,CNANDOR,backpan,released,0.71,,MPEG-MP3Info,"Manipulate / fetch info from MP3 audio files"
Krb4-1.0,1999-07-12T19:50:40,JHORWITZ,cpan,released,1.0,,Krb4,"Perl extension for Kerberos 4"
Krb5-1.0,1999-07-12T19:50:41,JHORWITZ,cpan,released,1.0,,Krb5,"Perl extension for Kerberos 5"
Mac-Glue-0.50,1999-07-12T21:10:31,CNANDOR,backpan,released,0.50,1,Mac-Glue,"Control Mac apps with Apple event terminology"
Devel-SmallProf-0.6,1999-07-12T21:52:44,ASHTED,backpan,released,0.6,,Devel-SmallProf,"per-line Perl profiler"
IP-Address-0.01,1999-07-12T23:15:36,LUISMUNOZ,backpan,released,0.01,1,IP-Address,"Manipulate IP Addresses easily"
IP-Address-0.02,1999-07-13T00:33:56,LUISMUNOZ,backpan,released,0.02,,IP-Address,"Manipulate IP Addresses easily"
Jcode-0.30,1999-07-13T00:50:31,DANKOGAI,backpan,released,0.30,1,Jcode,"Japanese Charset Handler"
File-MMagic-0.15,1999-07-13T01:04:05,KNOK,backpan,released,0.15,,File-MMagic,"Guess file type"
Data-Address-Standardize-0.001,1999-07-13T03:21:11,GREGOR,backpan,released,0.001,1,Data-Address-Standardize,"Standardize U.S. postal addresses."
xxx2lout-0.02,1999-07-13T07:22:18,SUMMER,backpan,released,0.02,,xxx2lout,
Text-PDF-0.02,1999-07-13T14:58:04,MHOSKEN,backpan,released,0.02,1,Text-PDF,"Utility functions for PDF library"
Zobel-0.07,1999-07-14T03:28:30,DYACOB,backpan,released,0.07,,Zobel,"Specialized Front End to the LiveGe'ez Package."
Ima-DBI-0.09,1999-07-14T04:34:53,MSCHWERN,backpan,released,0.09,,Ima-DBI,"Database connection caching and organization"
Envy-2.39,1999-07-14T13:17:53,JPRIT,backpan,released,2.39,,Envy,"A comprehensive multi-dimensional environment manager"
Orac-1.1.2,1999-07-14T15:24:28,ANDYDUNC,cpan,released,v1.1.2,,Orac,
XML-Template-1.0,1999-07-14T16:32:16,GHUTCHIS,backpan,released,1.0,1,XML-Template,"Perl XML template instantiation"
Jcode-0.35,1999-07-14T16:53:22,DANKOGAI,backpan,released,0.35,,Jcode,"Japanese Charset Handler"
IP-Address-0.03,1999-07-14T17:08:26,LUISMUNOZ,backpan,released,0.03,,IP-Address,"Manipulate IP Addresses easily"
Envy-2.40,1999-07-14T18:26:46,JPRIT,backpan,released,2.40,,Envy,"A comprehensive multi-dimensional environment manager"
Text-PDF-0.03,1999-07-14T18:55:24,MHOSKEN,backpan,released,0.03,,Text-PDF,"Utility functions for PDF library"
WWW-Search-2.01,1999-07-14T19:16:36,MTHURN,backpan,released,2.01,,WWW-Search,"a web-searching application demonstrating WWW::Search"
Devel-ptkdb-1.1058,1999-07-14T20:00:22,AEPAGE,backpan,released,1.1058,,Devel-ptkdb,"Perl debugger using a Tk GUI"
Video-Capture-V4l-0.02,1999-07-14T20:57:37,MLEHMANN,backpan,released,0.02,,Video-Capture-V4l,"Perl interface to the Video4linux framegrabber interface."
Gimp-1.097,1999-07-14T20:59:08,MLEHMANN,backpan,released,1.097,,Gimp,"Perl extension for writing Gimp Extensions/Plug-ins/Load & Save-Handlers"
HTMLinterface-0.10,1999-07-14T23:55:26,JFURNESS,cpan,released,0.10,1,HTMLinterface,"Class for creating a CGI interface to a database"
xxx2lout-0.03,1999-07-15T07:26:01,SUMMER,backpan,released,0.03,,xxx2lout,
Event-0.50,1999-07-15T14:09:58,JPRIT,backpan,released,0.50,,Event,"Event loop processing"
Text-PDF-0.04,1999-07-15T19:15:53,MHOSKEN,backpan,released,0.04,,Text-PDF,"Utility functions for PDF library"
Jcode-0.40,1999-07-15T19:32:27,DANKOGAI,backpan,released,0.40,,Jcode,"Japanese Charset Handler"
Data-HexDump-0.01,1999-07-15T22:53:00,FTASSIN,cpan,released,0.01,1,Data-HexDump,"A Simple Hexadecial Dumper"
Paw-0.46,1999-07-16T08:54:06,UGANSERT,backpan,released,0.46,,Paw,
CDDB-1.00,1999-07-16T12:37:29,RCAPUTO,backpan,released,1.00,,CDDB,"a high-level interface to the Internet Compact Disc Database"
Scalar-List-Utils-1.00,1999-07-16T16:23:34,GBARR,backpan,released,1.00,,Scalar-List-Utils,"A selection of general-utility list subroutines"
dbgui_20,1999-07-16T18:22:35,MSCROGGIN,backpan,released,20,1,dbgui,"a database server graphical interface."
WWW-Search-2_02,1999-07-16T18:48:12,MTHURN,backpan,released,2_02,,WWW-Search,"a web-searching application demonstrating WWW::Search"
CDDB-1.01,1999-07-16T20:33:48,RCAPUTO,backpan,released,1.01,,CDDB,"a high-level interface to the Internet Compact Disc Database"
HTML-Mason-0.6,1999-07-16T21:47:44,JSWARTZ,backpan,released,0.6,,HTML-Mason,"A bundle to install the HTML::Mason package"
PerlMagick-4.28,1999-07-17T14:45:03,JCRISTY,backpan,released,4.28,,PerlMagick,"Perl extension for calling ImageMagick's libmagick routines"
ParallelUserAgent-2.43,1999-07-18T06:04:21,MARCLANG,cpan,released,2.43,,ParallelUserAgent,"CPAN Bundle for the LWP Parallel User Agent extension"
Net-Dict-0.1,1999-07-18T11:11:46,DIMRUB,cpan,released,0.1,1,Net-Dict,"Dict Client class"
Win32-SerialPort-0.16,1999-07-18T22:37:58,BBIRTH,backpan,released,0.16,,Win32-SerialPort,"User interface to Win32 Serial API calls"
perlvision-0.2.0,1999-07-19T04:19:58,AGUL,backpan,released,v0.2.0,1,perlvision,
xxx2lout-1.00,1999-07-19T07:47:56,SUMMER,backpan,released,1.00,,xxx2lout,"Module providing txt2lout, htmlentity2lout and pod2lout functions"
String-Approx-3.09,1999-07-19T07:53:57,JHI,backpan,released,3.09,,String-Approx,"Perl extension for approximate matching (fuzzy matching)"
Cstools-0.171,1999-07-19T09:57:34,JANPAZ,backpan,released,0.171,,Cstools,"charset encoding convertor for the Czech and Slovak languages."
Barcode-Code128-1.01,1999-07-19T10:30:51,WRW,backpan,released,1.01,,Barcode-Code128,"Generate CODE 128 bar codes"
Imager-0.21,1999-07-19T14:26:37,ADDI,cpan,released,0.21,1,Imager,"Perl extension for Generating 24 bit Images"
Term-ReadLine-Gnu-1.07,1999-07-19T15:13:19,HAYASHI,backpan,released,1.07,,Term-ReadLine-Gnu,"Perl extension for the GNU Readline/History Library"
HTML-Validator-0.10,1999-07-19T15:52:30,SAIT,backpan,released,0.10,,HTML-Validator,"HTML validator"
Ima-DBI-0.10,1999-07-20T00:08:19,MSCHWERN,backpan,released,0.10,,Ima-DBI,"Database connection caching and organization"
AI-Fuzzy-0.01,1999-07-20T03:15:09,SABREN,cpan,released,0.01,1,AI-Fuzzy,"Perl extension for Fuzzy Logic"
Tie_Counter-1.1,1999-07-20T03:24:12,ABIGAIL,backpan,released,1.1,1,Tie_Counter,"Have a counter in a scalar."
Tie_Pick-1.1,1999-07-20T07:02:39,ABIGAIL,backpan,released,1.1,1,Tie_Pick,"Randomly pick (and remove) an element from a set."
Tie_FlipFlop-1.1,1999-07-20T07:07:10,ABIGAIL,backpan,released,1.1,1,Tie_FlipFlop,"Alternate between two values."
Orac-1.1.3,1999-07-20T08:33:09,ANDYDUNC,cpan,released,v1.1.3,,Orac,
HTML-Validator-0.11,1999-07-20T12:43:35,SAIT,backpan,released,0.11,,HTML-Validator,"HTML validator"
WordNet-1.05,1999-07-20T16:23:36,JRENNIE,backpan,released,1.05,1,WordNet,"perl interface for noun relations of WordNet"
Convert-IBM390-0.05,1999-07-20T19:47:04,GROMMEL,backpan,released,0.05,,Convert-IBM390,"functions for manipulating mainframe data"
XML-Edifact-0.32,1999-07-21T14:04:24,KRAEHE,cpan,released,0.32,,XML-Edifact,"Perl module to handle XML::Edifact messages."
XML-Template-1.0.1,1999-07-21T16:47:07,GHUTCHIS,backpan,released,v1.0.1,,XML-Template,"Perl XML template instantiation"
Gedcom-1.05,1999-07-21T18:59:47,PJCJ,backpan,released,1.05,,Gedcom,"a class to manipulate Gedcom genealogy files"
File-chmod-0.30,1999-07-21T18:59:49,PINYAN,backpan,released,0.30,,File-chmod,"Implements symbolic and ls chmod modes"
Gimp-1.098,1999-07-21T19:14:56,MLEHMANN,backpan,released,1.098,,Gimp,"Perl extension for writing Gimp Extensions/Plug-ins/Load & Save-Handlers"
IO-Socket-SSL-0.72,1999-07-21T19:45:05,ASPA,backpan,released,0.72,,IO-Socket-SSL,"a SSL socket interface class"
