# query_id	rel_n	lca_lineage
NZ_HG326226.1|read3090	2	cellular organisms; Bacteria; Fusobacteria; Fusobacteriia; Fusobacteriales; Fusobacteriaceae; Fusobacterium; Fusobacterium necrophorum
NZ_HG326226.1|read3091	2	cellular organisms; Bacteria; Fusobacteria; Fusobacteriia; Fusobacteriales; Fusobacteriaceae; Fusobacterium; Fusobacterium necrophorum
NZ_HG326226.1|read3092	2	cellular organisms; Bacteria; Fusobacteria; Fusobacteriia; Fusobacteriales; Fusobacteriaceae; Fusobacterium; Fusobacterium necrophorum
NZ_HG326226.1|read3094	2	cellular organisms; Bacteria; Terrabacteria group; Firmicutes
NZ_HG326226.1|read3095	2	cellular organisms; Bacteria
NZ_HG326226.1|read3096	2	cellular organisms; Bacteria; Terrabacteria group; Firmicutes
NZ_HG326226.1|read3098	2	cellular organisms; Bacteria; Terrabacteria group; Firmicutes
NZ_HG326226.1|read3105	2	cellular organisms; Bacteria; Terrabacteria group; Firmicutes; Bacilli; Bacillales; Paenibacillaceae; Paenibacillus; unclassified Paenibacillus
NZ_HG326226.1|read3114	2	cellular organisms; Bacteria
NZ_HG326226.1|read3115	2	cellular organisms; Bacteria; Fusobacteria; Fusobacteriia; Fusobacteriales
NZ_HG326226.1|read3117	2	cellular organisms; Bacteria; Terrabacteria group; Firmicutes
NZ_HG326226.1|read3119	2	cellular organisms; Bacteria; Terrabacteria group; Tenericutes; Mollicutes; Mycoplasmatales; Mycoplasmataceae; Mycoplasma; Mycoplasma bovis
NZ_HG326226.1|read3128	2	cellular organisms; Bacteria; Terrabacteria group; Firmicutes; Tissierellia; Tissierellales; Peptoniphilaceae; Peptoniphilus
NZ_HG326226.1|read3129	2	cellular organisms; Bacteria; Terrabacteria group; Firmicutes; Tissierellia; Tissierellales; Peptoniphilaceae; Peptoniphilus
NZ_HG326226.1|read3138	2	cellular organisms; Bacteria; Terrabacteria group; Actinobacteria; Coriobacteriia; Coriobacteriales; Atopobiaceae; Atopobium
NZ_HG326226.1|read3141	2	cellular organisms; Bacteria; Terrabacteria group; Firmicutes; Clostridia
NZ_HG326226.1|read3142	2	cellular organisms; Bacteria; Terrabacteria group; Firmicutes; Clostridia; Clostridiales; Clostridiaceae; Clostridium; unclassified Clostridium
NZ_HG326226.1|read3143	2	cellular organisms; Bacteria; Terrabacteria group; Firmicutes; Clostridia; Clostridiales; Clostridiaceae; Clostridium
NZ_HG326226.1|read3145	2	cellular organisms; Bacteria; Terrabacteria group; Firmicutes; Clostridia; Clostridiales
NZ_HG326226.1|read3146	2	cellular organisms; Bacteria; Terrabacteria group; Firmicutes; Clostridia; Clostridiales; Ruminococcaceae; Ruminococcus
NZ_HG326226.1|read3147	2	cellular organisms; Bacteria
NZ_HG326226.1|read3149	2	cellular organisms; Bacteria; Terrabacteria group; Firmicutes; Clostridia; Clostridiales; Clostridiaceae; Clostridium; Clostridium butyricum
NZ_HG326226.1|read3150	2	cellular organisms; Bacteria; Terrabacteria group; Firmicutes; Clostridia; Clostridiales; Lachnospiraceae; Oribacterium
NZ_HG326226.1|read3151	2	cellular organisms; Bacteria; Terrabacteria group; Firmicutes; Negativicutes; Selenomonadales; Selenomonadaceae; Selenomonas
NZ_HG326226.1|read3152	2	cellular organisms; Bacteria; Terrabacteria group; Firmicutes; Clostridia; Clostridiales; Peptococcaceae; Desulfosporosinus
NZ_HG326226.1|read3153	2	cellular organisms; Bacteria; Terrabacteria group; Firmicutes; Clostridia; Clostridiales; Lachnospiraceae; Lachnoclostridium; [Clostridium] clostridioforme
NZ_HG326226.1|read3154	2	cellular organisms; Bacteria
NZ_HG326226.1|read3156	2	cellular organisms; Bacteria; Terrabacteria group; Firmicutes; Clostridia; Clostridiales
NZ_HG326226.1|read3157	2	cellular organisms; Bacteria; Terrabacteria group; Firmicutes
NZ_HG326226.1|read3187	2	cellular organisms; Bacteria; Terrabacteria group; Firmicutes; Clostridia
NZ_HG326226.1|read3188	2	cellular organisms; Bacteria; Spirochaetes; Spirochaetia; Spirochaetales; Spirochaetaceae; Treponema; Treponema denticola
NZ_HG326226.1|read3193	2	cellular organisms; Bacteria; Terrabacteria group; Firmicutes; Clostridia; Clostridiales
NZ_HG326226.1|read3194	2	cellular organisms; Bacteria; Terrabacteria group; Firmicutes; Clostridia; Clostridiales
NZ_HG326226.1|read3195	2	cellular organisms; Bacteria
NZ_HG326226.1|read3197	2	cellular organisms; Bacteria; Terrabacteria group; Firmicutes; Tissierellia
NZ_HG326226.1|read3198	2	cellular organisms; Bacteria; Terrabacteria group; Firmicutes; Tissierellia
NZ_HG326226.1|read3199	2	cellular organisms; Bacteria; Terrabacteria group; Firmicutes; Tissierellia
NZ_HG326226.1|read3200	2	cellular organisms; Bacteria; Terrabacteria group; Firmicutes; Tissierellia
NZ_HG326226.1|read3201	2	cellular organisms; Bacteria; Terrabacteria group; Firmicutes; Tissierellia
NZ_HG326226.1|read3202	2	cellular organisms; Bacteria; Terrabacteria group; Firmicutes; Tissierellia
NZ_HG326226.1|read3203	2	cellular organisms; Bacteria; Terrabacteria group; Firmicutes; Tissierellia
NZ_HG326226.1|read3204	2	cellular organisms; Bacteria; Terrabacteria group; Firmicutes; Tissierellia
NZ_HG326226.1|read3205	2	cellular organisms; Bacteria; Terrabacteria group; Firmicutes; Tissierellia
NZ_HG326226.1|read3206	2	cellular organisms; Bacteria; Terrabacteria group; Firmicutes; Tissierellia
NZ_HG326226.1|read3207	2	cellular organisms; Bacteria; Terrabacteria group; Firmicutes; Tissierellia
NZ_HG326226.1|read3208	2	cellular organisms; Bacteria; Terrabacteria group; Firmicutes; Tissierellia
NZ_HG326226.1|read3209	2	cellular organisms; Bacteria; Terrabacteria group; Firmicutes; Tissierellia
NZ_HG326226.1|read3210	2	cellular organisms; Bacteria; Terrabacteria group; Firmicutes
NZ_HG326226.1|read3218	2	cellular organisms; Bacteria; Terrabacteria group; Firmicutes; Tissierellia
NZ_HG326226.1|read3226	2	cellular organisms; Bacteria; Terrabacteria group; Firmicutes; Tissierellia; Tissierellales; Peptoniphilaceae; Anaerococcus; Anaerococcus lactolyticus
NZ_HG326226.1|read3227	2	cellular organisms; Bacteria; Terrabacteria group; Firmicutes; Tissierellia; Tissierellales; Peptoniphilaceae; Anaerococcus; Anaerococcus lactolyticus
NZ_HG326226.1|read3228	2	cellular organisms; Bacteria; Terrabacteria group; Firmicutes; Tissierellia; Tissierellales; Peptoniphilaceae; Anaerococcus; Anaerococcus lactolyticus
NZ_HG326226.1|read3230	2	cellular organisms; Bacteria; Terrabacteria group; Firmicutes
NZ_HG326226.1|read3233	2	cellular organisms; Bacteria
NZ_HG326226.1|read3235	2	cellular organisms; Bacteria; Terrabacteria group; Firmicutes; Clostridia; Clostridiales
NZ_HG326226.1|read3249	2	cellular organisms; Bacteria; Terrabacteria group; Firmicutes; Bacilli; Lactobacillales; Enterococcaceae; Enterococcus
NZ_HG326226.1|read3255	2	cellular organisms; Bacteria; Terrabacteria group; Firmicutes
NZ_HG326226.1|read3256	2	cellular organisms; Bacteria; Terrabacteria group; Firmicutes; Tissierellia; Tissierellales; Peptoniphilaceae
NZ_HG326226.1|read3257	2	cellular organisms; Bacteria; Terrabacteria group; Firmicutes; Tissierellia; Tissierellales; Peptoniphilaceae; Peptoniphilus
NZ_HG326226.1|read3258	2	cellular organisms; Bacteria; Terrabacteria group; Firmicutes; Tissierellia; Tissierellales; Peptoniphilaceae
NZ_HG326226.1|read3259	2	cellular organisms; Bacteria; Terrabacteria group; Firmicutes
NZ_HG326226.1|read3261	2	cellular organisms; Bacteria; Terrabacteria group; Firmicutes
NZ_HG326226.1|read3262	2	cellular organisms; Bacteria; Terrabacteria group; Firmicutes; Bacilli; Lactobacillales; Streptococcaceae; Streptococcus; Streptococcus pseudoporcinus
NZ_HG326226.1|read3263	2	cellular organisms; Bacteria; Terrabacteria group; Firmicutes; Bacilli; Lactobacillales; Streptococcaceae; Streptococcus; Streptococcus pseudoporcinus
NZ_HG326226.1|read3264	2	cellular organisms; Bacteria; Terrabacteria group; Firmicutes; Tissierellia; Tissierellales; Peptoniphilaceae; Peptoniphilus
NZ_HG326226.1|read3265	2	cellular organisms; Bacteria; Terrabacteria group; Firmicutes; Tissierellia; Tissierellales; Peptoniphilaceae
NZ_HG326226.1|read3266	2	cellular organisms; Bacteria; Terrabacteria group; Firmicutes
NZ_HG326226.1|read3272	2	cellular organisms
NZ_HG326226.1|read3273	2	cellular organisms; Bacteria; Terrabacteria group; Actinobacteria; Actinobacteria; Bifidobacteriales; Bifidobacteriaceae; Gardnerella; Gardnerella vaginalis
NZ_HG326226.1|read3279	2	cellular organisms; Bacteria
NZ_HG326226.1|read3280	2	cellular organisms; Bacteria
NZ_HG326226.1|read3281	2	cellular organisms; Bacteria; Terrabacteria group; Firmicutes
NZ_HG326226.1|read3282	2	cellular organisms; Bacteria
NZ_HG326226.1|read3283	2	cellular organisms; Bacteria; Terrabacteria group; Firmicutes; Clostridia; Clostridiales; Clostridiaceae; Clostridium
NZ_HG326226.1|read3284	2	cellular organisms; Bacteria; Terrabacteria group; Firmicutes; Clostridia; Clostridiales
NZ_HG326226.1|read3287	2	cellular organisms; Bacteria; Terrabacteria group; Firmicutes; Tissierellia; Tissierellales; Peptoniphilaceae; Peptoniphilus
NZ_HG326226.1|read3288	2	cellular organisms; Bacteria; Terrabacteria group; Firmicutes; Tissierellia; Tissierellales; Peptoniphilaceae; Peptoniphilus
NZ_HG326226.1|read3302	2	cellular organisms; Bacteria; Terrabacteria group; Firmicutes; Tissierellia; Tissierellales; Peptoniphilaceae; Peptoniphilus
NZ_HG326226.1|read3306	2	cellular organisms; Bacteria; Terrabacteria group; Firmicutes; Tissierellia; Tissierellales; Peptoniphilaceae; Peptoniphilus
NZ_HG326226.1|read3312	2	cellular organisms; Bacteria; Terrabacteria group; Firmicutes
NZ_HG326226.1|read3313	2	cellular organisms; Bacteria; Terrabacteria group; Firmicutes; Bacilli; Lactobacillales; Aerococcaceae; Facklamia; Facklamia hominis
NZ_HG326226.1|read3314	2	cellular organisms; Bacteria; Terrabacteria group; Firmicutes
NZ_HG326226.1|read3317	2	cellular organisms; Bacteria; Terrabacteria group; Firmicutes
NZ_HG326226.1|read3318	2	cellular organisms; Bacteria; Terrabacteria group; Firmicutes; Tissierellia; Tissierellales; Peptoniphilaceae; Anaerococcus
NZ_HG326226.1|read3319	2	cellular organisms; Bacteria; Terrabacteria group; Firmicutes; Tissierellia; Tissierellales; Peptoniphilaceae; Peptoniphilus
NZ_HG326226.1|read3320	2	cellular organisms; Bacteria; Terrabacteria group; Firmicutes; Clostridia; Clostridiales
NZ_HG326226.1|read3321	2	cellular organisms; Bacteria; Terrabacteria group; Firmicutes; Tissierellia; Tissierellales; Peptoniphilaceae; Anaerococcus; Anaerococcus lactolyticus
NZ_HG326226.1|read3333	2	cellular organisms; Bacteria; Terrabacteria group; Firmicutes; Negativicutes; Veillonellales; Veillonellaceae; Veillonella; unclassified Veillonella
NZ_HG326226.1|read3344	2	cellular organisms; Bacteria; Terrabacteria group; Firmicutes; Tissierellia; Tissierellales; Peptoniphilaceae
NZ_HG326226.1|read3345	2	cellular organisms; Bacteria
NZ_HG326226.1|read3347	2	cellular organisms; Bacteria; Proteobacteria; delta/epsilon subdivisions; Epsilonproteobacteria; Campylobacterales; Helicobacteraceae; Helicobacter; Helicobacter pylori
NZ_HG326226.1|read3348	2	cellular organisms; Bacteria; Terrabacteria group; Firmicutes; Clostridia; Clostridiales; Clostridiaceae; Clostridium; Clostridium kluyveri
NZ_HG326226.1|read3350	2	cellular organisms; Bacteria; Fusobacteria; Fusobacteriia; Fusobacteriales
NZ_HG326226.1|read3351	2	cellular organisms; Bacteria; Terrabacteria group; Firmicutes; Tissierellia; Tissierellales; Peptoniphilaceae
NZ_HG326226.1|read3352	2	cellular organisms; Bacteria; Terrabacteria group; Firmicutes; Tissierellia; Tissierellales; Peptoniphilaceae
NZ_HG326226.1|read3353	2	cellular organisms; Bacteria; Terrabacteria group; Firmicutes
NZ_HG326226.1|read3354	2	cellular organisms; Bacteria; Terrabacteria group; Firmicutes; Tissierellia; Tissierellales; Peptoniphilaceae
NZ_HG326226.1|read3355	2	cellular organisms; Bacteria; Terrabacteria group; Firmicutes
NZ_HG326226.1|read3356	2	cellular organisms; Bacteria; Terrabacteria group; Firmicutes; Tissierellia; Tissierellales; Peptoniphilaceae
NZ_HG326226.1|read3357	2	cellular organisms; Bacteria; Terrabacteria group; Firmicutes
NZ_HG326226.1|read3358	2	cellular organisms; Bacteria; Terrabacteria group; Firmicutes; Tissierellia; Tissierellales; Peptoniphilaceae
NZ_HG326226.1|read3359	2	cellular organisms; Bacteria; Terrabacteria group; Firmicutes
NZ_HG326226.1|read3360	2	cellular organisms; Bacteria; Terrabacteria group; Firmicutes
NZ_HG326226.1|read3361	2	cellular organisms; Bacteria; Terrabacteria group; Firmicutes
NZ_HG326226.1|read3363	2	cellular organisms; Bacteria; Terrabacteria group; Firmicutes
NZ_HG326226.1|read3364	2	cellular organisms; Bacteria; Terrabacteria group; Firmicutes
NZ_HG326226.1|read3365	2	cellular organisms; Bacteria; Terrabacteria group; Firmicutes
NZ_HG326226.1|read3379	2	cellular organisms; Bacteria; Terrabacteria group; Firmicutes; Tissierellia; Tissierellales; Peptoniphilaceae; Finegoldia; Finegoldia magna
NZ_HG326226.1|read3380	2	cellular organisms; Bacteria; Terrabacteria group; Firmicutes; Tissierellia; Tissierellales; Peptoniphilaceae; Peptoniphilus
NZ_HG326226.1|read3381	2	cellular organisms; Bacteria; Terrabacteria group; Firmicutes; Tissierellia; Tissierellales; Peptoniphilaceae; Anaerococcus; Anaerococcus lactolyticus
NZ_HG326226.1|read3382	2	cellular organisms; Bacteria; Terrabacteria group; Firmicutes; Tissierellia; Tissierellales; Peptoniphilaceae; Finegoldia; Finegoldia magna
NZ_HG326226.1|read3383	2	cellular organisms; Bacteria; Terrabacteria group; Firmicutes; Tissierellia; Tissierellales; Peptoniphilaceae; Finegoldia; Finegoldia magna
NZ_HG326226.1|read3384	2	cellular organisms; Bacteria; Terrabacteria group; Firmicutes; Tissierellia; Tissierellales; Peptoniphilaceae; Finegoldia; Finegoldia magna
NZ_HG326226.1|read3385	2	cellular organisms; Bacteria; Terrabacteria group; Firmicutes; Tissierellia; Tissierellales; Peptoniphilaceae; Finegoldia; Finegoldia magna
NZ_HG326226.1|read3386	2	cellular organisms; Bacteria; Terrabacteria group; Firmicutes; Tissierellia; Tissierellales; Peptoniphilaceae; Peptoniphilus
NZ_HG326226.1|read3387	2	cellular organisms; Bacteria; Terrabacteria group; Firmicutes; Tissierellia; Tissierellales; Peptoniphilaceae; Finegoldia; Finegoldia magna
NZ_HG326226.1|read3388	2	cellular organisms; Bacteria; Terrabacteria group; Firmicutes; Tissierellia; Tissierellales; Peptoniphilaceae; Peptoniphilus
NZ_HG326226.1|read3389	2	cellular organisms; Bacteria; Terrabacteria group; Firmicutes; Tissierellia; Tissierellales; Peptoniphilaceae; Finegoldia; Finegoldia magna
NZ_HG326226.1|read3390	2	cellular organisms; Bacteria; Terrabacteria group; Firmicutes; Tissierellia; Tissierellales; Peptoniphilaceae; Finegoldia; Finegoldia magna
NZ_HG326226.1|read3391	2	cellular organisms; Bacteria; Terrabacteria group; Firmicutes; Tissierellia; Tissierellales; Peptoniphilaceae; Finegoldia; Finegoldia magna
NZ_HG326226.1|read3393	2	cellular organisms; Bacteria; Terrabacteria group; Firmicutes; Tissierellia; Tissierellales; Peptoniphilaceae
NZ_HG326226.1|read3394	2	cellular organisms; Bacteria; Terrabacteria group; Firmicutes; Tissierellia; Tissierellales; Peptoniphilaceae; Finegoldia; Finegoldia magna
NZ_HG326226.1|read3395	2	cellular organisms; Bacteria
NZ_HG326226.1|read3408	2	cellular organisms; Bacteria; Terrabacteria group; Firmicutes; Tissierellia
NZ_HG326226.1|read3417	2	cellular organisms; Bacteria; Terrabacteria group; Firmicutes
NZ_HG326226.1|read3421	2	cellular organisms; Bacteria; Thermotogae; Thermotogae; Kosmotogales; Kosmotogaceae; Mesotoga
NZ_HG326226.1|read3422	2	cellular organisms; Bacteria; Synergistetes; Synergistia; Synergistales; Synergistaceae; Thermanaerovibrio
NZ_HG326226.1|read3423	2	cellular organisms; Bacteria; Synergistetes; Synergistia; Synergistales; Synergistaceae
NZ_HG326226.1|read3424	2	cellular organisms; Bacteria; Synergistetes; Synergistia; Synergistales; Synergistaceae
NZ_HG326226.1|read3426	2	cellular organisms; Bacteria; Terrabacteria group; Firmicutes; Clostridia; Clostridiales
NZ_HG326226.1|read3427	2	cellular organisms; Bacteria; Synergistetes; Synergistia; Synergistales; Synergistaceae
NZ_HG326226.1|read3428	2	cellular organisms; Bacteria; Terrabacteria group; Firmicutes; Tissierellia; Tissierellales; Peptoniphilaceae; Anaerococcus; Anaerococcus lactolyticus
NZ_HG326226.1|read3429	2	cellular organisms; Bacteria
NZ_HG326226.1|read3430	2	cellular organisms; Bacteria; Terrabacteria group; Firmicutes; Tissierellia; Tissierellales; Peptoniphilaceae; Peptoniphilus
NZ_HG326226.1|read3431	2	cellular organisms; Bacteria; Terrabacteria group; Firmicutes; Clostridia; Clostridiales; Lachnospiraceae; Lachnoclostridium
NZ_HG326226.1|read3434	2	cellular organisms; Bacteria
NZ_HG326226.1|read3435	2	cellular organisms; Bacteria
NZ_HG326226.1|read3436	2	cellular organisms; Bacteria; Fusobacteria; Fusobacteriia; Fusobacteriales; Fusobacteriaceae; Fusobacterium
NZ_HG326226.1|read3437	2	cellular organisms; Bacteria
NZ_HG326226.1|read3438	2	cellular organisms; Bacteria
NZ_HG326226.1|read3439	2	cellular organisms; Bacteria
NZ_HG326226.1|read3440	2	cellular organisms; Bacteria; Terrabacteria group; Firmicutes; Tissierellia; Tissierellales; Peptoniphilaceae; Anaerococcus; Anaerococcus lactolyticus
NZ_HG326226.1|read3442	2	cellular organisms; Bacteria; Terrabacteria group; Firmicutes; Tissierellia; Tissierellales; Peptoniphilaceae; Finegoldia; Finegoldia magna; Finegoldia magna ATCC 53516
NZ_HG326226.1|read3443	2	cellular organisms; Bacteria; Terrabacteria group; Firmicutes; Tissierellia; Tissierellales; Peptoniphilaceae; Finegoldia; Finegoldia magna; Finegoldia magna ATCC 53516
NZ_HG326226.1|read3446	2	cellular organisms; Bacteria
NZ_HG326226.1|read3447	2	cellular organisms; Bacteria
NZ_HG326226.1|read3448	2	cellular organisms; Bacteria
NZ_HG326226.1|read3449	2	cellular organisms; Bacteria
NZ_HG326226.1|read3452	2	cellular organisms; Bacteria; Terrabacteria group; Firmicutes
NZ_HG326226.1|read3456	2	cellular organisms; Bacteria; Terrabacteria group; Firmicutes
NZ_HG326226.1|read3461	2	cellular organisms; Bacteria; Terrabacteria group; Firmicutes; Clostridia; Thermoanaerobacterales; Thermoanaerobacteraceae; Thermoanaerobacter
NZ_HG326226.1|read3463	2	cellular organisms; Bacteria; Terrabacteria group; Firmicutes; Clostridia; Clostridiales
NZ_HG326226.1|read3467	2	cellular organisms; Bacteria; Terrabacteria group; Firmicutes; Tissierellia; Tissierellales; Peptoniphilaceae; Peptoniphilus
NZ_HG326226.1|read3468	2	cellular organisms; Bacteria; Terrabacteria group; Firmicutes
NZ_HG326226.1|read3471	2	cellular organisms; Bacteria; Terrabacteria group; Firmicutes; Bacilli; Bacillales; Bacillales incertae sedis; Bacillales Family XI. Incertae Sedis; Gemella
NZ_HG326226.1|read3475	2	cellular organisms; Bacteria; Terrabacteria group
NZ_HG326226.1|read3478	2	cellular organisms; Bacteria; Terrabacteria group; Firmicutes; Tissierellia; Tissierellales
NZ_HG326226.1|read3479	2	cellular organisms; Bacteria; Terrabacteria group; Firmicutes; Tissierellia; Tissierellales
NZ_HG326226.1|read3484	2	cellular organisms; Bacteria; Terrabacteria group; Firmicutes; Tissierellia
NZ_HG326226.1|read3485	2	cellular organisms; Bacteria; Terrabacteria group; Firmicutes; Tissierellia; Tissierellales; Peptoniphilaceae; Finegoldia; Finegoldia magna
NZ_HG326226.1|read3486	2	cellular organisms; Bacteria; Terrabacteria group; Firmicutes; Tissierellia; Tissierellales; Peptoniphilaceae; Anaerococcus
NZ_HG326226.1|read3487	2	cellular organisms; Bacteria; Terrabacteria group; Firmicutes; Tissierellia; Tissierellales; Peptoniphilaceae; Peptoniphilus
NZ_HG326226.1|read3488	2	cellular organisms; Bacteria; Terrabacteria group; Firmicutes; Negativicutes; Veillonellales; Veillonellaceae; Megasphaera; Megasphaera elsdenii
NZ_HG326226.1|read3489	2	cellular organisms; Bacteria; Terrabacteria group; Firmicutes; Tissierellia; Tissierellales; Peptoniphilaceae
NZ_HG326226.1|read3490	2	cellular organisms; Bacteria; Terrabacteria group; Firmicutes; Negativicutes; Acidaminococcales; Acidaminococcaceae; Acidaminococcus
NZ_HG326226.1|read3491	2	cellular organisms; Bacteria; Terrabacteria group; Firmicutes; Tissierellia; Tissierellales; Peptoniphilaceae; Parvimonas; Parvimonas micra
NZ_HG326226.1|read3492	2	cellular organisms; Bacteria; Terrabacteria group; Firmicutes; Tissierellia
NZ_HG326226.1|read3493	2	cellular organisms; Bacteria; Terrabacteria group; Firmicutes; Tissierellia
NZ_HG326226.1|read3495	2	cellular organisms; Bacteria; Terrabacteria group; Firmicutes; Tissierellia; Tissierellales; Peptoniphilaceae; Anaerococcus; Anaerococcus lactolyticus
NZ_HG326226.1|read3496	2	cellular organisms; Bacteria; Terrabacteria group; Firmicutes; Tissierellia; Tissierellales; Peptoniphilaceae; Anaerococcus; Anaerococcus lactolyticus
NZ_HG326226.1|read3497	2	cellular organisms; Bacteria; Terrabacteria group; Firmicutes; Tissierellia; Tissierellales; Peptoniphilaceae; Anaerococcus; Anaerococcus lactolyticus
NZ_HG326226.1|read3498	2	cellular organisms; Bacteria; Terrabacteria group; Firmicutes; Tissierellia; Tissierellales; Peptoniphilaceae; Anaerococcus; Anaerococcus lactolyticus
NZ_HG326226.1|read3500	2	cellular organisms; Bacteria; Terrabacteria group; Firmicutes; Tissierellia; Tissierellales; Peptoniphilaceae; Peptoniphilus
NZ_HG326226.1|read3503	2	cellular organisms; Bacteria; Terrabacteria group; Firmicutes
NZ_HG326226.1|read3506	2	cellular organisms; Bacteria; Terrabacteria group; Firmicutes
NZ_HG326226.1|read3507	2	cellular organisms; Bacteria; Terrabacteria group; Firmicutes
NZ_HG326226.1|read3517	2	cellular organisms; Bacteria; Terrabacteria group; Firmicutes; Tissierellia
NZ_HG326226.1|read3518	2	cellular organisms; Bacteria; Terrabacteria group; Firmicutes; Bacilli; Bacillales; Paenibacillaceae; Paenibacillus
NZ_HG326226.1|read3545	2	cellular organisms; Bacteria; Terrabacteria group; Firmicutes; Tissierellia
NZ_HG326226.1|read3549	2	cellular organisms; Bacteria; Terrabacteria group; Firmicutes
NZ_HG326226.1|read3550	2	cellular organisms; Bacteria; Terrabacteria group; Firmicutes; Tissierellia; Tissierellales; Peptoniphilaceae; Anaerococcus; Anaerococcus hydrogenalis
NZ_HG326226.1|read3551	2	cellular organisms; Bacteria; Terrabacteria group; Firmicutes
NZ_HG326226.1|read3552	2	cellular organisms; Bacteria; Terrabacteria group; Firmicutes
NZ_HG326226.1|read3553	2	cellular organisms; Bacteria; Terrabacteria group; Firmicutes; Tissierellia; Tissierellales; Peptoniphilaceae; Parvimonas
NZ_HG326226.1|read3554	2	cellular organisms; Bacteria; Terrabacteria group; Firmicutes; Tissierellia
NZ_HG326226.1|read3560	2	cellular organisms; Bacteria; Terrabacteria group; Firmicutes; Tissierellia
NZ_HG326226.1|read3561	2	cellular organisms; Bacteria; Terrabacteria group; Firmicutes; Clostridia; Clostridiales
NZ_HG326226.1|read3562	2	cellular organisms; Bacteria; Terrabacteria group; Firmicutes; Tissierellia; Tissierellales; Peptoniphilaceae; Peptoniphilus
NZ_HG326226.1|read3563	2	cellular organisms; Bacteria; Terrabacteria group; Firmicutes; Tissierellia
NZ_HG326226.1|read3564	2	cellular organisms; Bacteria; Terrabacteria group; Firmicutes
NZ_HG326226.1|read3565	2	cellular organisms; Bacteria; Terrabacteria group; Firmicutes; Clostridia; Thermoanaerobacterales; Thermoanaerobacteraceae; Caldanaerobacter; Caldanaerobacter subterraneus
NZ_HG326226.1|read3566	2	cellular organisms; Bacteria; Terrabacteria group; Firmicutes
NZ_HG326226.1|read3568	2	cellular organisms; Bacteria; Terrabacteria group
NZ_HG326226.1|read3569	2	cellular organisms; Bacteria; Aquificae; Aquificae; Desulfurobacteriales; Desulfurobacteriaceae
NZ_HG326226.1|read3570	2	cellular organisms; Bacteria; Terrabacteria group; Firmicutes; Tissierellia; Tissierellales; Peptoniphilaceae
NZ_HG326226.1|read3571	2	cellular organisms; Bacteria; Terrabacteria group; Firmicutes
NZ_HG326226.1|read3573	2	cellular organisms; Bacteria; Terrabacteria group; Firmicutes
NZ_HG326226.1|read3574	2	cellular organisms; Bacteria; Terrabacteria group; Firmicutes; Tissierellia
NZ_HG326226.1|read3575	2	cellular organisms; Bacteria; Terrabacteria group; Firmicutes; Tissierellia
NZ_HG326226.1|read3577	2	cellular organisms; Bacteria; Terrabacteria group; Firmicutes; Tissierellia; Tissierellales; Peptoniphilaceae
NZ_HG326226.1|read3578	2	cellular organisms; Bacteria; Terrabacteria group; Firmicutes; Tissierellia; Tissierellales; Peptoniphilaceae; Peptoniphilus
NZ_HG326226.1|read3579	2	cellular organisms; Bacteria; Terrabacteria group; Firmicutes; Clostridia; Clostridiales; Clostridiaceae
NZ_HG326226.1|read3581	2	cellular organisms; Bacteria; Terrabacteria group; Firmicutes; Tissierellia; Tissierellales; Peptoniphilaceae; Parvimonas; unclassified Parvimonas
NZ_HG326226.1|read3582	2	cellular organisms; Bacteria; Terrabacteria group; Firmicutes; Tissierellia
NZ_HG326226.1|read3583	2	cellular organisms; Bacteria; Terrabacteria group; Firmicutes; Clostridia; Clostridiales
NZ_HG326226.1|read3584	2	cellular organisms; Bacteria; Terrabacteria group; Firmicutes; Tissierellia
NZ_HG326226.1|read3585	2	cellular organisms; Bacteria; Terrabacteria group; Firmicutes; Tissierellia; Tissierellales; Peptoniphilaceae; Parvimonas; Parvimonas micra
NZ_HG326226.1|read3586	2	cellular organisms; Bacteria; Terrabacteria group; Firmicutes
NZ_HG326226.1|read3587	2	cellular organisms; Bacteria; Terrabacteria group; Firmicutes
NZ_HG326226.1|read3589	2	cellular organisms; Bacteria; Terrabacteria group; Firmicutes; Tissierellia; Tissierellales; Peptoniphilaceae; Peptoniphilus; unclassified Peptoniphilus
NZ_HG326226.1|read3590	2	cellular organisms; Bacteria; Terrabacteria group; Firmicutes; Bacilli; Bacillales; Bacillaceae; Bacillus; Bacillus subtilis group; Bacillus amyloliquefaciens group; Bacillus amyloliquefaciens
NZ_HG326226.1|read3591	2	cellular organisms; Bacteria; Terrabacteria group; Firmicutes; Tissierellia; Tissierellales; Peptoniphilaceae; Peptoniphilus
NZ_HG326226.1|read3592	2	cellular organisms; Bacteria; Terrabacteria group; Firmicutes; Tissierellia; Tissierellales
NZ_HG326226.1|read3593	2	cellular organisms; Bacteria; Terrabacteria group; Firmicutes; Tissierellia
NZ_HG326226.1|read3595	2	cellular organisms; Bacteria; Terrabacteria group; Firmicutes; Bacilli; Bacillales; Bacillaceae; Bacillus
NZ_HG326226.1|read3597	2	cellular organisms; Bacteria; Terrabacteria group; Firmicutes; Tissierellia
NZ_HG326226.1|read3599	2	cellular organisms; Bacteria; Terrabacteria group; Firmicutes; Tissierellia
NZ_HG326226.1|read3602	2	cellular organisms; Bacteria; Terrabacteria group; Firmicutes; Clostridia; Thermoanaerobacterales; Thermoanaerobacterales Family III. Incertae Sedis; Caldicellulosiruptor
