debian_pkg, CPAN_dist, CPAN_vers, N_bugs, N_patches
"liblwp-protocol-http-socketunix-perl", "LWP-Protocol-http-SocketUnix", "0.02", "0", "0"
"liblwp-protocol-socks-perl", "LWP-Protocol-socks", "1.1", "0", "0"
"liblwp-useragent-determined-perl", "LWP-UserAgent-Determined", "1.04", "0", "0"
"libmail-box-perl", "Mail-Box", "2.092", "2", "0"
"libmail-bulkmail-perl", "Mail-Bulkmail", "3.12", "0", "0"
"libmail-cclient-perl", "Mail-Cclient", "1.12", "2", "0"
"libmail-gnupg-perl", "Mail-GnuPG", "0.15", "0", "0"
"libmail-imapclient-perl", "Mail-IMAPClient", "3.21", "0", "0"
"libmail-imaptalk-perl", "Mail-IMAPTalk", "1.03", "0", "0"
"libmail-listdetector-perl", "Mail-ListDetector", "1.01", "0", "0"
"libmail-mbox-messageparser-perl", "Mail-Mbox-MessageParser", "1.5002", "0", "0"
"libmail-mboxparser-perl", "Mail-MboxParser", "0.55", "2", "0"
"libmail-rfc822-address-perl", "Mail-RFC822-Address", "not-uploaded", "0", "0"
"libmail-sendeasy-perl", "Mail-SendEasy", "1.2", "0", "0"
"libmail-sendmail-perl", "Mail-Sendmail", "0.79.16", "1", "0"
"libmail-spf-query-perl", "Mail-SPF-Query", "1.999.1", "3", "0"
"libmail-srs-perl", "Mail-SRS", "0.31", "0", "0"
"libmail-thread-perl", "Mail-Thread", "2.55", "0", "0"
"libmail-verp-perl", "Mail-Verp", "0.06", "0", "0"
"libmakefile-dom-perl", "Makefile-DOM", "0.004", "0", "0"
"libmakefile-parser-perl", "Makefile-Parser", "0.211", "0", "0"
"libmarc-charset-perl", "MARC-Charset", "1.1", "1", "0"
"libmarc-crosswalk-dublincore-perl", "MARC-Crosswalk-DublinCore", "0.02", "0", "0"
"libmarc-lint-perl", "MARC-Lint", "1.44", "0", "0"
"libmarc-perl", "MARC", "1.07", "0", "0"
"libmarc-record-perl", "MARC-Record", "2.0.0", "0", "0"
"libmarc-xml-perl", "MARC-XML", "0.92", "0", "0"
"libmasonx-interp-withcallbacks-perl", "MasonX-Interp-WithCallbacks", "1.18", "0", "0"
"libmath-algebra-symbols-perl", "Math-Algebra-Symbols", "1.21", "0", "0"
"libmath-basecalc-perl", "Math-BaseCalc", "1.013", "0", "0"
"libmath-basecnv-perl", "Math-BaseCnv", "1.4.75O6Pbr", "0", "0"
"libmath-bigint-gmp-perl", "Math-BigInt-GMP", "1.24", "1", "0"
"libmath-calc-units-perl", "Math-Calc-Units", "1.07", "0", "0"
"libmath-calculus-differentiate-perl", "Math-Calculus-Differentiate", "0.3", "0", "0"
"libmath-calculus-expression-perl", "Math-Calculus-Expression", "0.2.2.ds", "0", "0"
"libmath-calculus-newtonraphson-perl", "Math-Calculus-NewtonRaphson", "0.1", "0", "0"
"libmath-combinatorics-perl", "Math-Combinatorics", "0.09", "0", "0"
"libmath-derivative-perl", "Math-Derivative", "0.01", "0", "0"
"libmath-fibonacci-perl", "Math-Fibonacci", "1.5", "0", "0"
"libmath-gmp-perl", "Math-GMP", "2.05", "1", "0"
"libmath-nocarry-perl", "Math-NoCarry", "1.11", "0", "0"
"libmath-numbercruncher-perl", "Math-NumberCruncher", "5.00", "2", "0"
"libmath-random-isaac-perl", "Math-Random-ISAAC", "1.001", "0", "0"
"libmath-random-isaac-xs-perl", "Math-Random-ISAAC-XS", "1.001", "0", "0"
"libmath-random-mt-perl", "Math-Random-MT", "1.10", "0", "0"
"libmath-random-oo-perl", "Math-Random-OO", "0.21", "0", "0"
"libmath-random-perl", "Math-Random", "0.71", "0", "0"
"libmath-random-tt800-perl", "Math-Random-TT800", "1.01", "0", "0"
"libmath-randomorg-perl", "Math-RandomOrg", "0.04", "0", "0"
"libmath-round-perl", "Math-Round", "0.06", "0", "0"
"libmath-spline-perl", "Math-Spline", "0.01", "0", "0"
"libmath-vec-perl", "Math-Vec", "1.01", "0", "0"
"libmd5-perl", "MD5", "2.03", "1", "0"
"libmediawiki-api-perl", "MediaWiki-API", "0.28", "0", "0"
"libmediawiki-perl", "unknown", "1.13", "0", "0"
"libmethod-alias-perl", "Method-Alias", "1.03", "0", "0"
"libmime-base32-perl", "MIME-Base32", "1.01", "0", "0"
"libmime-base64-urlsafe-perl", "MIME-Base64-URLSafe", "0.01", "0", "0"
"libmime-charset-perl", "MIME-Charset", "1.008", "0", "0"
"libmime-encwords-perl", "MIME-EncWords", "1.011", "0", "0"
"libmime-explode-perl", "MIME-Explode", "0.38", "0", "0"
"libmime-lite-perl", "MIME-Lite", "3.027", "4", "0"
"libmime-tools-perl", "MIME-tools", "not-uploaded", "0", "0"
"libmime-types-perl", "MIME-Types", "1.28", "1", "0"
"libmixin-linewise-perl", "Mixin-Linewise", "0.002", "0", "0"
"libmkdoc-xml-perl", "MKDoc-XML", "0.75", "0", "0"
"libmldbm-perl", "MLDBM", "2.01", "0", "0"
"libmldbm-sync-perl", "MLDBM-Sync", "0.30", "0", "0"
"libmocked-perl", "mocked", "0.09", "0", "0"
"libmodule-build-perl", "Module-Build", "0.350000", "0", "0"
"libmodule-corelist-perl", "Module-CoreList", "2.22", "0", "0"
"libmodule-cpants-analyse-perl", "Module-CPANTS-Analyse", "0.85", "1", "0"
"libmodule-extract-perl", "Module-Extract", "0.01", "0", "0"
"libmodule-extract-use-perl", "Module-Extract-Use", "0.17", "0", "0"
"libmodule-extractuse-perl", "Module-ExtractUse", "0.23", "0", "0"
"libmodule-find-perl", "Module-Find", "0.08", "0", "0"
"libmodule-info-perl", "Module-Info", "0.31", "0", "0"
"libmodule-inspector-perl", "Module-Inspector", "1.05", "0", "0"
"libmodule-install-perl", "Module-Install", "0.91", "0", "0"
"libmodule-load-conditional-perl", "Module-Load-Conditional", "0.34", "0", "0"
"libmodule-manifest-perl", "Module-Manifest", "0.07", "0", "0"
"libmodule-math-depends-perl", "Module-Math-Depends", "0.02", "0", "0"
"libmodule-packaged-perl", "Module-Packaged", "0.86", "1", "0"
"libmodule-pluggable-fast-perl", "Module-Pluggable-Fast", "0.18", "0", "0"
"libmodule-pluggable-ordered-perl", "Module-Pluggable-Ordered", "1.5", "0", "0"
"libmodule-pluggable-perl", "Module-Pluggable", "3.9", "0", "0"
"libmodule-refresh-perl", "Module-Refresh", "0.13", "0", "0"
"libmodule-scandeps-perl", "Module-ScanDeps", "0.95", "0", "0"
"libmodule-signature-perl", "Module-Signature", "0.55", "0", "0"
"libmodule-starter-pbp-perl", "Module-Starter-PBP", "0.0.3", "0", "0"
"libmodule-starter-perl", "Module-Starter", "1.520", "2", "0"
"libmodule-util-perl", "Module-Util", "1.07", "0", "0"
"libmodule-versions-report-perl", "Module-Versions-Report", "1.06", "0", "0"
"libmoose-autobox-perl", "Moose-Autobox", "0.10", "0", "0"
"libmoose-perl", "Moose", "0.93", "0", "0"
"libmoose-policy-perl", "Moose-Policy", "0.03", "0", "0"
"libmoosex-app-cmd-perl", "MooseX-App-Cmd", "0.06", "0", "0"
"libmoosex-async-perl", "MooseX-Async", "0.07", "0", "0"
"libmoosex-attributehelpers-perl", "MooseX-AttributeHelpers", "0.22", "0", "0"
"libmoosex-blessed-reconstruct-perl", "MooseX-Blessed-Reconstruct", "0.03", "0", "0"
"libmoosex-clone-perl", "MooseX-Clone", "not-uploaded", "0", "0"
"libmoosex-compiletime-traits-perl", "MooseX-CompileTime-Traits", "0.092801", "0", "0"
"libmoosex-configfromfile-perl", "MooseX-ConfigFromFile", "not-uploaded", "0", "0"
"libmoosex-daemonize-perl", "MooseX-Daemonize", "0.09", "0", "0"
"libmoosex-declare-perl", "MooseX-Declare", "0.32", "0", "0"
"libmoosex-emulate-class-accessor-fast-perl", "MooseX-Emulate-Class-Accessor-Fast", "0.00903", "0", "0"
"libmoosex-getopt-perl", "MooseX-Getopt", "0.24", "0", "0"
"libmoosex-has-sugar-perl", "MooseX-Has-Sugar", "0.0404", "0", "0"
"libmoosex-lazyrequire-perl", "MooseX-LazyRequire", "0.04", "0", "0"
"libmoosex-log-log4perl-perl", "MooseX-Log-Log4perl", "0.40", "0", "0"
"libmoosex-meta-typeconstraint-forcecoercion-perl", "MooseX-Meta-TypeConstraint-ForceCoercion", "0.01", "0", "0"
"libmoosex-method-signatures-perl", "MooseX-Method-Signatures", "0.29", "0", "0"
"libmoosex-methodattributes-perl", "MooseX-MethodAttributes", "0.18", "0", "0"
"libmoosex-object-pluggable-perl", "MooseX-Object-Pluggable", "0.0011", "1", "0"
"libmoosex-params-validate-perl", "MooseX-Params-Validate", "0.12", "0", "0"
"libmoosex-poe-perl", "MooseX-POE", "not-uploaded", "0", "0"
"libmoosex-role-parameterized-perl", "MooseX-Role-Parameterized", "0.13", "0", "0"
"libmoosex-role-withoverloading-perl", "MooseX-Role-WithOverloading", "not-uploaded", "0", "0"
"libmoosex-semiaffordanceaccessor-perl", "MooseX-SemiAffordanceAccessor", "0.05", "0", "0"
"libmoosex-singleton-perl", "MooseX-Singleton", "0.21", "0", "0"
"libmoosex-strictconstructor-perl", "MooseX-StrictConstructor", "0.08", "0", "0"
"libmoosex-traits-perl", "MooseX-Traits", "0.07", "0", "0"
"libmoosex-traits-pluggable-perl", "MooseX-Traits-Pluggable", "0.08", "0", "0"
"libmoosex-types-datetime-perl", "MooseX-Types-DateTime", "0.03", "0", "0"
"libmoosex-types-path-class-perl", "MooseX-Types-Path-Class", "0.05", "0", "0"
"libmoosex-types-perl", "MooseX-Types", "0.20", "0", "0"
"libmoosex-types-set-object-perl", "MooseX-Types-Set-Object", "0.02", "0", "0"
"libmoosex-types-structured-perl", "MooseX-Types-Structured", "0.19", "0", "0"
"libmoosex-yaml-perl", "MooseX-YAML", "0.03", "0", "0"
"libmouse-perl", "Mouse", "0.40", "0", "0"
"libmqdb-perl", "MQdb", "0.954", "0", "0"
"libmro-compat-perl", "MRO-Compat", "0.11", "0", "0"
"libmsgcat-perl", "Msgcat", "1.03", "0", "0"
"libnagios-object-perl", "Nagios-Object", "0.21.8", "0", "0"
"libnagios-plugin-perl", "Nagios-Plugin", "0.33", "0", "0"
"libnamespace-autoclean-perl", "namespace-autoclean", "0.09", "0", "0"
"libnamespace-clean-perl", "namespace-clean", "0.11", "1", "0"
"libnet-akismet-perl", "Net-Akismet", "0.05", "0", "0"
"libnet-amazon-ec2-perl", "Net-Amazon-EC2", "0.11", "0", "0"
"libnet-amazon-perl", "Net-Amazon", "0.59", "0", "0"
"libnet-amazon-s3-perl", "Net-Amazon-S3", "0.52", "1", "0"
"libnet-amazon-s3-tools-perl", "Net-Amazon-S3-Tools", "0.08", "0", "0"
"libnet-arp-perl", "Net-ARP", "1.0.4", "0", "0"
"libnet-bittorrent-perl", "Net-BitTorrent", "0.051", "0", "0"
"libnet-bluetooth-perl", "Net-Bluetooth", "0.40", "0", "0"
"libnet-bonjour-perl", "Net-Bonjour", "0.96", "0", "0"
"libnet-cidr-lite-perl", "Net-CIDR-Lite", "0.20", "0", "0"
"libnet-cups-perl", "Net-CUPS", "0.60", "0", "0"
"libnet-daap-dmap-perl", "Net-DAAP-DMAP", "1.26", "0", "0"
"libnet-dhcp-perl", "Net-DHCP", "0.66", "0", "0"
"libnet-dns-async-perl", "Net-DNS-Async", "1.07", "0", "0"
"libnet-domain-tld-perl", "Net-Domain-TLD", "1.68", "1", "0"
"libnet-dpap-client-perl", "Net-DPAP-Client", "0.26", "0", "0"
"libnet-dri-perl", "Net-DRI", "0.95", "0", "0"
"libnet-easytcp-perl", "EasyTCP", "0.26", "0", "0"
"libnet-epp-perl", "Net-EPP", "not-uploaded", "0", "0"
"libnet-github-perl", "Net-GitHub", "0.19", "0", "0"
"libnet-google-authsub-perl", "Net-Google-AuthSub", "0.5", "0", "0"
"libnet-google-code-perl", "Net-Google-Code", "0.15", "0", "0"
"libnet-hiveminder-perl", "Net-Hiveminder", "0.08", "0", "0"
"libnet-hotline-perl", "Net-Hotline", "not-uploaded", "0", "0"
"libnet-ident-perl", "Net-Ident", "1.20", "0", "0"
"libnet-imap-client-perl", "Net-IMAP-Client", "0.93", "0", "0"
"libnet-imap-simple-perl", "Net-IMAP-Simple", "1.1900", "1", "0"
"libnet-imap-simple-ssl-perl", "Net-IMAP-Simple-SSL", "1.3", "0", "0"
"libnet-irc-perl", "Net-IRC", "0.75", "0", "0"
"libnet-jabber-loudmouth-perl", "Net-Jabber-Loudmouth", "0.07", "0", "0"
"libnet-jabber-perl", "Net-Jabber", "2.0", "2", "0"
"libnet-jifty-perl", "Net-Jifty", "0.12", "0", "0"
"libnet-ldap-perl", "perl-ldap", "0.39", "3", "0"
"libnet-libidn-perl", "Net-LibIDN", "0.12.ds", "0", "0"
"libnet-lite-ftp-perl", "Net-Lite-FTP", "0.54", "1", "0"
"libnet-mac-perl", "Net-MAC", "1.5", "0", "0"
"libnet-mac-vendor-perl", "Net-MAC-Vendor", "1.18", "0", "0"
"libnet-managesieve-perl", "Net-ManageSieve", "0.08", "0", "0"
"libnet-netmask-perl", "Net-Netmask", "1.9015", "0", "0"
"libnet-nis-perl", "Net-NIS", "0.43", "0", "0"
"libnet-ntp-perl", "Net-NTP", "1.2", "0", "0"
"libnet-oauth-perl", "Net-OAuth", "0.19", "0", "0"
"libnet-patricia-perl", "Net-Patricia", "1.15", "1", "0"
"libnet-pcap-perl", "Net-Pcap", "0.16", "0", "0"
"libnet-ph-perl", "Net-PH", "2.21", "0", "0"
"libnet-rawip-perl", "Net-RawIP", "0.25", "0", "0"
"libnet-rblclient-perl", "Net-RBLClient", "0.5", "0", "0"
"libnet-rendezvous-publish-backend-avahi-perl", "Net-Rendezvous-Publish-Backend-Avahi", "0.03", "0", "0"
"libnet-rendezvous-publish-perl", "Net-Rendezvous-Publish", "0.04", "0", "0"
"libnet-scp-expect-perl", "Net-SCP-Expect", "0.16", "0", "0"
"libnet-server-coro-perl", "Net-Server-Coro", "not-uploaded", "0", "0"
"libnet-sftp-foreign-perl", "Net-SFTP-Foreign", "1.55", "0", "0"
"libnet-sieve-perl", "Net-Sieve", "0.05", "0", "0"
"libnet-sieve-script-perl", "Net-Sieve-Script", "0.08", "0", "0"
"libnet-sip-perl", "Net-SIP", "0.54", "0", "0"
"libnet-smpp-perl", "Net-SMPP", "1.12", "0", "0"
"libnet-smtp-server-perl", "SMTP-Server", "1.1", "1", "0"
"libnet-smtp-ssl-perl", "Net-SMTP-SSL", "1.01", "1", "0"
"libnet-snpp-perl", "Net-SNPP", "1.17", "0", "0"
"libnet-ssh2-perl", "Net-SSH2", "0.28", "0", "0"
"libnet-ssleay-perl", "Net-SSLeay", "1.35", "6", "0"
"libnet-stomp-perl", "Net-Stomp", "0.34", "1", "0"
"libnet-subnets-perl", "unknown", "0.21", "0", "0"
"libnet-telnet-perl", "Net-Telnet", "3.03", "0", "0"
"libnet-tftp-perl", "Net-TFTP", "0.17", "0", "0"
"libnet-trac-perl", "Net-Trac", "0.14", "0", "0"
"libnet-twitter-diff-perl", "Net-Twitter-Diff", "not-uploaded", "0", "0"
"libnet-xmpp-perl", "Net-XMPP", "1.02", "3", "0"
"libnet-xwhois-perl", "Net-XWhois", "0.90", "0", "0"
"libnet-z3950-zoom-perl", "Net-Z3950-ZOOM", "1.25", "0", "0"
"libnetaddr-ip-perl", "/NetAddr-IP", "4.024", "3", "0"
"libnetapp-perl", "NetApp", "1.1.2", "0", "0"
"libnetwork-ipv4addr-perl", "Net-IPv4Addr", "0.10.ds", "0", "0"
"libnetxap-perl", "NetxAP", "0.02", "0", "0"
"libnews-newsrc-perl", "News-Newsrc", "1.09", "0", "0"
"libnews-nntpclient-perl", "NNTPClient", "0.37", "0", "0"
"libnumber-compare-perl", "Number-Compare", "0.01", "0", "0"
"libnumber-format-perl", "Number-Format", "1.73", "0", "0"
"libnumber-range-perl", "Number-Range", "0.07", "0", "0"
"libnumber-recordlocator-perl", "Number-RecordLocator", "0.005", "0", "0"
"libobject-declare-perl", "Object-Declare", "0.22", "0", "0"
"libobject-destroyer-perl", "Object-Destroyer", "2.00", "0", "0"
"libobject-event-perl", "Object-Event", "1.101", "0", "0"
"libobject-multitype-perl", "Object-MultiType", "0.05", "0", "0"
"libobject-realize-later-perl", "Object-Realize-Later", "0.18", "0", "0"
"libobject-signature-perl", "Object-Signature", "1.05", "1", "0"
"libogg-vorbis-decoder-perl", "Ogg-Vorbis-Decoder", "0.8", "0", "0"
"libogg-vorbis-header-perl", "Ogg-Vorbis-Header", "0.03", "0", "0"
"libogg-vorbis-header-pureperl-perl", "Ogg-Vorbis-Header-PurePerl", "1.0", "1", "0"
"libogre-perl", "Ogre", "0.40", "0", "0"
"libois-perl", "OIS", "0.05", "0", "0"
"libole-storage-lite-perl", "OLE-Storage_Lite", "0.18", "0", "0"
"libopengl-perl", "OpenGL", "0.60", "0", "0"
"libopenoffice-oodoc-perl", "OpenOffice-OODoc", "2.108", "0", "0"
"liborlite-migrate-perl", "ORLite-Migrate", "1.05", "0", "0"
"liborlite-mirror-perl", "ORLite-Mirror", "1.17", "0", "0"
"liborlite-perl", "ORLite", "1.28", "0", "0"
"liborlite-statistics-perl", "ORLite-Statistics", "0.03", "0", "0"
"libpadwalker-perl", "PadWalker", "1.9", "0", "0"
"libpalm-perl", "p5-Palm", "1.011", "0", "0"
"libpango-perl", "Pango", "1.221", "0", "0"
"libpar-dist-perl", "PAR-Dist", "0.45", "0", "0"
"libpar-packer-perl", "PAR-Packer", "0.991", "0", "0"
"libpar-perl", "PAR", "0.994", "0", "0"
"libparams-callbackrequest-perl", "Params-CallbackRequest", "1.19", "0", "0"
"libparams-classify-perl", "Params-Classify", "0.009", "0", "0"
"libparams-coerce-perl", "Params-Coerce", "0.14", "0", "0"
"libparams-validate-perl", "Params-Validate", "0.92", "0", "0"
"libparanoid-perl", "Paranoid", "0.23", "0", "0"
"libparent-perl", "parent", "0.221", "0", "0"
"libparse-cpan-meta-perl", "Parse-CPAN-Meta", "1.40", "0", "0"
"libparse-cpan-packages-perl", "Parse-CPAN-Packages", "2.31", "0", "0"
"libparse-debcontrol-perl", "Parse-DebControl", "2.005", "1", "0"
"libparse-debian-packages-perl", "Parse-Debian-Packages", "0.01", "0", "0"
"libparse-dmidecode-perl", "Parse-DMIDecode", "not-uploaded", "0", "0"
"libparse-errorstring-perl-perl", "Parse-ErrorString-Perl", "0.13", "0", "0"
"libparse-exuberantctags-perl", "Parse-ExuberantCTags", "1.01", "0", "0"
"libparse-mediawikidump-perl", "Parse-MediaWikiDump", "1.0.1", "0", "0"
"libparse-method-signatures-perl", "Parse-Method-Signatures", "1.003012", "0", "0"
"libparse-plainconfig-perl", "Parse-PlainConfig", "2.06", "0", "0"
"libparse-recdescent-perl", "Parse-RecDescent", "1.962.2", "0", "0"
"libparse-syslog-perl", "Parse-Syslog", "1.10", "0", "0"
"libparse-yapp-perl", "Parse-Yapp", "1.05", "0", "0"
"libpath-class-perl", "Path-Class", "0.17", "0", "0"
"libpath-dispatcher-perl", "Path-Dispatcher", "0.13", "0", "0"
"libpdf-api2-perl", "PDF-API2", "0.73", "2", "0"
"libpdf-create-perl", "PDF-Create", "1.03", "0", "0"
"libpdf-report-perl", "PDF-Report", "1.33", "0", "0"
"libpdf-reuse-barcode-perl", "PDF-Reuse-Barcode", "0.05", "0", "0"
"libpdf-reuse-perl", "PDF-Reuse", "0.35", "1", "0"
"libpdf-table-perl", "PDF-Table", "0.9.3", "0", "0"
"libperl-critic-perl", "Perl-Critic", "1.105", "2", "0"
"libperl-destruct-level-perl", "Perl-Destruct-Level", "0.02", "0", "0"
"libperl-metrics-simple-perl", "Perl-Metrics-Simple", "0.13", "0", "0"
"libperl-minimumversion-perl", "Perl-MinimumVersion", "1.20", "0", "0"
"libperl6-export-perl", "Perl6-Export", "0.07", "0", "0"
"libperl6-form-perl", "Perl6-Form", "0.04", "0", "0"
"libperl6-junction-perl", "Perl6-Junction", "1.40000", "0", "0"
"libperl6-slurp-perl", "Perl6-Slurp", "0.03", "0", "0"
"libperldoc-search-perl", "Perldoc-Search", "0.01", "1", "0"
"libperlspeak-perl", "PerlSpeak", "2.01", "0", "0"
"libpetal-perl", "Petal", "2.19", "1", "0"
"libpetal-utils-perl", "Petal-Utils", "0.06", "0", "0"
"libpgplot-perl", "PGPLOT", "2.20", "0", "0"
"libphp-serialization-perl", "PHP-Serialization", "0.33", "0", "0"
"libplot-perl", "Graphics-Libplot", "2.2.2", "1", "0"
"libpod-abstract-perl", "Pod-Abstract", "0.19", "0", "0"
"libpod-constants-perl", "Pod-Constants", "0.16", "0", "0"
"libpod-coverage-perl", "Pod-Coverage", "0.20", "0", "0"
"libpod-coverage-trustpod-perl", "Pod-Coverage-TrustPod", "not-uploaded", "0", "0"
"libpod-escapes-perl", "Pod-Escapes", "1.04", "1", "0"
"libpod-eventual-perl", "Pod-Eventual", "0.093170", "0", "0"
"libpod-index-perl", "Pod-Index", "0.14", "0", "0"
"libpod-markdown-perl", "Pod-Markdown", "0.02", "0", "0"
"libpod-pom-perl", "Pod-POM", "0.24", "1", "0"
"libpod-readme-perl", "Pod-Readme", "0.09", "1", "0"
"libpod-sax-perl", "Pod-SAX", "0.14", "0", "0"
"libpod-simple-perl", "Pod-Simple", "3.10", "0", "0"
"libpod-spell-perl", "Pod-Spell", "1.01", "0", "0"
"libpod-strip-perl", "Pod-Strip", "1.02", "0", "0"
"libpod-xhtml-perl", "Pod-Xhtml", "1.59", "0", "0"
"libpod2-base-perl", "POD2-Base", "not-uploaded", "0", "0"
"libpoe-api-peek-perl", "POE-API-Peek", "1.3400", "0", "0"
"libpoe-component-client-dns-perl", "POE-Component-Client-DNS", "1.051", "0", "0"
"libpoe-component-client-http-perl", "POE-Component-Client-HTTP", "0.890", "0", "0"
"libpoe-component-client-keepalive-perl", "POE-Component-Client-Keepalive", "0.2600", "0", "0"
"libpoe-component-client-mpd-perl", "POE-Component-Client-MPD", "0.9.6", "0", "0"
"libpoe-component-ikc-perl", "POE-Component-IKC", "0.2200", "0", "0"
"libpoe-component-irc-perl", "POE-Component-IRC", "6.16", "0", "0"
"libpoe-component-jabber-perl", "POE-Component-Jabber", "3.00", "0", "0"
"libpoe-component-jobqueue-perl", "POE-Component-JobQueue", "0.5700", "0", "0"
"libpoe-component-pluggable-perl", "POE-Component-Pluggable", "1.24", "0", "0"
"libpoe-component-pubsub-perl", "POE-Component-PubSub", "0.05", "1", "0"
"libpoe-component-server-http-perl", "POE-Component-Server-HTTP", "0.09", "0", "0"
"libpoe-component-server-simplehttp-perl", "POE-Component-Server-SimpleHTTP", "1.58", "0", "0"
"libpoe-component-server-soap-perl", "POE-Component-Server-SOAP", "1.13", "0", "0"
"libpoe-component-sslify-perl", "POE-Component-SSLify", "0.15", "0", "0"
"libpoe-filter-http-parser-perl", "POE-Filter-HTTP-Parser", "not-uploaded", "0", "0"
"libpoe-filter-ircd-perl", "POE-Filter-IRCD", "2.40", "0", "0"
"libpoe-filter-xml-perl", "POE-Filter-XML", "0.38", "0", "0"
"libpoe-loop-event-perl", "POE-Loop-Event", "1.302", "0", "0"
"libpoe-loop-tk-perl", "POE-Loop-Tk", "1.302", "0", "0"
"libpoe-perl", "POE", "1.2800", "0", "0"
"libpoe-test-loops-perl", "POE-Test-Loops", "1.030", "0", "0"
"libpoex-role-sessioninstantiation-perl", "POEx-Role-SessionInstantiation", "0.092800", "0", "0"
"libpoex-types-perl", "POEx-Types", "0.092670", "0", "0"
"libpostfix-parse-mailq-perl", "Postfix-Parse-Mailq", "not-uploaded", "0", "0"
"libpostscript-file-perl", "PostScript-File", "1.05", "0", "0"
"libpostscript-perl", "PostScript", "0.06", "0", "0"
"libppi-html-perl", "PPI-HTML", "1.08", "0", "0"
"libppi-perl", "PPI", "1.206", "0", "0"
"libppi-xs-perl", "PPI-XS", "0.901", "0", "0"
"libppix-editortools-perl", "PPIx-EditorTools", "0.09", "0", "0"
"libppix-regexp-perl", "PPIx-Regexp", "0.004", "0", "0"
"libpragmatic-perl", "Pragmatic", "1.7", "0", "0"
"libprobe-perl-perl", "Probe-Perl", "0.01", "0", "0"
"libproc-background-perl", "Proc-Background", "1.10", "0", "0"
"libproc-fork-perl", "Proc-Fork", "0.71", "0", "0"
"libproc-invokeeditor-perl", "Proc-InvokeEditor", "1.02", "0", "0"
"libproc-processtable-perl", "Proc-ProcessTable", "0.45", "0", "0"
"libproc-reliable-perl", "Proc-Reliable", "1.16", "0", "0"
"libproc-simple-perl", "Proc-Simple", "1.26", "0", "0"
"libprpc-perl", "pRPC-modules", "0.1005", "0", "0"
"libquantum-superpositions-perl", "Quantum-Superpositions", "2.02", "0", "0"
"libquota-perl", "Quota", "1.6.3", "0", "0"
"librcs-perl", "Rcs", "1.05", "0", "0"
"libreadonly-perl", "Readonly", "1.03", "0", "0"
"libreadonly-xs-perl", "Readonly-XS", "1.04", "0", "0"
"libregexp-common-email-address-perl", "Regexp-Common-Email-Address", "1.01", "0", "0"
"libregexp-common-perl", "Regexp-Common", "2.122", "0", "0"
"libregexp-common-time-perl", "Regexp-Common-time", "0.04", "0", "0"
"libregexp-copy-perl", "Regexp-Copy", "0.06", "0", "0"
"libregexp-optimizer-perl", "Regexp-Optimizer", "0.15", "0", "0"
"librelative-perl", "relative", "0.04", "0", "0"
"librest-application-perl", "REST-Application", "0.992", "0", "0"
"libreturn-value-perl", "Return-Value", "1.666001", "0", "0"
"libroman-perl", "Roman", "1.23", "0", "0"
"librose-datetime-perl", "Rose-DateTime", "0.533", "0", "0"
"librose-db-object-perl", "Rose-DB-Object", "0.784", "0", "0"
"librose-db-perl", "Rose-DB", "0.755", "0", "0"
"librose-object-perl", "Rose-Object", "0.856", "0", "0"
"librpc-xml-perl", "RPC-XML", "0.69", "3", "0"
"librrdtool-oo-perl", "RRDTool-OO", "0.28", "0", "0"
"librt-client-rest-perl", "RT-Client-REST", "0.37", "0", "0"
"librunapp-perl", "RunApp", "0.13", "0", "0"
"libsane-perl", "Sane", "0.03", "0", "0"
"libscalar-defer-perl", "Scalar-Defer", "0.20", "0", "0"
"libscalar-list-utils-perl", "Scalar-List-Utils", "1.22", "0", "0"
"libscalar-number-perl", "Scalar-Number", "0.004", "0", "0"
"libschedule-at-perl", "Schedule-At", "1.08", "0", "0"
"libschedule-ratelimiter-perl", "Schedule-RateLimiter", "0.01", "0", "0"
"libscope-guard-perl", "Scope-Guard", "0.03", "0", "0"
"libscope-upper-perl", "Scope-Upper", "0.08", "0", "0"
"libscriptalicious-perl", "Scriptalicious", "1.15", "1", "0"
"libsearch-gin-perl", "Search-GIN", "0.03", "0", "0"
"libsearch-xapian-perl", "Search-Xapian", "1.0.17.0", "0", "0"
"libset-infinite-perl", "Set-Infinite", "0.63", "0", "0"
"libset-intspan-perl", "Set-IntSpan", "1.13", "1", "0"
"libset-nestedgroups-perl", "Set-NestedGroups", "0.01", "0", "0"
"libset-object-perl", "Set-Object", "1.27", "0", "0"
"libset-scalar-perl", "Set-Scalar", "1.24", "0", "0"
"libset-tiny-perl", "Set-Tiny", "not-uploaded", "0", "0"
"libshell-posix-select-perl", "Shell-POSIX-Select", "0.05", "0", "0"
"libsignatures-perl", "signatures", "0.05", "0", "0"
"libsmart-comments-perl", "Smart-Comments", "1.0.4", "0", "0"
"libsms-send-perl", "SMS-Send", "0.05", "0", "0"
"libsnmp-info-perl", "SNMP-Info", "2.01", "0", "0"
"libsoap-lite-perl", "SOAP-Lite", "0.710.10", "1", "0"
"libsocialtext-resting-perl", "Socialtext-Resting", "0.28", "0", "0"
"libsocialtext-resting-utils-perl", "Socialtext-Resting-Utils", "0.20", "0", "0"
"libsocialtext-wikitest-perl", "Socialtext-WikiTest", "0.06", "0", "0"
"libsocket-getaddrinfo-perl", "Socket-GetAddrInfo", "0.13", "0", "0"
