Id;CustomerId;OrderDate;Freight;ProductName;QuantityPerUnit;UnitPriceProduct;Discount;UnitPriceOrder;Quantity;Amount
10657/47;SAVEA;2013-09-04;352.69;Zaanse koeken;10 - 4 oz boxes;9.5;0;9.5;10;95
10657/56;SAVEA;2013-09-04;352.69;Gnocchi di nonna Alice;24 - 250 g pkgs.;38;0;38;45;1710
10657/60;SAVEA;2013-09-04;352.69;Camembert Pierrot;15 - 300 g rounds;34;0;34;30;1020
10658/21;QUICK;2013-09-05;364.15;Sir Rodney's Scones;24 pkgs. x 4 pieces;10;0;10;60;600
10658/40;QUICK;2013-09-05;364.15;Boston Crab Meat;24 - 4 oz tins;18.4;0.05;18.4;70;1288
10658/60;QUICK;2013-09-05;364.15;Camembert Pierrot;15 - 300 g rounds;34;0.05;34;55;1870
10658/77;QUICK;2013-09-05;364.15;Original Frankfurter grüne Soße;12 boxes;13;0.05;13;70;910
10659/31;QUEE;2013-09-05;105.81;Gorgonzola Telino;12 - 100 g pkgs;12.5;0.05;12.5;20;250
10659/40;QUEE;2013-09-05;105.81;Boston Crab Meat;24 - 4 oz tins;18.4;0.05;18.4;24;441.59999999999997
10659/70;QUEE;2013-09-05;105.81;Outback Lager;24 - 355 ml bottles;15;0.05;15;40;600
10660/20;HUNGC;2013-09-08;111.29;Sir Rodney's Marmalade;30 gift boxes;81;0;81;21;1701
10661/39;HUNGO;2013-09-09;17.55;Chartreuse verte;750 cc per bottle;18;0.2;18;3;54
10661/58;HUNGO;2013-09-09;17.55;Escargots de Bourgogne;24 pieces;13.25;0.2;13.25;49;649.25
10662/68;LONEP;2013-09-09;1.28;Scottish Longbreads;10 boxes x 8 pieces;12.5;0;12.5;10;125
10663/40;BONAP;2013-09-10;113.15;Boston Crab Meat;24 - 4 oz tins;18.4;0.05;18.4;30;552
10663/42;BONAP;2013-09-10;113.15;Singaporean Hokkien Fried Mee;32 - 1 kg pkgs.;14;0.05;14;30;420
10663/51;BONAP;2013-09-10;113.15;Manjimup Dried Apples;50 - 300 g pkgs.;53;0.05;53;20;1060
10664/10;FURIB;2013-09-10;1.27;Ikura;12 - 200 ml jars;31;0.15;31;24;744
10664/56;FURIB;2013-09-10;1.27;Gnocchi di nonna Alice;24 - 250 g pkgs.;38;0.15;38;12;456
10664/65;FURIB;2013-09-10;1.27;Louisiana Fiery Hot Pepper Sauce;32 - 8 oz bottles;21.05;0.15;21.05;15;315.75
10665/51;LONEP;2013-09-11;26.31;Manjimup Dried Apples;50 - 300 g pkgs.;53;0;53;20;1060
10665/59;LONEP;2013-09-11;26.31;Raclette Courdavault;5 kg pkg.;55;0;55;1;55
10665/76;LONEP;2013-09-11;26.31;Lakkalikööri;500 ml;18;0;18;10;180
10666/29;RICSU;2013-09-12;232.42;Thüringer Rostbratwurst;50 bags x 30 sausgs.;123.79;0;123.79;36;4456.4400000000005
10666/65;RICSU;2013-09-12;232.42;Louisiana Fiery Hot Pepper Sauce;32 - 8 oz bottles;21.05;0;21.05;10;210.5
10667/69;ERNSH;2013-09-12;78.09;Gudbrandsdalsost;10 kg pkg.;36;0.2;36;45;1620
10667/71;ERNSH;2013-09-12;78.09;Flotemysost;10 - 500 g pkgs.;21.5;0.2;21.5;14;301
10668/31;WANDK;2013-09-15;47.22;Gorgonzola Telino;12 - 100 g pkgs;12.5;0.1;12.5;8;100
10668/55;WANDK;2013-09-15;47.22;Pâté chinois;24 boxes x 2 pies;24;0.1;24;4;96
10668/64;WANDK;2013-09-15;47.22;Wimmers gute Semmelknödel;20 bags x 4 pieces;33.25;0.1;33.25;15;498.75
10669/36;SIMOB;2013-09-15;24.39;Inlagd Sill;24 - 250 g  jars;19;0;19;30;570
10670/23;FRANK;2013-09-16;203.48;Tunnbröd;12 - 250 g pkgs.;9;0;9;32;288
10670/46;FRANK;2013-09-16;203.48;Spegesild;4 - 450 g glasses;12;0;12;60;720
10670/67;FRANK;2013-09-16;203.48;Laughing Lumberjack Lager;24 - 12 oz bottles;14;0;14;25;350
10670/73;FRANK;2013-09-16;203.48;Röd Kaviar;24 - 150 g jars;15;0;15;50;750
10670/75;FRANK;2013-09-16;203.48;Rhönbräu Klosterbier;24 - 0.5 l bottles;7.75;0;7.75;25;193.75
10671/16;FRANR;2013-09-17;30.34;Pavlova;32 - 500 g boxes;17.45;0;17.45;10;174.5
10671/62;FRANR;2013-09-17;30.34;Tarte au sucre;48 pies;49.3;0;49.3;10;493
10671/65;FRANR;2013-09-17;30.34;Louisiana Fiery Hot Pepper Sauce;32 - 8 oz bottles;21.05;0;21.05;12;252.60000000000002
10672/38;BERGS;2013-09-17;95.75;Côte de Blaye;12 - 75 cl bottles;263.5;0.1;263.5;15;3952.5
10672/71;BERGS;2013-09-17;95.75;Flotemysost;10 - 500 g pkgs.;21.5;0;21.5;12;258
10673/16;WILMK;2013-09-18;22.76;Pavlova;32 - 500 g boxes;17.45;0;17.45;3;52.349999999999994
10673/42;WILMK;2013-09-18;22.76;Singaporean Hokkien Fried Mee;32 - 1 kg pkgs.;14;0;14;6;84
10673/43;WILMK;2013-09-18;22.76;Ipoh Coffee;16 - 500 g tins;46;0;46;6;276
10674/23;ISLAT;2013-09-18;0.9;Tunnbröd;12 - 250 g pkgs.;9;0;9;5;45
10675/14;FRANK;2013-09-19;31.85;Tofu;40 - 100 g pkgs.;23.25;0;23.25;30;697.5
10675/53;FRANK;2013-09-19;31.85;Perth Pasties;48 pieces;32.8;0;32.8;10;328
10675/58;FRANK;2013-09-19;31.85;Escargots de Bourgogne;24 pieces;13.25;0;13.25;30;397.5
10676/10;TORTU;2013-09-22;2.01;Ikura;12 - 200 ml jars;31;0;31;2;62
10676/19;TORTU;2013-09-22;2.01;Teatime Chocolate Biscuits;10 boxes x 12 pieces;9.2;0;9.2;7;64.39999999999999
10676/44;TORTU;2013-09-22;2.01;Gula Malacca;20 - 2 kg bags;19.45;0;19.45;21;408.45
10677/26;ANTO;2013-09-22;4.03;Gumbär Gummibärchen;100 - 250 g bags;31.23;0.15;31.23;30;936.9
10677/33;ANTO;2013-09-22;4.03;Geitost;500 g;2.5;0.15;2.5;8;20
10678/12;SAVEA;2013-09-23;388.98;Queso Manchego La Pastora;10 - 500 g pkgs.;38;0;38;100;3800
10678/33;SAVEA;2013-09-23;388.98;Geitost;500 g;2.5;0;2.5;30;75
10678/41;SAVEA;2013-09-23;388.98;Jack's New England Clam Chowder;12 - 12 oz cans;9.65;0;9.65;120;1158
10678/54;SAVEA;2013-09-23;388.98;Tourtière;16 pies;7.45;0;7.45;30;223.5
10679/59;BLONP;2013-09-23;27.94;Raclette Courdavault;5 kg pkg.;55;0;55;12;660
10680/16;OLDWO;2013-09-24;26.61;Pavlova;32 - 500 g boxes;17.45;0.25;17.45;50;872.5
10680/31;OLDWO;2013-09-24;26.61;Gorgonzola Telino;12 - 100 g pkgs;12.5;0.25;12.5;20;250
10680/42;OLDWO;2013-09-24;26.61;Singaporean Hokkien Fried Mee;32 - 1 kg pkgs.;14;0.25;14;40;560
10681/19;GREAL;2013-09-25;76.13;Teatime Chocolate Biscuits;10 boxes x 12 pieces;9.2;0.1;9.2;30;276
10681/21;GREAL;2013-09-25;76.13;Sir Rodney's Scones;24 pkgs. x 4 pieces;10;0.1;10;12;120
10681/64;GREAL;2013-09-25;76.13;Wimmers gute Semmelknödel;20 bags x 4 pieces;33.25;0;33.25;28;931
10682/33;ANTO;2013-09-25;36.13;Geitost;500 g;2.5;0;2.5;30;75
10682/66;ANTO;2013-09-25;36.13;Louisiana Hot Spiced Okra;24 - 8 oz jars;17;0;17;4;68
10682/75;ANTO;2013-09-25;36.13;Rhönbräu Klosterbier;24 - 0.5 l bottles;7.75;0;7.75;30;232.5
10683/52;DUMO;2013-09-26;4.4;Filo Mix;16 - 2 kg boxes;7;0;7;9;63
10684/40;OTTIK;2013-09-26;145.63;Boston Crab Meat;24 - 4 oz tins;18.4;0;18.4;20;368
10684/47;OTTIK;2013-09-26;145.63;Zaanse koeken;10 - 4 oz boxes;9.5;0;9.5;40;380
10684/60;OTTIK;2013-09-26;145.63;Camembert Pierrot;15 - 300 g rounds;34;0;34;30;1020
10685/10;GOURL;2013-09-29;33.75;Ikura;12 - 200 ml jars;31;0;31;20;620
10685/41;GOURL;2013-09-29;33.75;Jack's New England Clam Chowder;12 - 12 oz cans;9.65;0;9.65;4;38.6
10685/47;GOURL;2013-09-29;33.75;Zaanse koeken;10 - 4 oz boxes;9.5;0;9.5;15;142.5
10686/17;PICCO;2013-09-30;96.5;Alice Mutton;20 - 1 kg tins;39;0.2;39;30;1170
10686/26;PICCO;2013-09-30;96.5;Gumbär Gummibärchen;100 - 250 g bags;31.23;0;31.23;15;468.45
10687/9;HUNGO;2013-09-30;296.43;Mishi Kobe Niku;18 - 500 g pkgs.;97;0.25;97;50;4850
10687/29;HUNGO;2013-09-30;296.43;Thüringer Rostbratwurst;50 bags x 30 sausgs.;123.79;0;123.79;10;1237.9
10687/36;HUNGO;2013-09-30;296.43;Inlagd Sill;24 - 250 g  jars;19;0.25;19;6;114
10688/10;VAFFE;2013-10-01;299.09;Ikura;12 - 200 ml jars;31;0.1;31;18;558
10688/28;VAFFE;2013-10-01;299.09;Rössle Sauerkraut;25 - 825 g cans;45.6;0.1;45.6;60;2736
10688/34;VAFFE;2013-10-01;299.09;Sasquatch Ale;24 - 12 oz bottles;14;0;14;14;196
10689/1;BERGS;2013-10-01;13.42;Chai;10 boxes x 20 bags;18;0.25;18;35;630
10690/56;HANAR;2013-10-02;15.8;Gnocchi di nonna Alice;24 - 250 g pkgs.;38;0.25;38;20;760
10690/77;HANAR;2013-10-02;15.8;Original Frankfurter grüne Soße;12 boxes;13;0.25;13;30;390
10691/1;QUICK;2013-10-03;810.05;Chai;10 boxes x 20 bags;18;0;18;30;540
10691/29;QUICK;2013-10-03;810.05;Thüringer Rostbratwurst;50 bags x 30 sausgs.;123.79;0;123.79;40;4951.6
10691/43;QUICK;2013-10-03;810.05;Ipoh Coffee;16 - 500 g tins;46;0;46;40;1840
10691/44;QUICK;2013-10-03;810.05;Gula Malacca;20 - 2 kg bags;19.45;0;19.45;24;466.79999999999995
10691/62;QUICK;2013-10-03;810.05;Tarte au sucre;48 pies;49.3;0;49.3;48;2366.3999999999996
10692/63;ALFKI;2013-10-03;61.02;Vegie-spread;15 - 625 g jars;43.9;0;43.9;20;878
10693/9;WHITC;2013-10-06;139.34;Mishi Kobe Niku;18 - 500 g pkgs.;97;0;97;6;582
10693/54;WHITC;2013-10-06;139.34;Tourtière;16 pies;7.45;0.15;7.45;60;447
10693/69;WHITC;2013-10-06;139.34;Gudbrandsdalsost;10 kg pkg.;36;0.15;36;30;1080
10693/73;WHITC;2013-10-06;139.34;Röd Kaviar;24 - 150 g jars;15;0.15;15;15;225
10694/7;QUICK;2013-10-06;398.36;Uncle Bob's Organic Dried Pears;12 - 1 lb pkgs.;30;0;30;90;2700
10694/59;QUICK;2013-10-06;398.36;Raclette Courdavault;5 kg pkg.;55;0;55;25;1375
10694/70;QUICK;2013-10-06;398.36;Outback Lager;24 - 355 ml bottles;15;0;15;50;750
10695/8;WILMK;2013-10-07;16.72;Northwoods Cranberry Sauce;12 - 12 oz jars;40;0;40;10;400
10695/12;WILMK;2013-10-07;16.72;Queso Manchego La Pastora;10 - 500 g pkgs.;38;0;38;4;152
10695/24;WILMK;2013-10-07;16.72;Guaraná Fantástica;12 - 355 ml cans;4.5;0;4.5;20;90
10696/17;WHITC;2013-10-08;102.55;Alice Mutton;20 - 1 kg tins;39;0;39;20;780
10696/46;WHITC;2013-10-08;102.55;Spegesild;4 - 450 g glasses;12;0;12;18;216
10697/19;LINOD;2013-10-08;45.52;Teatime Chocolate Biscuits;10 boxes x 12 pieces;9.2;0.25;9.2;7;64.39999999999999
10697/35;LINOD;2013-10-08;45.52;Steeleye Stout;24 - 12 oz bottles;18;0.25;18;9;162
10697/58;LINOD;2013-10-08;45.52;Escargots de Bourgogne;24 pieces;13.25;0.25;13.25;30;397.5
10697/70;LINOD;2013-10-08;45.52;Outback Lager;24 - 355 ml bottles;15;0.25;15;30;450
10698/11;ERNSH;2013-10-09;272.47;Queso Cabrales;1 kg pkg.;21;0;21;15;315
10698/17;ERNSH;2013-10-09;272.47;Alice Mutton;20 - 1 kg tins;39;0.05;39;8;312
10698/29;ERNSH;2013-10-09;272.47;Thüringer Rostbratwurst;50 bags x 30 sausgs.;123.79;0.05;123.79;12;1485.48
10698/65;ERNSH;2013-10-09;272.47;Louisiana Fiery Hot Pepper Sauce;32 - 8 oz bottles;21.05;0.05;21.05;65;1368.25
10698/70;ERNSH;2013-10-09;272.47;Outback Lager;24 - 355 ml bottles;15;0.05;15;8;120
10699/47;MORGK;2013-10-09;0.58;Zaanse koeken;10 - 4 oz boxes;9.5;0;9.5;12;114
10700/1;SAVEA;2013-10-10;65.1;Chai;10 boxes x 20 bags;18;0.2;18;5;90
10700/34;SAVEA;2013-10-10;65.1;Sasquatch Ale;24 - 12 oz bottles;14;0.2;14;12;168
10700/68;SAVEA;2013-10-10;65.1;Scottish Longbreads;10 boxes x 8 pieces;12.5;0.2;12.5;40;500
10700/71;SAVEA;2013-10-10;65.1;Flotemysost;10 - 500 g pkgs.;21.5;0.2;21.5;60;1290
10701/59;HUNGO;2013-10-13;220.31;Raclette Courdavault;5 kg pkg.;55;0.15;55;42;2310
10701/71;HUNGO;2013-10-13;220.31;Flotemysost;10 - 500 g pkgs.;21.5;0.15;21.5;20;430
10701/76;HUNGO;2013-10-13;220.31;Lakkalikööri;500 ml;18;0.15;18;35;630
10702/3;ALFKI;2013-10-13;23.94;Aniseed Syrup;12 - 550 ml bottles;10;0;10;6;60
10702/76;ALFKI;2013-10-13;23.94;Lakkalikööri;500 ml;18;0;18;15;270
10703/2;FOLKO;2013-10-14;152.3;Chang;24 - 12 oz bottles;19;0;19;5;95
10703/59;FOLKO;2013-10-14;152.3;Raclette Courdavault;5 kg pkg.;55;0;55;35;1925
10703/73;FOLKO;2013-10-14;152.3;Röd Kaviar;24 - 150 g jars;15;0;15;35;525
10704/4;QUEE;2013-10-14;4.78;Chef Anton's Cajun Seasoning;48 - 6 oz jars;22;0;22;6;132
10704/24;QUEE;2013-10-14;4.78;Guaraná Fantástica;12 - 355 ml cans;4.5;0;4.5;35;157.5
10704/48;QUEE;2013-10-14;4.78;Chocolade;10 pkgs.;12.75;0;12.75;24;306
10705/31;HILAA;2013-10-15;3.52;Gorgonzola Telino;12 - 100 g pkgs;12.5;0;12.5;20;250
10705/32;HILAA;2013-10-15;3.52;Mascarpone Fabioli;24 - 200 g pkgs.;32;0;32;4;128
10706/16;OLDWO;2013-10-16;135.63;Pavlova;32 - 500 g boxes;17.45;0;17.45;20;349
10706/43;OLDWO;2013-10-16;135.63;Ipoh Coffee;16 - 500 g tins;46;0;46;24;1104
10706/59;OLDWO;2013-10-16;135.63;Raclette Courdavault;5 kg pkg.;55;0;55;8;440
10707/55;AROUT;2013-10-16;21.74;Pâté chinois;24 boxes x 2 pies;24;0;24;21;504
10707/57;AROUT;2013-10-16;21.74;Ravioli Angelo;24 - 250 g pkgs.;19.5;0;19.5;40;780
10707/70;AROUT;2013-10-16;21.74;Outback Lager;24 - 355 ml bottles;15;0.15;15;28;420
10708/5;THEBI;2013-10-17;2.96;Chef Anton's Gumbo Mix;36 boxes;21.35;0;21.35;4;85.4
10708/36;THEBI;2013-10-17;2.96;Inlagd Sill;24 - 250 g  jars;19;0;19;5;95
10709/8;GOURL;2013-10-17;210.8;Northwoods Cranberry Sauce;12 - 12 oz jars;40;0;40;40;1600
10709/51;GOURL;2013-10-17;210.8;Manjimup Dried Apples;50 - 300 g pkgs.;53;0;53;28;1484
10709/60;GOURL;2013-10-17;210.8;Camembert Pierrot;15 - 300 g rounds;34;0;34;10;340
10710/19;FRANS;2013-10-20;4.98;Teatime Chocolate Biscuits;10 boxes x 12 pieces;9.2;0;9.2;5;46
10710/47;FRANS;2013-10-20;4.98;Zaanse koeken;10 - 4 oz boxes;9.5;0;9.5;5;47.5
10711/19;SAVEA;2013-10-21;52.41;Teatime Chocolate Biscuits;10 boxes x 12 pieces;9.2;0;9.2;12;110.39999999999999
10711/41;SAVEA;2013-10-21;52.41;Jack's New England Clam Chowder;12 - 12 oz cans;9.65;0;9.65;42;405.3
10711/53;SAVEA;2013-10-21;52.41;Perth Pasties;48 pieces;32.8;0;32.8;120;3935.9999999999995
10712/53;HUNGO;2013-10-21;89.93;Perth Pasties;48 pieces;32.8;0.05;32.8;3;98.39999999999999
10712/56;HUNGO;2013-10-21;89.93;Gnocchi di nonna Alice;24 - 250 g pkgs.;38;0;38;30;1140
10713/10;SAVEA;2013-10-22;167.05;Ikura;12 - 200 ml jars;31;0;31;18;558
10713/26;SAVEA;2013-10-22;167.05;Gumbär Gummibärchen;100 - 250 g bags;31.23;0;31.23;30;936.9
10713/45;SAVEA;2013-10-22;167.05;Rogede sild;1k pkg.;9.5;0;9.5;110;1045
10713/46;SAVEA;2013-10-22;167.05;Spegesild;4 - 450 g glasses;12;0;12;24;288
10714/2;SAVEA;2013-10-22;24.49;Chang;24 - 12 oz bottles;19;0.25;19;30;570
10714/17;SAVEA;2013-10-22;24.49;Alice Mutton;20 - 1 kg tins;39;0.25;39;27;1053
10714/47;SAVEA;2013-10-22;24.49;Zaanse koeken;10 - 4 oz boxes;9.5;0.25;9.5;50;475
10714/56;SAVEA;2013-10-22;24.49;Gnocchi di nonna Alice;24 - 250 g pkgs.;38;0.25;38;18;684
10714/58;SAVEA;2013-10-22;24.49;Escargots de Bourgogne;24 pieces;13.25;0.25;13.25;12;159
10715/10;BONAP;2013-10-23;63.2;Ikura;12 - 200 ml jars;31;0;31;21;651
10715/71;BONAP;2013-10-23;63.2;Flotemysost;10 - 500 g pkgs.;21.5;0;21.5;30;645
10716/21;RANCH;2013-10-24;22.57;Sir Rodney's Scones;24 pkgs. x 4 pieces;10;0;10;5;50
10716/51;RANCH;2013-10-24;22.57;Manjimup Dried Apples;50 - 300 g pkgs.;53;0;53;7;371
10716/61;RANCH;2013-10-24;22.57;Sirop d'érable;24 - 500 ml bottles;28.5;0;28.5;10;285
10717/21;FRANK;2013-10-24;59.25;Sir Rodney's Scones;24 pkgs. x 4 pieces;10;0.05;10;32;320
10717/54;FRANK;2013-10-24;59.25;Tourtière;16 pies;7.45;0;7.45;15;111.75
10717/69;FRANK;2013-10-24;59.25;Gudbrandsdalsost;10 kg pkg.;36;0.05;36;25;900
10718/12;KOENE;2013-10-27;170.88;Queso Manchego La Pastora;10 - 500 g pkgs.;38;0;38;36;1368
10718/16;KOENE;2013-10-27;170.88;Pavlova;32 - 500 g boxes;17.45;0;17.45;20;349
10718/36;KOENE;2013-10-27;170.88;Inlagd Sill;24 - 250 g  jars;19;0;19;40;760
10718/62;KOENE;2013-10-27;170.88;Tarte au sucre;48 pies;49.3;0;49.3;20;986
10719/18;LETSS;2013-10-27;51.44;Carnarvon Tigers;16 kg pkg.;62.5;0.25;62.5;12;750
10719/30;LETSS;2013-10-27;51.44;Nord-Ost Matjeshering;10 - 200 g glasses;25.89;0.25;25.89;3;77.67
10719/54;LETSS;2013-10-27;51.44;Tourtière;16 pies;7.45;0.25;7.45;40;298
10720/35;QUEDE;2013-10-28;9.53;Steeleye Stout;24 - 12 oz bottles;18;0;18;21;378
10720/71;QUEDE;2013-10-28;9.53;Flotemysost;10 - 500 g pkgs.;21.5;0;21.5;8;172
10721/44;QUICK;2013-10-29;48.92;Gula Malacca;20 - 2 kg bags;19.45;0.05;19.45;50;972.5
10722/2;SAVEA;2013-10-29;74.58;Chang;24 - 12 oz bottles;19;0;19;3;57
10722/31;SAVEA;2013-10-29;74.58;Gorgonzola Telino;12 - 100 g pkgs;12.5;0;12.5;50;625
10722/68;SAVEA;2013-10-29;74.58;Scottish Longbreads;10 boxes x 8 pieces;12.5;0;12.5;45;562.5
10722/75;SAVEA;2013-10-29;74.58;Rhönbräu Klosterbier;24 - 0.5 l bottles;7.75;0;7.75;42;325.5
10723/26;WHITC;2013-10-30;21.72;Gumbär Gummibärchen;100 - 250 g bags;31.23;0;31.23;15;468.45
10724/10;MEREP;2013-10-30;57.75;Ikura;12 - 200 ml jars;31;0;31;16;496
10724/61;MEREP;2013-10-30;57.75;Sirop d'érable;24 - 500 ml bottles;28.5;0;28.5;5;142.5
10725/41;FAMIA;2013-10-31;10.83;Jack's New England Clam Chowder;12 - 12 oz cans;9.65;0;9.65;12;115.80000000000001
10725/52;FAMIA;2013-10-31;10.83;Filo Mix;16 - 2 kg boxes;7;0;7;4;28
10725/55;FAMIA;2013-10-31;10.83;Pâté chinois;24 boxes x 2 pies;24;0;24;6;144
10726/4;EASTC;2013-11-03;16.56;Chef Anton's Cajun Seasoning;48 - 6 oz jars;22;0;22;25;550
10726/11;EASTC;2013-11-03;16.56;Queso Cabrales;1 kg pkg.;21;0;21;5;105
10727/17;REGGC;2013-11-03;89.9;Alice Mutton;20 - 1 kg tins;39;0.05;39;20;780
10727/56;REGGC;2013-11-03;89.9;Gnocchi di nonna Alice;24 - 250 g pkgs.;38;0.05;38;10;380
10727/59;REGGC;2013-11-03;89.9;Raclette Courdavault;5 kg pkg.;55;0.05;55;10;550
10728/30;QUEE;2013-11-04;58.33;Nord-Ost Matjeshering;10 - 200 g glasses;25.89;0;25.89;15;388.35
10728/40;QUEE;2013-11-04;58.33;Boston Crab Meat;24 - 4 oz tins;18.4;0;18.4;6;110.39999999999999
10728/55;QUEE;2013-11-04;58.33;Pâté chinois;24 boxes x 2 pies;24;0;24;12;288
10728/60;QUEE;2013-11-04;58.33;Camembert Pierrot;15 - 300 g rounds;34;0;34;15;510
10729/1;LINOD;2013-11-04;141.06;Chai;10 boxes x 20 bags;18;0;18;50;900
10729/21;LINOD;2013-11-04;141.06;Sir Rodney's Scones;24 pkgs. x 4 pieces;10;0;10;30;300
10729/50;LINOD;2013-11-04;141.06;Valkoinen suklaa;12 - 100 g bars;16.25;0;16.25;40;650
10730/16;BONAP;2013-11-05;20.12;Pavlova;32 - 500 g boxes;17.45;0.05;17.45;15;261.75
10730/31;BONAP;2013-11-05;20.12;Gorgonzola Telino;12 - 100 g pkgs;12.5;0.05;12.5;3;37.5
10730/65;BONAP;2013-11-05;20.12;Louisiana Fiery Hot Pepper Sauce;32 - 8 oz bottles;21.05;0.05;21.05;10;210.5
10731/21;CHOPS;2013-11-06;96.65;Sir Rodney's Scones;24 pkgs. x 4 pieces;10;0.05;10;40;400
10731/51;CHOPS;2013-11-06;96.65;Manjimup Dried Apples;50 - 300 g pkgs.;53;0.05;53;30;1590
10732/76;BONAP;2013-11-06;16.97;Lakkalikööri;500 ml;18;0;18;20;360
10733/14;BERGS;2013-11-07;110.11;Tofu;40 - 100 g pkgs.;23.25;0;23.25;16;372
10733/28;BERGS;2013-11-07;110.11;Rössle Sauerkraut;25 - 825 g cans;45.6;0;45.6;20;912
10733/52;BERGS;2013-11-07;110.11;Filo Mix;16 - 2 kg boxes;7;0;7;25;175
10734/6;GOURL;2013-11-07;1.63;Grandma's Boysenberry Spread;12 - 8 oz jars;25;0;25;30;750
10734/30;GOURL;2013-11-07;1.63;Nord-Ost Matjeshering;10 - 200 g glasses;25.89;0;25.89;15;388.35
10734/76;GOURL;2013-11-07;1.63;Lakkalikööri;500 ml;18;0;18;20;360
10735/61;LETSS;2013-11-10;45.97;Sirop d'érable;24 - 500 ml bottles;28.5;0.1;28.5;20;570
10735/77;LETSS;2013-11-10;45.97;Original Frankfurter grüne Soße;12 boxes;13;0.1;13;2;26
10736/65;HUNGO;2013-11-11;44.1;Louisiana Fiery Hot Pepper Sauce;32 - 8 oz bottles;21.05;0;21.05;40;842
10736/75;HUNGO;2013-11-11;44.1;Rhönbräu Klosterbier;24 - 0.5 l bottles;7.75;0;7.75;20;155
10737/13;VINET;2013-11-11;7.79;Konbu;2 kg box;6;0;6;4;24
10737/41;VINET;2013-11-11;7.79;Jack's New England Clam Chowder;12 - 12 oz cans;9.65;0;9.65;12;115.80000000000001
10738/16;SPECD;2013-11-12;2.91;Pavlova;32 - 500 g boxes;17.45;0;17.45;3;52.349999999999994
10739/36;VINET;2013-11-12;11.08;Inlagd Sill;24 - 250 g  jars;19;0;19;6;114
10739/52;VINET;2013-11-12;11.08;Filo Mix;16 - 2 kg boxes;7;0;7;18;126
10740/28;WHITC;2013-11-13;81.88;Rössle Sauerkraut;25 - 825 g cans;45.6;0.2;45.6;5;228
10740/35;WHITC;2013-11-13;81.88;Steeleye Stout;24 - 12 oz bottles;18;0.2;18;35;630
10740/45;WHITC;2013-11-13;81.88;Rogede sild;1k pkg.;9.5;0.2;9.5;40;380
10740/56;WHITC;2013-11-13;81.88;Gnocchi di nonna Alice;24 - 250 g pkgs.;38;0.2;38;14;532
10741/2;AROUT;2013-11-14;10.96;Chang;24 - 12 oz bottles;19;0.2;19;15;285
10742/3;BOTTM;2013-11-14;243.73;Aniseed Syrup;12 - 550 ml bottles;10;0;10;20;200
10742/60;BOTTM;2013-11-14;243.73;Camembert Pierrot;15 - 300 g rounds;34;0;34;50;1700
10742/72;BOTTM;2013-11-14;243.73;Mozzarella di Giovanni;24 - 200 g pkgs.;34.8;0;34.8;35;1218
10743/46;AROUT;2013-11-17;23.72;Spegesild;4 - 450 g glasses;12;0.05;12;28;336
10744/40;VAFFE;2013-11-17;69.19;Boston Crab Meat;24 - 4 oz tins;18.4;0.2;18.4;50;919.9999999999999
10745/18;QUICK;2013-11-18;3.52;Carnarvon Tigers;16 kg pkg.;62.5;0;62.5;24;1500
10745/44;QUICK;2013-11-18;3.52;Gula Malacca;20 - 2 kg bags;19.45;0;19.45;16;311.2
10745/59;QUICK;2013-11-18;3.52;Raclette Courdavault;5 kg pkg.;55;0;55;45;2475
10745/72;QUICK;2013-11-18;3.52;Mozzarella di Giovanni;24 - 200 g pkgs.;34.8;0;34.8;7;243.59999999999997
10746/13;CHOPS;2013-11-19;31.43;Konbu;2 kg box;6;0;6;6;36
10746/42;CHOPS;2013-11-19;31.43;Singaporean Hokkien Fried Mee;32 - 1 kg pkgs.;14;0;14;28;392
10746/62;CHOPS;2013-11-19;31.43;Tarte au sucre;48 pies;49.3;0;49.3;9;443.7
10746/69;CHOPS;2013-11-19;31.43;Gudbrandsdalsost;10 kg pkg.;36;0;36;40;1440
10747/31;PICCO;2013-11-19;117.33;Gorgonzola Telino;12 - 100 g pkgs;12.5;0;12.5;8;100
10747/41;PICCO;2013-11-19;117.33;Jack's New England Clam Chowder;12 - 12 oz cans;9.65;0;9.65;35;337.75
10747/63;PICCO;2013-11-19;117.33;Vegie-spread;15 - 625 g jars;43.9;0;43.9;9;395.09999999999997
10747/69;PICCO;2013-11-19;117.33;Gudbrandsdalsost;10 kg pkg.;36;0;36;30;1080
10748/23;SAVEA;2013-11-20;232.55;Tunnbröd;12 - 250 g pkgs.;9;0;9;44;396
10748/40;SAVEA;2013-11-20;232.55;Boston Crab Meat;24 - 4 oz tins;18.4;0;18.4;40;736
10748/56;SAVEA;2013-11-20;232.55;Gnocchi di nonna Alice;24 - 250 g pkgs.;38;0;38;28;1064
10749/56;ISLAT;2013-11-20;61.53;Gnocchi di nonna Alice;24 - 250 g pkgs.;38;0;38;15;570
10749/59;ISLAT;2013-11-20;61.53;Raclette Courdavault;5 kg pkg.;55;0;55;6;330
10749/76;ISLAT;2013-11-20;61.53;Lakkalikööri;500 ml;18;0;18;10;180
10750/14;WARTH;2013-11-21;79.3;Tofu;40 - 100 g pkgs.;23.25;0.15;23.25;5;116.25
10750/45;WARTH;2013-11-21;79.3;Rogede sild;1k pkg.;9.5;0.15;9.5;40;380
