"phytohub_id"	"compound_name"	"is_a_precursor"	"is_a_metabolite"	"exact_mass"	"molecular_formula"	"smiles"	"inchikey"
"PHUB000857"	"6-Hydroxyluteolin"	1	0	302.0426526740	"C15H10O7"	"OC1=CC2=C(C(O)=C1O)C(=O)C=C(O2)C1=CC(O)=C(O)C=C1"	"VYAKIUWQLHRZGK-UHFFFAOYSA-N"
"PHUB000858"	"6-Hydroxyluteolin 7-O-rhamnoside"	1	0	448.1005614820	"C21H20O11"	"CC1OC(OC2=CC3=C(C(=O)C=C(O3)C3=CC(O)=C(O)C=C3)C(O)=C2O)C(O)C(O)C1O"	"WBSLGYBCKVSSQR-UHFFFAOYNA-N"
"PHUB000859"	"7,3',4'-Trihydroxyflavone"	1	0	270.0528234300	"C15H10O5"	"OC1=CC2=C(C=C1)C(=O)C=C(O2)C1=CC=C(O)C(O)=C1"	"PVFGJHYLIHMCQD-UHFFFAOYSA-N"
"PHUB000860"	"7,4'-Dihydroxyflavone"	1	0	254.0579088080	"C15H10O4"	"OC1=CC=C(C=C1)C1=CC(=O)C2=C(O1)C=C(O)C=C2"	"LCAWNFIFMLXZPQ-UHFFFAOYSA-N"
"PHUB000861"	"Apigenin"	1	0	270.0528234300	"C15H10O5"	"OC1=CC=C(C=C1)C1=CC(=O)C2=C(O)C=C(O)C=C2O1"	"KZNIFHPLKGYRTM-UHFFFAOYSA-N"
"PHUB000862"	"Apigenin 7,4'-dimethyl ether"	1	0	298.0841235580	"C17H14O5"	"COC1=CC=C(C=C1)C1=CC(=O)C2=C(O1)C=C(OC)C=C2O"	"LZERJKGWTQYMBB-UHFFFAOYSA-N"
"PHUB000863"	"Apigenin 7-O-(6''-malonyl-apiosyl-glucoside)"	1	0	650.1482995340	"C29H30O17"	"O[C@@H]1[C@@H](COC(=O)CC(O)=O)O[C@@H](OC[C@H]2O[C@@H](OC3=CC(O)=C4C(=O)C=C(OC4=C3)C3=CC=C(O)C=C3)[C@H](O)[C@@H](O)[C@@H]2O)[C@@H]1O"	"CWXBFJLEJGCTRB-PMUUMJNOSA-N"
"PHUB000864"	"Apigenin 7-O-diglucuronide"	1	0	622.1169994060	"C27H26O17"	"O[C@@H]1[C@@H](O)[C@H](O[C@@H]2[C@@H](O)[C@H](O)[C@H](O[C@H]2OC2=CC(O)=C3C(=O)C=C(OC3=C2)C2=CC=C(O)C=C2)C(O)=O)O[C@@H]([C@H]1O)C(O)=O"	"SJFTVAAHLRFBST-DBFWEQBMSA-N"
"PHUB000865"	"Apigenin 7-O-glucoside"	1	0	432.1056468440	"C21H20O10"	"[H][C@]1(CO)O[C@@]([H])(OC2=CC(O)=C3C(=O)C=C(OC3=C2)C2=CC=C(O)C=C2)[C@]([H])(O)[C@@]([H])(O)[C@]1([H])O"	"KMOUJOKENFFTPU-QNDFHXLGSA-N"
"PHUB000866"	"Apigenin 7-O-glucuronide"	1	0	446.0849114180	"C21H18O11"	"O[C@@H]1[C@@H](O)[C@H](OC2=CC(O)=C3C(=O)C=C(OC3=C2)C2=CC=C(O)C=C2)O[C@@H]([C@H]1O)C(O)=O"	"JBFOLLJCGUCDQP-ZFORQUDYSA-N"
"PHUB000867"	"Apiin"	1	0	564.1479055820	"C26H28O14"	"OC[C@H]1O[C@@H](OC2=CC(O)=C3C(=O)C=C(OC3=C2)C2=CC=C(O)C=C2)[C@H](O[C@@H]2OC[C@](O)(CO)[C@H]2O)[C@@H](O)[C@@H]1O"	"NTDLXWMIWOECHG-YRCFQSNFSA-N"
"PHUB000868"	"Baicalein"	1	0	270.0528234300	"C15H10O5"	"OC1=C(O)C(O)=C2C(=O)C=C(OC2=C1)C1=CC=CC=C1"	"FXNFHKRTJBSTCS-UHFFFAOYSA-N"
"PHUB000869"	"Carlinoside"	1	0	580.1428202260	"C26H28O15"	"OC[C@H]1O[C@H]([C@H](O)[C@@H](O)[C@@H]1O)C1=C(O)C([C@@H]2OC[C@H](O)[C@H](O)[C@H]2O)=C2OC(=CC(=O)C2=C1O)C1=CC=C(O)C(O)=C1"	"XBGYTZHKGMCEGE-VYUBKLCTSA-N"
"PHUB000870"	"Chrysin"	1	0	254.0579088080	"C15H10O4"	"OC1=CC(O)=C2C(=O)C=C(OC2=C1)C1=CC=CC=C1"	"RTIXKCRFFJGDFG-UHFFFAOYSA-N"
"PHUB000871"	"Chrysoeriol"	1	0	300.0633881160	"C16H12O6"	"COC1=C(O)C=CC(=C1)C1=CC(=O)C2=C(O)C=C(O)C=C2O1"	"SCZVLDHREVKTSH-UHFFFAOYSA-N"
"PHUB000872"	"Chrysin 5,7-dimethyl ether"	1	0	282.0892089360	"C17H14O4"	"COC1=CC(OC)=C2C(=O)C=C(OC2=C1)C1=CC=CC=C1"	"JRFZSUMZAUHNSL-UHFFFAOYSA-N"
"PHUB000873"	"Chrysoeriol 7-O-(6''-malonyl-apiosyl-glucoside)"	1	0	680.1588642200	"C30H32O18"	"COC1=CC(=CC=C1O)C1=CC(=O)C2=C(O1)C=C(O[C@@H]1O[C@H](COC(=O)CC(O)=O)[C@@H](O)[C@H](O)[C@H]1O[C@@H]1OC[C@](O)(CO)[C@H]1O)C=C2O"	"IGMXPYZQDLGVQE-NJCUNIDNSA-N"
"PHUB000874"	"Chrysoeriol 7-O-(6''-malonyl-glucoside)"	1	0	548.1166054760	"C25H24O14"	"COC1=CC(=CC=C1O)C1=CC(=O)C2=C(O1)C=C(O[C@@H]1O[C@H](COC(=O)CC(O)=O)[C@@H](O)[C@H](O)[C@H]1O)C=C2O"	"PLQBKZOSLQNLOX-GOZZSVHWSA-N"
"PHUB000875"	"Chrysoeriol 7-O-apiosyl-glucoside"	1	0	594.1584702900	"C27H30O15"	"COC1=C(O)C=CC(=C1)C1=CC(=O)C2=C(O)C=C(O[C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O[C@@H]3OCC(O)(CO)[C@H]3O)C=C2O1"	"GYQQQCVFOLKXGH-FSAPOUEDSA-N"
"PHUB000876"	"Chrysoeriol 7-O-glucoside"	1	0	462.1162115460	"C22H22O11"	"COC1=C(O)C=CC(=C1)C1=CC(=O)C2=C(O)C=C(O[C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)C=C2O1"	"GAMYVSCDDLXAQW-MIUGBVLSSA-N"
"PHUB000877"	"Cirsilineol"	1	0	344.0896028660	"C18H16O7"	"COC1=CC=C(C=C1O)C1=CC(=O)C2=C(O)C(OC)=C(OC)C=C2O1"	"KLAOKWJLUQKWIF-UHFFFAOYSA-N"
"PHUB000878"	"Cirsiliol"	1	0	330.0739528020	"C17H14O7"	"COC1=CC2=C(C(=O)C=C(O2)C2=CC(O)=C(O)C=C2)C(O)=C1OC"	"IMEYGBIXGJLUIS-UHFFFAOYSA-N"
"PHUB000879"	"Cirsimaritin"	1	0	314.0790381800	"C17H14O6"	"COC1=C(OC)C(O)=C2C(=O)C=C(OC2=C1)C1=CC=C(O)C=C1"	"ZIIAJIWLQUVGHB-UHFFFAOYSA-N"
"PHUB000880"	"Diosmetin"	1	0	300.0633881160	"C16H12O6"	"COC1=C(O)C=C(C=C1)C1=CC(=O)C2=C(O1)C=C(O)C=C2O"	"MBNGWHIJMBWFHU-UHFFFAOYSA-N"
"PHUB000881"	"Diosmin"	1	0	608.1741203540	"C28H32O15"	"COC1=C(O)C=C(C=C1)C1=CC(=O)C2=C(O)C=C(O[C@@H]3O[C@H](CO[C@@H]4O[C@@H](C)[C@H](O)[C@@H](O)[C@H]4O)[C@@H](O)[C@H](O)[C@H]3O)C=C2O1"	"GZSOSUNBTXMUFQ-YFAPSIMESA-N"
"PHUB000882"	"Eupatilin"	1	0	344.0896028660	"C18H16O7"	"COC1=CC=C(C=C1OC)C1=CC(=O)C2=C(O1)C=C(O)C(OC)=C2O"	"DRRWBCNQOKKKOL-UHFFFAOYSA-N"
"PHUB000883"	"Eupatorin"	1	0	344.0896028660	"C18H16O7"	"COC1=CC=C(C=C1O)C1=CC(=O)C2=C(O)C(OC)=C(OC)C=C2O1"	"KLAOKWJLUQKWIF-UHFFFAOYSA-N"
"PHUB000884"	"Gardenin B"	1	0	358.1052529300	"C19H18O7"	"COC1=CC=C(C=C1)C1=CC(=O)C2=C(O1)C(OC)=C(OC)C(OC)=C2O"	"LXEVSYZNYDZSOB-UHFFFAOYSA-N"
"PHUB000885"	"Geraldone"	1	0	284.0684734940	"C16H12O5"	"COC1=CC(=CC=C1O)C1=CC(=O)C2=C(O1)C=C(O)C=C2"	"OUMMPAFEQHTYIZ-UHFFFAOYSA-N"
"PHUB000886"	"Hispidulin"	1	0	300.0633881160	"C16H12O6"	"COC1=C(O)C=C2OC(=CC(=O)C2=C1O)C1=CC=C(O)C=C1"	"IHFBPDAQLQOCBX-UHFFFAOYSA-N"
"PHUB000887"	"Isoorientin"	1	0	448.1005614820	"C21H20O11"	"OC[C@H]1O[C@H]([C@H](O)[C@@H](O)[C@@H]1O)C1=C(O)C2=C(OC(=CC2=O)C2=CC(O)=C(O)C=C2)C=C1O"	"ODBRNZZJSYPIDI-VJXVFPJBSA-N"
"PHUB000888"	"Isorhoifolin"	1	0	578.1635556680	"C27H30O14"	"C[C@H]1O[C@H](OC[C@H]2O[C@@H](OC3=CC(O)=C4C(=O)C=C(OC4=C3)C3=CC=C(O)C=C3)[C@H](O)[C@@H](O)[C@@H]2O)[C@@H](O)[C@@H](O)[C@@H]1O"	"FKIYLTVJPDLUDL-WCDRIBADSA-N"
"PHUB000889"	"Isovitexin"	1	0	432.1056468600	"C21H20O10"	"[H][C@]1(O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O)C1=C(O)C2=C(OC(=CC2=O)C2=CC=C(O)C=C2)C=C1O"	"MYXNWGACZJSMBT-VJXVFPJBSA-N"
"PHUB000890"	"Jaceosidin"	1	0	330.0739528020	"C17H14O7"	"COC1=CC(=CC=C1O)C1=CC(=O)C2=C(O)C(OC)=C(O)C=C2O1"	"GLAAQZFBFGEBPS-UHFFFAOYSA-N"
"PHUB000891"	"Lucenin-2"	1	0	610.1533848860	"C27H30O16"	"OC[C@H]1O[C@H]([C@H](O)[C@@H](O)[C@@H]1O)C1=C(O)C2=C(OC(=CC2=O)C2=CC=C(O)C(O)=C2)C([C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)=C1O"	"ZLPSOQFIIQIIAX-TWMWGZHVNA-N"
"PHUB000892"	"Luteolin"	1	0	286.0477380520	"C15H10O6"	"OC1=CC2=C(C(O)=C1)C(=O)C=C(O2)C1=CC=C(O)C(O)=C1"	"IQPNAANSBPBGFQ-UHFFFAOYSA-N"
"PHUB000893"	"Luteolin 7-O-(2-apiosyl-6-malonyl)-glucoside"	1	0	666.1432141560	"C29H30O18"	"OC[C@@]1(O)CO[C@@H](O[C@@H]2[C@@H](O)[C@H](O)[C@@H](COC(=O)CC(O)=O)O[C@H]2OC2=CC(O)=C3C(=O)C=C(OC3=C2)C2=CC=C(O)C(O)=C2)[C@@H]1O"	"LPOQROCPKZWCGK-CQRLEKJLSA-N"
"PHUB000894"	"Luteolin 7-O-(2-apiosyl-glucoside)"	1	0	580.1428202260	"C26H28O15"	"OC[C@H]1O[C@@H](OC2=CC3=C(C(O)=C2)C(=O)C=C(O3)C2=CC(O)=C(O)C=C2)[C@H](O[C@@H]2OC[C@](O)(CO)[C@H]2O)[C@@H](O)[C@@H]1O"	"YSXNEFJASLJGTK-YRCFQSNFSA-N"
"PHUB000895"	"Luteolin 7-O-diglucuronide"	1	0	638.1119140280	"C27H26O18"	"O[C@@H]1[C@@H](O)[C@H](OC(=O)[C@H]2O[C@@H](OC3=CC(O)=C4C(=O)C=C(OC4=C3)C3=CC=C(O)C(O)=C3)[C@H](O)[C@@H](O)[C@@H]2O)O[C@@H]([C@H]1O)C(O)=O"	"SPWLSDULYCMRFB-VMEISIRMSA-N"
"PHUB000896"	"Luteolin 7-O-glucoside"	1	0	448.1005614820	"C21H20O11"	"OC[C@H]1O[C@@H](OC2=CC3=C(C(O)=C2)C(=O)C=C(O3)C2=CC=C(O)C(O)=C2)[C@H](O)[C@@H](O)[C@@H]1O"	"PEFNSGRTCBGNAN-QNDFHXLGSA-N"
"PHUB000897"	"Luteolin 7-O-glucuronide"	1	0	462.0798260400	"C21H18O12"	"O[C@@H]1[C@@H](O)[C@H](OC2=CC(O)=C3C(=O)C=C(OC3=C2)C2=CC=C(O)C(O)=C2)O[C@@H]([C@H]1O)C(O)=O"	"VSUOKLTVXQRUSG-ZFORQUDYSA-N"
"PHUB000898"	"Luteolin 7-O-malonyl-glucoside"	1	0	534.1009554120	"C24H22O14"	"O[C@H]1[C@H](O)[C@@H](COC(=O)CC(O)=O)O[C@@H](OC2=CC(O)=C3C(=O)C=C(OC3=C2)C2=CC=C(O)C(O)=C2)[C@@H]1O"	"RNDGJCZQVKFBPI-ASDZUOGYSA-N"
"PHUB000899"	"Luteolin 7-O-rutinoside"	1	0	594.1584702900	"C27H30O15"	"C[C@@H]1O[C@@H](OC[C@H]2O[C@@H](OC3=CC(O)=C4C(=O)C=C(OC4=C3)C3=CC(O)=C(O)C=C3)[C@H](O)[C@@H](O)[C@@H]2O)[C@H](O)[C@H](O)[C@H]1O"	"MGYBYJXAXUBTQF-FOBVWLSUSA-N"
"PHUB000900"	"Nepetin"	1	0	316.0583027380	"C16H12O7"	"COC1=C(O)C2=C(OC(=CC2=O)C2=CC=C(O)C(O)=C2)C=C1O"	"FHHSEFRSDKWJKJ-UHFFFAOYSA-N"
"PHUB000901"	"Nobiletin"	1	0	402.1314676800	"C21H22O8"	"COC1=CC=C(C=C1OC)C1=CC(=O)C2=C(O1)C(OC)=C(OC)C(OC)=C2OC"	"MRIAQLRQZPPODS-UHFFFAOYSA-N"
"PHUB000902"	"Pebrellin"	1	0	374.1001675520	"C19H18O8"	"COC1=C(OC)C=C(C=C1)C1=CC(=O)C2=C(O1)C(OC)=C(OC)C(O)=C2O"	"AREVFHPDZQHBHI-UHFFFAOYSA-N"
"PHUB000903"	"Rhoifolin"	1	0	578.1635556680	"C27H30O14"	"C[C@@H]1O[C@@H](O[C@@H]2[C@@H](O)[C@H](O)[C@@H](CO)O[C@H]2OC2=CC3=C(C(O)=C2)C(=O)C=C(O3)C2=CC=C(O)C=C2)[C@H](O)[C@H](O)[C@H]1O"	"RPMNUQRUHXIGHK-PYXJVEIZSA-N"
"PHUB000904"	"Rhoifolin 4'-O-glucoside"	1	0	740.2163790980	"C33H40O19"	"CC1OC(OC2C(O)C(O)C(CO)OC2OC2=CC3=C(C(O)=C2)C(=O)C=C(O3)C2=CC=C(OC3OC(CO)C(O)C(O)C3O)C=C2)C(O)C(O)C1O"	"PTKZEWKSNFRXLZ-UHFFFAOYNA-N"
"PHUB000905"	"Scutellarein"	1	0	286.0477380520	"C15H10O6"	"OC1=CC=C(C=C1)C1=CC(=O)C2=C(O)C(O)=C(O)C=C2O1"	"JVXZRQGOGOXCEC-UHFFFAOYSA-N"
"PHUB000906"	"Sinensetin"	1	0	372.1209029940	"C20H20O7"	"COC1=C(OC)C=C(C=C1)C1=CC(=O)C2=C(OC)C(OC)=C(OC)C=C2O1"	"LKMNXYDUQXAUCZ-UHFFFAOYSA-N"
"PHUB000907"	"Tangeretin"	1	0	372.1209029940	"C20H20O7"	"COC1=CC=C(C=C1)C1=CC(=O)C2=C(OC)C(OC)=C(OC)C(OC)=C2O1"	"ULSUXBXHSYSGDT-UHFFFAOYSA-N"
"PHUB000908"	"Tetramethylscutellarein"	1	0	342.1103383080	"C19H18O6"	"COC1=CC=C(C=C1)C1=CC(=O)C2=C(OC)C(OC)=C(OC)C=C2O1"	"URSUMOWUGDXZHU-UHFFFAOYSA-N"
"PHUB000909"	"Thymonin"	1	0	360.0845174750	"C18H16O8"	"COC1=CC=C(C=C1O)C1=CC(=O)C2=C(O)C(O)=C(OC)C(OC)=C2O1"	"QZBUZNZTCQCSJK-UHFFFAOYSA-N"
"PHUB000910"	"Tricin"	1	0	330.0739528020	"C17H14O7"	"COC1=CC(=CC(OC)=C1O)C1=CC(=O)C2=C(O)C=C(O)C=C2O1"	"HRGUSFBJBOKSML-UHFFFAOYSA-N"
"PHUB000911"	"Vicenin 2"	1	0	594.1584702900	"C27H30O15"	"[H][C@]1(O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O)C1=C(O)C(=C2OC(=CC(=O)C2=C1O)C1=CC=C(O)C=C1)[C@]1([H])O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O"	"FIAAVMJLAGNUKW-VQVVXJKKSA-N"
"PHUB000912"	"Vitexin"	1	0	432.1056468600	"C21H20O10"	"OC[C@H]1O[C@H]([C@H](O)[C@@H](O)[C@@H]1O)C1=C2OC(=CC(=O)C2=C(O)C=C1O)C1=CC=C(O)C=C1"	"SGEWCQFRYRRZDC-VPRICQMDSA-N"
"PHUB000913"	"Cafestol (2-hydroxy-, 3,4-epoxide, glutathione conjugate)"	0	1	655.2774804550	"C30H45N3O11S"	"C[C@@]12CC(O)C3=C(C(O)C(O3)SCC(NC(=O)CCC(N)C(O)=O)C(=O)NCC(O)=O)C1CC[C@@]13CC(CCC21)[C@@](O)(CO)C3"	"CWHSNVYWYFOEQJ-XOOUWMDMSA-N"
"PHUB000914"	"Cafestol (2-hydroxy-)"	0	1	332.1987593820	"C20H28O4"	"C[C@@]12CC(O)C3=C(C=CO3)C1CC[C@@]13C[C@H](CCC21)[C@@](O)(CO)C3"	"XKTUWCSUXHKDDV-RGBPUHBWSA-N"
"PHUB000915"	"Cafestol (2-hydroxy-,3,4-epoxide)"	0	1	348.1936740020	"C20H28O5"	"C[C@@]12CC(O)C3=C(C4OC4O3)C1CC[C@@]13C[C@@H](CCC21)[C@@](O)(CO)C3"	"HTBXMMAMMYSHPY-WTBLDNHRSA-N"
"PHUB000916"	"Cafestol glucuronide"	0	1	492.5678392000	"C26H36O9"	NULL	NULL
"PHUB000917"	"Cafestol sulfate"	0	1	396.5042844000	"C20H28O6S"	NULL	NULL
"PHUB000918"	"Kahweol glucuronide"	0	1	490.5518874000	"C26H34O9"	NULL	NULL
"PHUB000919"	"Kahweol sulfate"	0	1	394.4883325000	"C20H26O6S"	NULL	NULL
"PHUB000920"	"Phytanic acid"	0	1	312.3028305280	"C20H40O2"	"CC(C)CCC[C@@H](C)CCC[C@@H](C)CCCC(C)CC(O)=O"	"RLCKHJSFHOZMDR-PWCSWUJKSA-N"
"PHUB000921"	"Phytenic acid (trans-delta 2-)"	0	1	310.2871804640	"C20H38O2"	"[H]\\C(C(O)=O)=C(\\C)CCC[C@H](C)CCC[C@H](C)CCCC(C)C"	"WDWBNNBRPVEEOD-PFXVRADUSA-N"
"PHUB000922"	"Phytenic acid (cis-delta 2-)"	0	1	310.2871804640	"C20H38O2"	"[H]\\C(C(O)=O)=C(/C)CCC[C@H](C)CCC[C@H](C)CCCC(C)C"	"WDWBNNBRPVEEOD-UMSXXIAASA-N"
"PHUB000923"	"Phytenic acid (trans-delta 3-)"	0	1	310.2871804640	"C20H38O2"	"[H]\\C(CC[C@H](C)CCC[C@H](C)CCCC(C)C)=C(\\C)CC(O)=O"	"GGJDCSATCZWAPI-IWBCJCCCSA-N"
"PHUB000924"	"Phytenic acid (cis-delta 3-)"	0	1	310.2871804640	"C20H38O2"	"[H]\\C(CC[C@H](C)CCC[C@H](C)CCCC(C)C)=C(/C)CC(O)=O"	"GGJDCSATCZWAPI-UEJLOKKHSA-N"
"PHUB000925"	"Phytenic acid (3-methylene)"	0	1	310.2871804640	"C20H38O2"	"CC(C)CCC[C@@H](C)CCC[C@@H](C)CCCC(=C)CC(O)=O"	"QNHDJVMLIZENIR-QZTJIDSGSA-N"
"PHUB000926"	"Hydroxyphytanic acid (alpha-)"	0	1	328.2977451480	"C20H40O3"	"CC(C)CCC[C@@H](C)CCC[C@@H](C)CCCC(C)C(O)C(O)=O"	"CGKMKXBKVBXUGK-YYZRRKBYSA-N"
"PHUB000927"	"Pristanic acid"	0	1	298.2871804640	"C19H38O2"	"CC(C)CCCC(C)CCCC(C)CCCC(C)C(O)=O"	"PAHGJZDQXIOYTH-UHFFFAOYNA-N"
"PHUB000928"	"14-Hydroxycaryophyllene-5,6-oxide"	0	1	236.1776300130	"C15H24O2"	"[H][C@]12CC(C)(CO)[C@]1([H])CCC1(C)OC1CCC2=C"	"XLKXIWMHACWINL-ILDWOOSOSA-N"
"PHUB000929"	"Caryophyllene-5,6-oxide-2,12-glycol"	0	1	254.1881946970	"C15H26O3"	"[H][C@]12CC(C)(C)[C@]1([H])CCC1(C)OC1CCC2(O)CO"	"OHDVDXBNIVPOOL-OIPGIEPVSA-N"
"PHUB000930"	"Nootkatone-13,14-diol"	0	1	252.1725446330	"C15H24O3"	"CC1CC(=O)C=C2CCC(CC12C)C(C)(O)CO"	"DJPISZPEZJGKKI-UHFFFAOYNA-N"
"PHUB000931"	"14-hydroxyisolongifoldaldehyde"	0	1	236.1776300130	"C15H24O2"	"CC12CCCC(C)(CO)C3C(CCC13)C2C=O"	"LKZRUFUJHRFLEY-UHFFFAOYSA-N"
"PHUB000933"	"3,7-Dimethyl-2-octaen-1,8-dioic acid"	0	1	200.1048589950	"C10H16O4"	"CC(CCC\\C(C)=C\\C(O)=O)C(O)=O"	"VNSKHKIHRLWODC-VOTSOKGWNA-N"
"PHUB000934"	"3,7-Dimethyl-6-octaen-1,8-dioic acid"	0	1	200.1048589950	"C10H16O4"	"CC(CC\\C=C(/C)C(O)=O)CC(O)=O"	"KWIQWVWDQRSGSQ-VMPITWQZNA-N"
"PHUB000935"	"3,7-Dimethyl-2,7-decadien-1,10-dioic acid"	0	1	226.1205090600	"C12H18O4"	"C\\C(CCC\\C(C)=C\\C(O)=O)=C/CC(O)=O"	"KSRDBWKRNKJWQI-OAMUUVBCSA-N"
"PHUB000936"	"3,7-Dimethyl-octan-1,8-dioic acid"	0	1	202.1205090600	"C10H18O4"	"CC(CCCC(C)C(O)=O)CC(O)=O"	"YXTSFTNUPXGYDZ-UHFFFAOYNA-N"
"PHUB000937"	"3,7-Dimethyl-7-decaen-1,10-dioic acid"	0	1	228.1361591240	"C12H20O4"	"CC(CCC\\C(C)=C\\CC(O)=O)CC(O)=O"	"FNRNRFWWJJZSTN-RMKNXTFCNA-N"
"PHUB000938"	"Farnesol glucuronide"	0	1	398.2304534350	"C21H34O7"	"CC(C)=CCC\\C(C)=C\\CC\\C(C)=C\\COC1OC(C(O)C(O)C1O)C(O)=O"	"GNEHABOQLSVVFN-YFVJMOTDNA-N"
"PHUB000939"	"12-Hydroxyfarnesol"	0	1	238.1932800770	"C15H26O2"	"C\\C(CO)=C/CC\\C(C)=C\\CC\\C(C)=C\\CO"	"FLIKBVTXNBEPQQ-RDUMTQBOSA-N"
"PHUB000940"	"Hydroxyfarnesol glucuronide"	0	1	414.4973977000	"C21H34O8"	NULL	NULL
"PHUB000942"	"Farnesoic acid"	0	1	236.1776300130	"C15H24O2"	"CC(C)=CCCC(C)=CCCC(C)=CC(O)=O"	"WJHFZYAELPOJIV-UHFFFAOYSA-N"
"PHUB000943"	"Farnesyl monophosphate"	0	1	302.1646963470	"C15H27O4P"	"CC(C)=CCC\\C(C)=C/CC\\C(C)=C/COP(O)(O)=O"	"ALEWCKXBHSDCCT-FBXUGWQNSA-N"
"PHUB000944"	"Farnesyl pyrophosphate"	0	1	382.1310272380	"C15H28O7P2"	"[H]OP(=O)(O[H])OP(=O)(O[H])OC\\C=C(/C)CC\\C=C(/C)CCC=C(C)C"	"VWFJDQUYCIWHTN-YFVJMOTDSA-N"
"PHUB000945"	"Oleanolic acid (Hydroxyl-)"	0	1	472.7111727000	"C30H48O4"	NULL	NULL
"PHUB000946"	"Oleanolic acid (Dihydroxyl-)"	0	1	488.7104778000	"C30H48O5"	NULL	NULL
"PHUB000948"	"Glycyrrhetinic acid 3-O-glucuronide"	0	1	646.3716979390	"C36H54O10"	"[H][C@@]12C[C@](C)(CC[C@]1(C)CC[C@]1(C)C2=CC(=O)[C@]2([H])[C@@]3(C)CC[C@H](O[C@H]4O[C@@H]([C@@H](O)[C@H](O)[C@H]4O)C(O)=O)C(C)(C)[C@]3([H])CC[C@@]12C)C(O)=O"	"HLDYLAJAWSKPFZ-HBKAJLBFSA-N"
"PHUB000949"	"Glycyrrhetinic acid 30-O-glucuronide"	0	1	646.3716979390	"C36H54O10"	"CC1(C)[C@@H](O)CC[C@@]2(C)[C@H]1CC[C@]1(C)[C@@H]2C(=O)C=C2[C@@H]3C[C@](C)(CC[C@]3(C)CC[C@@]12C)C(=O)OC1OC(C(O)C(O)C1O)C(O)=O"	"PCQOITPWNKCXLU-TYBNYSPSSA-N"
"PHUB000950"	"Glycyrrhetinic acid 3-O-sulfate"	0	1	550.2964249950	"C30H46O7S"	"[H][C@@]12C[C@](C)(CC[C@]1(C)CC[C@]1(C)C2=CC(=O)[C@]2([H])[C@@]3(C)CC[C@H](OS(O)(=O)=O)C(C)(C)[C@]3([H])CC[C@@]12C)C(O)=O"	"IKLVARHEXXESBF-YKLVYJNSSA-N"
"PHUB000951"	"Glycyrrhetinic acid 3-O-sulfate-30-glucuronide"	0	1	726.3285129730	"C36H54O13S"	"[H][C@@]12C[C@](C)(CC[C@]1(C)CC[C@]1(C)C2=CC(=O)[C@]2([H])[C@@]3(C)CC[C@H](OS(O)(=O)=O)C(C)(C)[C@]3([H])CC[C@@]12C)C(=O)OC1OC(C(O)C(O)C1O)C(O)=O"	"PDPCLPSFPOLUFQ-TYBNYSPSSA-N"
"PHUB000953"	"Ginsenoside Rh1"	0	1	638.4393835760	"C36H62O9"	"CC(C)=CCC[C@](C)(O)C1CC[C@]2(C)C1[C@H](O)CC1[C@@]3(C)CC[C@H](O)C(C)(C)C3[C@H](C[C@@]21C)O[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O"	"RAQNTCRNSXYLAH-YFEBDHGLSA-N"
"PHUB000954"	"Ginsenoside Rg2"	0	1	784.4972923780	"C42H72O13"	"CC\\C(C)=C\\CC[C@](C)(O)C1CC[C@@]2(C)C1[C@@H](O)CC1C2C[C@@H](O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O[C@@H]2O[C@@H](C)[C@H](O)[C@@H](O)[C@H]2O)C2C(C)(C)C(O)CC[C@]12C"	"QOVKKEKBURQILF-HOJASPKOSA-N"
"PHUB000955"	"Ginsenoside F1"	0	1	638.4393835760	"C36H62O9"	"CC(C)=CCC[C@@](C)(O[C@@H]1O[C@H](CO)[C@@H](O)[C@@H](O)[C@H]1O)[C@@]1(C)CC[C@@]2(C)C1[C@@H](O)CC1C2C[C@@H](O)C2C(C)(C)C(O)CC[C@]12C"	"QLPKLNOLHUEWSE-TTWOHQMCSA-N"
"PHUB000956"	"Protopanaxatriol"	0	1	462.3709100900	"C29H50O4"	"CC(C)=CCC[C@H](O)C1CC[C@]2(C)C1[C@H](O)CC1[C@@]3(C)CC[C@H](O)C(C)(C)C3[C@@H](O)C[C@@]21C"	"SHCBCKBYTHZQGZ-DLHMIPLTSA-N"
"PHUB000957"	"Camphene-2,10-glycol"	0	1	170.1306798200	"C10H18O2"	"CC1(C)C2CCC(C2)[C@]1(O)CO"	"AVCGLLALGWYORY-UVCZRQPANA-N"
"PHUB000958"	"Camphene-10,2-glycol"	0	1	170.1306798200	"C10H18O2"	"CC1(C)C2CCC(C2)[C@@]1(O)CO"	"AVCGLLALGWYORY-UVCZRQPANA-N"
"PHUB000959"	"6-exo-Hydroxycamphene"	0	1	152.1201151350	"C10H16O"	"CC1(C)C2CC(O)C(C2)C1=C"	"CFXJOMGPUADAJE-UHFFFAOYNA-N"
